,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,41959258784.0,45155780789.0,43752052713.0,45790321638.0,50993249992.0,51614136965.0,56276735120.0,64951319243.0
1,TÀI SẢN NGẮN HẠN,32949794191.0,29447316304.0,28912826945.0,33265592450.0,40039049365.0,42608794247.0,41658603534.0,51999460820.0
2,Tiền và tương đương tiền,1685132688.0,698150204.0,1184118428.0,3151511581.0,3245818182.0,6272016532.0,3641436963.0,1852546056.0
3,Tiền,1685132688.0,698150204.0,1184118428.0,3151511581.0,3245818182.0,1724505716.0,3641436963.0,1852546056.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,4547510816.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,1000000000.0,8500000000.0,14700000000.0,13700000000.0,18870000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,1000000000.0,8500000000.0,14700000000.0,13700000000.0,18870000000.0
9,Các khoản phải thu,4370015644.0,3439282355.0,1830955703.0,1889256049.0,2819282760.0,3418210390.0,3698700783.0,5576609597.0
10,Phải thu khách hàng,1251279827.0,1534179330.0,1821808414.0,636328303.0,1185327403.0,1220722061.0,1334939000.0,1118695725.0
11,Trả trước người bán,3383440340.0,2139905631.0,171975297.0,1385752795.0,1019185160.0,1309844298.0,1036050127.0,68438370.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,0.0,29901917.0,0.0,30002959.0,614770197.0,887644031.0,1327711656.0,4389475502.0
16,Dự phòng nợ khó đòi,-264704523.0,-264704523.0,-162828008.0,-162828008.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",25351169645.0,24167595222.0,25274852789.0,26837504928.0,25130894632.0,18048707694.0,20418864806.0,25453032475.0
19,Hàng tồn kho,25351169645.0,24167595222.0,25274852789.0,26837504928.0,25130894632.0,18048707694.0,20418864806.0,25453032475.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1543476214.0,1142288523.0,622900025.0,387319892.0,343053791.0,169859631.0,199600982.0,247272692.0
22,Trả trước ngắn hạn,1042184252.0,963383600.0,497656100.0,315481036.0,303499996.0,169859631.0,114773435.0,226004543.0
23,Thuế VAT phải thu,501291962.0,178904923.0,125243925.0,63893777.0,39553795.0,0.0,81863225.0,21268149.0
24,Phải thu thuế khác,0.0,0.0,0.0,7945079.0,0.0,0.0,2964322.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,9009464593.0,15708464485.0,14839225768.0,12524729188.0,10954200627.0,9005342718.0,14618131586.0,12951858423.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,6307391791.0,14297213219.0,14010488208.0,12116058462.0,10632123354.0,8676332779.0,14113092391.0,12509987885.0
37,GTCL TSCĐ hữu hình,6306558441.0,14297213219.0,14010488208.0,12116058462.0,10632123354.0,8676332779.0,6966138391.0,5363033885.0
38,Nguyên giá TSCĐ hữu hình,31646799617.0,41729905657.0,43678424021.0,43924564021.0,44523278163.0,44523278163.0,44613853163.0,43808694890.0
39,Khấu hao lũy kế TSCĐ hữu hình,-25340241176.0,-27432692438.0,-29667935813.0,-31808505559.0,-33891154809.0,-35846945384.0,-37647714772.0,-38445661005.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,833350.0,0.0,0.0,0.0,0.0,0.0,7146954000.0,7146954000.0
44,Nguyên giá TSCĐ vô hình,559865156.0,559865156.0,559865156.0,559865156.0,559865156.0,559865156.0,7706819156.0,7706819156.0
45,Khấu hao lũy kế TSCĐ vô hình,-559031806.0,-559865156.0,-559865156.0,-559865156.0,-559865156.0,-559865156.0,-559865156.0,-559865156.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,2594627804.0,359677115.0,359677115.0,359677115.0,312727273.0,312727273.0,312727273.0,312727273.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,312727273.0,312727273.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,107444998.0,1051574151.0,469060445.0,48993611.0,9350000.0,16282666.0,192311922.0,129143265.0
59,Trả trước dài hạn,107444998.0,1051574151.0,469060445.0,48993611.0,9350000.0,16282666.0,192311922.0,129143265.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,23394132334.0,25227227142.0,22859478145.0,16185737554.0,19003227078.0,16693870190.0,18361956404.0,23196075513.0
65,Nợ ngắn hạn,23154869578.0,24965622029.0,22562824548.0,15896035473.0,18722142712.0,16432507040.0,18061953862.0,22875933579.0
66,Phải trả người bán,10982307112.0,10744452019.0,9331365450.0,10836909560.0,10282666417.0,9696976727.0,11325807276.0,14704681004.0
67,Người mua trả tiền trước,948000.0,928000.0,0.0,0.0,0.0,89760000.0,140199000.0,19748500.0
68,Thuế và các khoản phải trả Nhà nước,616802215.0,489053975.0,209516723.0,252397936.0,447016968.0,446415157.0,32872246.0,346447628.0
69,Phải trả người lao động,1919032976.0,1988283518.0,1790980228.0,1640595096.0,2352060587.0,2302385065.0,2385174153.0,2753761287.0
70,Chi phí phải trả,0.0,364545454.0,0.0,59110120.0,60190000.0,72643932.0,229998184.0,71455067.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,408592466.0,0.0,535409097.0,617536364.0,627536362.0,351187879.0,260860608.0,359023363.0
74,Phải trả khác,4425501737.0,490502363.0,193024707.0,241241867.0,372943256.0,492922895.0,521620902.0,546395703.0
75,Vay ngắn hạn,1932961219.0,10390332510.0,9139571326.0,5000000.0,1605000000.0,0.0,0.0,701299534.0
76,Dự phòng các khoản phải trả ngắn hạn,2460000000.0,0.0,800000000.0,1600000000.0,2250000000.0,2100000000.0,2100000000.0,2150000000.0
77,"Quỹ khen thưởng, phúc lợi",408723853.0,497524190.0,562957017.0,643244530.0,724729122.0,880215385.0,1065421493.0,1223121493.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,239262756.0,261605113.0,296653597.0,289702081.0,281084366.0,261363150.0,300002542.0,320141934.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,50262756.0,92605113.0,82653597.0,72702081.0,63584366.0,51863150.0,46002542.0,40141934.0
87,Phải trả dài hạn khác,154000000.0,154000000.0,204000000.0,204000000.0,209500000.0,209500000.0,254000000.0,280000000.0
88,Vay dài hạn,35000000.0,15000000.0,10000000.0,13000000.0,8000000.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,18565126450.0,19928553647.0,20892574568.0,29604584084.0,31990022914.0,34920266775.0,37914778716.0,41755243730.0
96,Vốn và các quỹ,18565126450.0,19928553647.0,20892574568.0,29604584084.0,31990022914.0,34920266775.0,37914778716.0,41755243730.0
97,Vốn góp,10900000000.0,10900000000.0,10900000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0
98,Cổ phiếu phổ thông,10900000000.0,10900000000.0,10900000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0,15000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,3230100000.0,3230100000.0,3230100000.0,3230100000.0,3230100000.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,4218415947.0,5150431679.0,6049800939.0,6871490282.0,7703281391.0,9063212709.0,11145466265.0,13945466265.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
