,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,42148114912.0,125975033004.0,147232439120.0,172132565908.0,204672675354.0,158044183393.0,221541633407.0,167050817122.0,175105843954.0
1,TÀI SẢN NGẮN HẠN,31517715140.0,93009622244.0,116171793871.0,133929037204.0,132711006280.0,116595757184.0,110236115794.0,164127082127.0,175105843954.0
2,Tiền và tương đương tiền,1882503282.0,9990823242.0,8892244475.0,5285630363.0,197377613.0,547999928.0,566046969.0,547046646.0,37409106915.0
3,Tiền,1882503282.0,9990823242.0,8892244475.0,5285630363.0,197377613.0,547999928.0,566046969.0,547046646.0,37409106915.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,13883543041.0,34820969481.0,63425759800.0,79672144412.0,101742251590.0,63230711000.0,80104698797.0,132877977702.0,103843495335.0
10,Phải thu khách hàng,0.0,11021111233.0,35471612800.0,24701000000.0,89419341500.0,0.0,35257109653.0,94364399584.0,103543166178.0
11,Trả trước người bán,11150693041.0,18474752544.0,27954147000.0,39905669320.0,12171446703.0,8765711000.0,8847589144.0,1513578118.0,300329157.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,3408000000.0,0.0,2780000000.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2732850000.0,1917105704.0,0.0,12285475092.0,151463387.0,54465000000.0,36000000000.0,37000000000.0,0.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",15700802667.0,47615074881.0,42932528965.0,48187459811.0,30023721904.0,52347036618.0,29545122085.0,30676275634.0,33706477257.0
19,Hàng tồn kho,15700802667.0,47615074881.0,42932528965.0,48187459811.0,30023721904.0,52347036618.0,29545122085.0,30676275634.0,33706477257.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,50866150.0,582754640.0,921260631.0,783802618.0,747655173.0,470009638.0,20247943.0,25782145.0,146764447.0
22,Trả trước ngắn hạn,0.0,0.0,65763844.0,83931159.0,122943484.0,593991.0,0.0,0.0,0.0
23,Thuế VAT phải thu,50866150.0,582754640.0,855496787.0,699871459.0,623711689.0,468415647.0,15509734.0,21043936.0,142026238.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,1000000.0,1000000.0,4738209.0,4738209.0,4738209.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,10630399772.0,32965410760.0,31060645249.0,38203528704.0,71961669074.0,41448426209.0,111305517613.0,2923734995.0,0.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,7051334827.0,29471163356.0,27622799594.0,27952318563.0,58174762251.0,38235503558.0,0.0,0.0,0.0
37,GTCL TSCĐ hữu hình,7051334827.0,29471163356.0,27622799594.0,27952318563.0,58174762251.0,38235503558.0,0.0,0.0,0.0
38,Nguyên giá TSCĐ hữu hình,9007599369.0,34054951302.0,35119024029.0,38502114938.0,72056702211.0,49246150278.0,0.0,0.0,0.0
39,Khấu hao lũy kế TSCĐ hữu hình,-1956264542.0,-4583787946.0,-7496224435.0,-10549796375.0,-13881939960.0,-11010646720.0,0.0,0.0,0.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,108283461500.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,6700000000.0,10344207422.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,10500000000.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,6700000000.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,-155792578.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,3579064945.0,3494247404.0,3437845655.0,3551210141.0,3442699401.0,3212922651.0,3022056113.0,2923734995.0,0.0
59,Trả trước dài hạn,3579064945.0,3494247404.0,3437845655.0,3551210141.0,3441599535.0,3212922651.0,3022056113.0,2923734995.0,0.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,1099866.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,16875149637.0,12544787948.0,21079116096.0,33226730810.0,60070724414.0,8925914136.0,72374690267.0,16845148215.0,27041035803.0
65,Nợ ngắn hạn,16875149637.0,12082787948.0,20488111096.0,33108889269.0,60028544996.0,8925914136.0,72374690267.0,16845148215.0,27041035803.0
66,Phải trả người bán,280621000.0,709016335.0,230069033.0,313093040.0,32253239437.0,3165380000.0,67931764306.0,12130248873.0,22436439166.0
67,Người mua trả tiền trước,7163050000.0,1000000.0,305971500.0,2399769000.0,300000000.0,0.0,0.0,0.0,0.0
68,Thuế và các khoản phải trả Nhà nước,2138243432.0,376852788.0,863975493.0,1261324498.0,383694327.0,390301137.0,12168472.0,263538769.0,156536573.0
69,Phải trả người lao động,59223204.0,0.0,0.0,0.0,0.0,0.0,2125312.0,14420287.0,19427887.0
70,Chi phí phải trả,0.0,0.0,46279964.0,24917212.0,44856003.0,31818182.0,0.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,48359366.0,20540286.0,49242419.0,26802403.0,0.0,0.0,0.0,8308109.0,0.0
75,Vay ngắn hạn,7000000000.0,10432000000.0,17812604800.0,26569686817.0,22618123052.0,909782640.0,0.0,0.0,0.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",185652635.0,543378539.0,1179967887.0,2513296299.0,4428632177.0,4428632177.0,4428632177.0,4428632177.0,4428632177.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,462000000.0,591005000.0,117841541.0,42179418.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,462000000.0,591005000.0,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,117841541.0,42179418.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,25272965275.0,113430245056.0,126153323024.0,138905835098.0,144601950940.0,149118269257.0,149166943140.0,150205668907.0,148064808151.0
96,Vốn và các quỹ,25272965275.0,113430245056.0,126153323024.0,138905835098.0,144601950940.0,149118269257.0,149166943140.0,150205668907.0,148064808151.0
97,Vốn góp,20000000000.0,100000000000.0,100000000000.0,100000000000.0,120999920000.0,120999920000.0,120999920000.0,120999920000.0,120999920000.0
98,Cổ phiếu phổ thông,20000000000.0,100000000000.0,100000000000.0,100000000000.0,120999920000.0,120999920000.0,120999920000.0,120999920000.0,120999920000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,185652635.0,543378539.0,1179967887.0,2513296299.0,4428632177.0,4428632177.0,4428632177.0,4428632177.0,4428632177.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,5087312640.0,10880653507.0,22942001533.0,34428703485.0,17202487014.0,23689717080.0,23738390963.0,24777116730.0,22636255974.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,5087312640.0,4371860832.0,9608717414.0,15275344709.0,9598111729.0,17265534798.0,23689717080.0,23738323313.0,21853381735.0
