,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-6955042317.0,-20483907219.0,-10931458797.0,17123819094.0,19861317810.0,-17841913195.0,72710850727.0,-109455985815.0,36861941116.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,1046350461.0,11771904813.0,18156877838.0,24888445717.0,13273279881.0,11080898182.0,1798030770.0,145090002.0,935641117.0
2,Lãi trước thuế,3577259038.0,6975557100.0,14223642809.0,20426694667.0,7918384057.0,6814483419.0,60842354.0,1298681644.0,935760270.0
3,Khấu hao TSCĐ,1352661050.0,4047128329.0,2912436489.0,3053571940.0,3523801993.0,3913498579.0,1211044764.0,0.0,0.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,155792578.0,-999380952.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,-32584008.0,25030490.0,-12579642.0,125031259.0,107659.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-4156240541.0,-726444.0,-4373447.0,-12779424.0,158672673.0,1131307031.0,524018340.0,-1153523992.0,-119153.0
9,Chi phí lãi vay,272670914.0,782529836.0,1000141497.0,1433538176.0,1391597321.0,220882446.0,2125312.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-67650.0,0.0
12,(Tăng)/giảm các khoản phải thu,-5584034886.0,3076686605.0,-32285532466.0,-2383759284.0,-35801668103.0,63774090319.0,-16424820093.0,-52778813107.0,28913500065.0
13,(Tăng)/giảm hàng tồn kho,-4182991053.0,-3818889650.0,4682545916.0,-5254930846.0,18163737907.0,-48862840630.0,22801914533.0,-1131153549.0,-3030201623.0
14,Tăng/(giảm) các khoản phải trả,1848527527.0,-30822277601.0,-145273669.0,2324471730.0,26624108556.0,-43514565777.0,64734566124.0,-55789430279.0,10302889784.0
15,( Tăng)/giảm chi phí trả trước,189776548.0,91198450.0,-9362095.0,-131531801.0,112038281.0,304303600.0,191460529.0,98321118.0,0.0
