,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,519330899550.0,419766350227.0,347701751417.0,355873860025.0,370444530083.0,503704407427.0,399117619436.0,423059858324.0,530163297687.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,519330899550.0,419766350227.0,347701751417.0,355873860025.0,370444530083.0,503704407427.0,399117619436.0,423059858324.0,530163297687.0
3,Giá vốn hàng bán,-486719923954.0,-390684631331.0,-323185478951.0,-332274474859.0,-346285328136.0,-472174835192.0,-369699808431.0,-392812610358.0,-492951373628.0
4,Lãi gộp,32610975596.0,29081718896.0,24516272466.0,23599385166.0,24159201947.0,31529572235.0,29417811005.0,30247247966.0,37211924059.0
5,Thu nhập tài chính,1756477519.0,84021661.0,51124593.0,95361573.0,35043731.0,388882001.0,186818422.0,341126717.0,440658721.0
6,Chi phí tài chính,-1997521076.0,-1044929293.0,-1994864332.0,-2107391898.0,-3025309140.0,-3750145747.0,-3461803655.0,-3835573324.0,-5643723052.0
7,Trong đó: Chi phí lãi vay,-1884198319.0,-925036103.0,-1890371884.0,-2082426296.0,-2951881616.0,-3636461415.0,-3356749009.0,-3768344675.0,-4539645368.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-22324263619.0,-18240605834.0,-13058476570.0,-11891437599.0,-11161492123.0,-15733241032.0,-16341795975.0,-13894840278.0,-17425383365.0
10,Chi phí quản lý doanh  nghiệp,-6765444765.0,-6393663326.0,-6459460184.0,-7096045066.0,-7099786969.0,-9039822758.0,-6779561242.0,-9043287021.0,-10517442361.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,3280223655.0,3486542104.0,3054595973.0,2599872176.0,2907657446.0,3395244699.0,3021468555.0,3814674060.0,4066034002.0
12,Thu nhập khác,523790163.0,82144696.0,1767640.0,463694708.0,0.0,0.0,0.0,28850000.0,121770000.0
13,Chi phí khác,-478824712.0,0.0,0.0,-1588000.0,-105536271.0,0.0,-16936913.0,-533831112.0,-1140933359.0
14,"Thu nhập khác, ròng",44965451.0,82144696.0,1767640.0,462106708.0,-105536271.0,0.0,-16936913.0,-504981112.0,-1019163359.0
16,Lãi/(lỗ) ròng trước thuế,3325189106.0,3568686800.0,3056363613.0,3061978884.0,2802121175.0,3395244699.0,3004531642.0,3309692948.0,3046870643.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-756771563.0,-813358040.0,-653332483.0,-693713261.0,-915828262.0,-1114361184.0,-567163104.0,-1045578349.0,-993831961.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-756771563.0,-813358040.0,-653332483.0,-693713261.0,-915828262.0,-1114361184.0,-567163104.0,-1045578349.0,-993831961.0
20,Lãi/(lỗ) thuần sau thuế,2568417543.0,2755328760.0,2403031130.0,2368265623.0,1886292913.0,2280883515.0,2437368538.0,2264114599.0,2053038682.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,2568417543.0,2755328760.0,2403031130.0,2368265623.0,1886292913.0,2280883515.0,2437368538.0,2264114599.0,2053038682.0
23,Lãi cơ bản trên cổ phiếu,4281.0,3355.0,1601.26,1587.0,1572.0,1901.0,2031.0,1887.0,1711.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
