,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,20722800752.0,-19489577380.0,-4453470548.0,14325318148.0,-16591292834.0,-6368642760.0,2686373075.0,8518706787.0,-10879355683.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,6184895040.0,5816184823.0,6258016857.0,6336490082.0,7061903332.0,7748016997.0,7211942043.0,7847096119.0,8184673738.0
2,Lãi trước thuế,3325189106.0,3568686800.0,3056363613.0,3061978884.0,2802121175.0,3395244699.0,3004531642.0,3309692948.0,3046870643.0
3,Khấu hao TSCĐ,1594647567.0,1324996137.0,1260399558.0,1205083310.0,1189168339.0,958994856.0,894460351.0,797123717.0,711858117.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,122500000.0,-122500000.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,1072680.0,12803080.0,60372375.0,5221949.0,0.0,-116752090.0,-33991420.0,32793711.0,-102136160.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-620212632.0,-15337297.0,-9490573.0,-18220357.0,-3767798.0,-3431883.0,-9807539.0,-60858932.0,-11564230.0
9,Chi phí lãi vay,1884198319.0,925036103.0,1890371884.0,2082426296.0,2951881616.0,3636461415.0,3356749009.0,3768344675.0,4539645368.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,608505356.0,-5396053894.0,8740993169.0,-8225778643.0,-3370267671.0,-28361731481.0,18637955872.0,-34203393226.0,-16081245377.0
13,(Tăng)/giảm hàng tồn kho,-494439709.0,-4323443871.0,-6171432999.0,-7511452997.0,-25962740945.0,23844497886.0,12652369005.0,2779930494.0,981585862.0
14,Tăng/(giảm) các khoản phải trả,-305531442.0,-13201233970.0,-9841409048.0,27124308113.0,9707218067.0,-4688280357.0,-30489939146.0,37475831761.0,1805740047.0
15,( Tăng)/giảm chi phí trả trước,220600811.0,0.0,0.0,-46981286.0,-131744789.0,178726075.0,-468075242.0,239537904.0,228537338.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-1900641864.0,-903008464.0,-1894708913.0,-2132202907.0,-2938215774.0,-3638142492.0,-3361208787.0,-3712904111.0,-4447116380.0
18,Thuế thu nhập doanh nghiệp đã trả,-747737516.0,-829017014.0,-669598120.0,-633077813.0,-558240274.0,-1211789388.0,-741153170.0,-1249142154.0,-943317994.0
19,Tiền thu khác từ các hoạt động kinh doanh,20996670294.0,70476725.0,0.0,0.0,0.0,40400000.0,0.0,57570000.0,0.0
