,Unnamed: 0,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-21481222206.0,32063610643.0,74869822637.0,14199031491.0,40473289804.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,18575231277.0,21782203917.0,12845841362.0,6908008364.0,40367654160.0
2,Lãi trước thuế,4839274538.0,5087918475.0,4601473342.0,6314776190.0,29442734768.0
3,Khấu hao TSCĐ,11854837364.0,15735606138.0,12096413504.0,255286466.0,8043013033.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,60599300.0,0.0,0.0,189369420.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,141531000.0,283810000.0,1775252.0,375594.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-1405878561.0,-3957863894.0,-8203587952.0,-1605968105.0,-14749933187.0
9,Chi phí lãi vay,3145466936.0,4572133898.0,4349767216.0,1943538219.0,17442470126.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-47544385562.0,32277545413.0,4064412591.0,75838759731.0,221834846159.0
13,(Tăng)/giảm hàng tồn kho,2384052392.0,-2141018339.0,-2142255380.0,4967351891.0,-99953954489.0
14,Tăng/(giảm) các khoản phải trả,8392490430.0,-14488117683.0,66330248103.0,-72936593429.0,-105029044197.0
15,( Tăng)/giảm chi phí trả trước,154379282.0,-244812096.0,-399076835.0,436100432.0,2504827407.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-3159446259.0,-4496361136.0,-4385084988.0,-342981325.0,-14927333216.0
18,Thuế thu nhập doanh nghiệp đã trả,-283543766.0,-625829433.0,-1444262216.0,-671614173.0,-2559245305.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,-1764460715.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-37632947492.0,-37921767049.0,-57717108750.0,-6839091711.0,-304616043383.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-44929905707.0,-57224181761.0,-5909651641.0,-6000000000.0,-135149522126.0
23,Tiền thu được từ thanh lý tài sản cố định,6036363636.0,19001878978.0,24189090909.0,10957272728.0,957272727.0
24,Tiền cho vay hoặc mua công cụ nợ,-1875000000.0,0.0,0.0,-4612000000.0,-81630058905.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,3075000000.0,0.0,0.0,4573000000.0,38703058905.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,-76359808000.0,-11760000000.0,-159496973560.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,29560540159.0
28,Cổ tức và tiền lãi nhận được,60594579.0,300535734.0,363259982.0,2635561.0,2439639417.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,58846543634.0,7829371178.0,-19359444894.0,-8784046025.0,321723737545.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,45000000000.0,0.0,0.0,0.0,204628400000.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,70958755612.0,81655736023.0,16451230247.0,46790000000.0,1921097148859.0
33,Tiển trả các khoản đi vay,-55859590375.0,-73826364845.0,-35810675141.0,-55574046025.0,-1803693164750.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,-1252621603.0,0.0,0.0,0.0,-308646564.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-267626064.0,1971214772.0,-2206731007.0,-1424106245.0,57580983966.0
38,Tiền và tương đương tiền đầu kỳ,2045002245.0,1777376181.0,3748590953.0,1541859946.0,117378107.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,-375594.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1777376181.0,3748590953.0,1541859946.0,117378107.0,57698362073.0
