,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,10793492429.0,3888583140.0,-2146033642.0,-11269121580.0,40191508938.0,-71032529215.0,74598136189.0,5648962768.0,-3355569524.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,10716984718.0,1260366645.0,9820764204.0,11161751025.0,11487450169.0,9679127604.0,-33523962306.0,12932698970.0,14414350294.0
2,Lãi trước thuế,2262936887.0,3008611808.0,4154759144.0,5542469862.0,3042656101.0,164687083.0,-45570599024.0,4538961986.0,4185667209.0
3,Khấu hao TSCĐ,3966558780.0,5463684617.0,5754802358.0,6203947975.0,6294493971.0,7055116924.0,7661412697.0,7714691912.0,7674633394.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,3363359451.0,-2093835224.0,-1206901219.0,-1895034982.0,118907708.0,-472350403.0,3289352360.0,0.0,1924923724.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-95949523.0,-6287840498.0,-189103121.0,-27595915.0,-14659510.0,-270385863.0,-76753423.0,-154935178.0,-45494915.0
9,Chi phí lãi vay,1220079123.0,1169745942.0,1307207042.0,1337964085.0,2046051899.0,3202059863.0,1172625084.0,833980250.0,674620882.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,179545940378.0,21995309160.0,-4478953423.0,-11532434905.0,-11093242044.0,3306340456.0,17395146557.0,572237056.0,-54204770020.0
13,(Tăng)/giảm hàng tồn kho,42499051463.0,23511021967.0,-82551360886.0,43450403695.0,56164215273.0,-112985176031.0,89650044202.0,-19909686030.0,21413394146.0
14,Tăng/(giảm) các khoản phải trả,-220643085911.0,-38565903972.0,76892940506.0,-53292980976.0,-12041034629.0,39402026269.0,1111737633.0,5073121797.0,13175525356.0
15,( Tăng)/giảm chi phí trả trước,1042659589.0,-2196147014.0,338077160.0,596503666.0,-1159067932.0,-6286437650.0,1224295187.0,7855061225.0,2629886865.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-1220079123.0,-1169745942.0,-1307207042.0,-1337964085.0,-2046051899.0,-3202059863.0,-1172625084.0,-833980250.0,-664406165.0
18,Thuế thu nhập doanh nghiệp đã trả,-716578705.0,-667502404.0,-314362161.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,205000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-636399980.0,-278815300.0,-545932000.0,-314400000.0,-1120760000.0,-946350000.0,-86500000.0,-40490000.0,-119550000.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-7907317571.0,2595073427.0,-7669195833.0,-3156616811.0,-8949914932.0,-6384238760.0,-4409405322.0,-3861650646.0,-1313243826.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-8003267094.0,-5019700557.0,-8698298954.0,-3184212726.0,-8964574442.0,-6752258631.0,-4497185071.0,-4016585824.0,-1358738741.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,7365354545.0,0.0,0.0,0.0,355454546.0,75454545.0,141454546.0,28750941.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,994480122.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,95949523.0,249419439.0,34622999.0,27595915.0,14659510.0,12565325.0,12325204.0,13480632.0,16743974.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-772519230.0,-1546000000.0,16950916800.0,8114369913.0,-35062337127.0,75869639050.0,-71042567115.0,-2641865844.0,7547020463.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,79509183800.0,328949569150.0,485816405760.0,807544815592.0,953832415873.0,302606350400.0,299768420000.0,353239664000.0
33,Tiển trả các khoản đi vay,-772519230.0,-81055183800.0,-310264369150.0,-475929602560.0,-840754818792.0,-877925240533.0,-373216312010.0,-302251251000.0,-345686027500.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,-1734283200.0,-1772433287.0,-1852333927.0,-37536290.0,-432605505.0,-159034844.0,-6616037.0
37,Lưu chuyển tiền thuần trong kỳ,2113655628.0,4937656567.0,7135687325.0,-6311368478.0,-3820743121.0,-1547128925.0,-853836248.0,-854553722.0,2878207113.0
38,Tiền và tương đương tiền đầu kỳ,4972421065.0,7086076693.0,12023733260.0,19159420585.0,12848052107.0,9027308986.0,7480180061.0,6626343813.0,5771790091.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,7086076693.0,12023733260.0,19159420585.0,12848052107.0,9027308986.0,7480180061.0,6626343813.0,5771790091.0,8649997204.0
