,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,186043134323.0,147936098566.0,243468424154.0,203044672295.0,156162398750.0,270523766631.0,150906737061.0,157927893039.0,184260101757.0
1,TÀI SẢN NGẮN HẠN,91350388017.0,58684024122.0,150603146384.0,112391109703.0,61482696630.0,172421310641.0,60864017449.0,78067692210.0,113260734691.0
2,Tiền và tương đương tiền,7086076693.0,12023733260.0,19159420585.0,12848052107.0,9027308986.0,7480180061.0,6626343813.0,5771790091.0,8649997204.0
3,Tiền,7086076693.0,12023733260.0,19159420585.0,12848052107.0,9027308986.0,7480180061.0,6626343813.0,5771790091.0,8649997204.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,40120866084.0,18782915151.0,15182195977.0,35746369532.0,46035812399.0,42836668932.0,24223418313.0,23275130941.0,78405431082.0
10,Phải thu khách hàng,51657275430.0,29991898913.0,26408661539.0,32878198806.0,52037191440.0,45028435692.0,26787172255.0,27460139944.0,83001831621.0
11,Trả trước người bán,429139366.0,305000000.0,412500000.0,3700470667.0,4054250000.0,4243262501.0,5772496467.0,5243222230.0,6055887160.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2340837030.0,2185482532.0,1807500732.0,10719131371.0,1217359576.0,4762959356.0,4038599770.0,2946618946.0,2344254087.0
16,Dự phòng nợ khó đòi,-14306385742.0,-13699466294.0,-13446466294.0,-11551431312.0,-11272988617.0,-11197988617.0,-12374850179.0,-12374850179.0,-12996541786.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",43304983894.0,21280877703.0,104786139808.0,61335736113.0,4774170437.0,118156696871.0,28506652669.0,48416338699.0,25904712436.0
19,Hàng tồn kho,45745800889.0,22234778922.0,104786139808.0,61335736113.0,5171520840.0,118156696871.0,28506652669.0,48416338699.0,27002944553.0
20,Dự phòng giảm giá HTK,-2440816995.0,-953901219.0,0.0,0.0,-397350403.0,0.0,0.0,0.0,-1098232117.0
21,Tài sản lưu động khác,838461346.0,6596498008.0,11475390014.0,2460951951.0,1645404808.0,3947764777.0,1507602654.0,604432479.0,300593969.0
22,Trả trước ngắn hạn,467088379.0,6275563820.0,2821783229.0,1100048834.0,1458009819.0,3792566777.0,1311162154.0,31941663.0,31941667.0
23,Thuế VAT phải thu,50438779.0,0.0,3091599735.0,0.0,0.0,155198000.0,155198000.0,0.0,0.0
24,Phải thu thuế khác,320934188.0,320934188.0,5562007050.0,1360903117.0,187394989.0,0.0,41242500.0,572490816.0,268652302.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,94692746306.0,89252074444.0,92865277770.0,90653562592.0,94679702120.0,98102455990.0,90042719612.0,79860200829.0,70999367066.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,58247801068.0,56331776610.0,58117008801.0,55158812430.0,58550690921.0,57995655008.0,53992675927.0,50431452423.0,44746355497.0
37,GTCL TSCĐ hữu hình,55287493374.0,53490855404.0,55395474083.0,52556664200.0,56067929179.0,55632279754.0,51748687161.0,48306850145.0,42741139707.0
38,Nguyên giá TSCĐ hữu hình,77924145670.0,77144418670.0,84684453219.0,87930204823.0,97616577285.0,103363330656.0,106147404029.0,109952864914.0,111227204412.0
39,Khấu hao lũy kế TSCĐ hữu hình,-22636652296.0,-23653563266.0,-29288979136.0,-35373540623.0,-41548648106.0,-47731050902.0,-54398716868.0,-61646014769.0,-68486064705.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,2960307694.0,2840921206.0,2721534718.0,2602148230.0,2482761742.0,2363375254.0,2243988766.0,2124602278.0,2005215790.0
44,Nguyên giá TSCĐ vô hình,3206000000.0,3171000000.0,3171000000.0,3171000000.0,3171000000.0,3171000000.0,3171000000.0,3171000000.0,3171000000.0
45,Khấu hao lũy kế TSCĐ vô hình,-245692306.0,-330078794.0,-449465282.0,-568851770.0,-688238258.0,-807624746.0,-927011234.0,-1046397722.0,-1165784210.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,905646719.0,993327742.0,545595446.0,166845910.0,0.0,25909091.0,623069877.0,577615332.0,31765364.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,3368358035.0,3368358035.0,2528358035.0,2528358035.0,2528358035.0,2528358035.0,415867237.0,415867237.0,415867237.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,6431000000.0,6431000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0,5000000000.0
56,Dự phòng giảm giá đầu tư dài hạn,-3062641965.0,-3062641965.0,-2471641965.0,-2471641965.0,-2471641965.0,-2471641965.0,-4584132763.0,-4584132763.0,-4584132763.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,32170940484.0,28558612057.0,31674315488.0,32799546217.0,33600653164.0,37552533856.0,35011106571.0,28435265837.0,25805378968.0
59,Trả trước dài hạn,32170940484.0,28558612057.0,31674315488.0,32799546217.0,33600653164.0,37552533856.0,35011106571.0,28435265837.0,25805378968.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,113056129486.0,73287185046.0,167242024985.0,126936585192.0,79645809918.0,194451021936.0,124203128111.0,126685322103.0,148831863612.0
65,Nợ ngắn hạn,101813721952.0,58674927155.0,155175760094.0,113416280422.0,68671475307.0,184057473595.0,112796410770.0,116273435762.0,142235509771.0
66,Phải trả người bán,91019817466.0,33981850702.0,121529731211.0,61502119138.0,41373582721.0,91529706263.0,87602744259.0,80583372772.0,109535443451.0
67,Người mua trả tiền trước,2080965899.0,1034605362.0,1790511372.0,1545787320.0,650242702.0,1589686248.0,456588676.0,86419311.0,604921495.0
68,Thuế và các khoản phải trả Nhà nước,1758882782.0,17908078831.0,5226298071.0,10980967076.0,19698657832.0,11323873064.0,9319295754.0,25092283313.0,8952510882.0
69,Phải trả người lao động,2955860309.0,2942196507.0,3127532575.0,3331752811.0,2611469365.0,192161519.0,852618911.0,4081588124.0,5207796447.0
70,Chi phí phải trả,69000000.0,199403400.0,215000000.0,215000000.0,273010753.0,318010757.0,930974397.0,1544010765.0,2492482686.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,115082730.0,0.0,0.0,225000000.0,1932526882.0
74,Phải trả khác,574253673.0,477698161.0,763050978.0,1198863162.0,1265246917.0,1227710627.0,7967494266.0,797556970.0,692004421.0
75,Vay ngắn hạn,1546000000.0,1546000000.0,21777200000.0,33210003200.0,1546000000.0,77033961610.0,4910831000.0,2922831000.0,11792000000.0
76,Dự phòng các khoản phải trả ngắn hạn,1245492125.0,0.0,200000000.0,400000000.0,550000000.0,555000000.0,555000000.0,780000000.0,985000000.0
77,"Quỹ khen thưởng, phúc lợi",563449698.0,585094192.0,546435887.0,1031787715.0,588182287.0,287363507.0,200863507.0,160373507.0,40823507.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
