,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,1795489114892.0,1296146061267.0,1114160824798.0,1376002275558.0,1690257743313.0,1569671205947.0,913189204560.0,1366171511474.0,2655762620055.0
1,Các khoản giảm trừ,-3418987974.0,-2956722216.0,-1000928473.0,-940127472.0,-1726102836.0,-996520586.0,-535161688.0,-386385021.0,-1763658065.0
2,Doanh số thuần,1792070126918.0,1293189339051.0,1113159896325.0,1375062148086.0,1688531640477.0,1568674685361.0,912654042872.0,1365785126453.0,2653998961990.0
3,Giá vốn hàng bán,-1760285547990.0,-1256414160508.0,-1057221384723.0,-1314729816229.0,-1627935034416.0,-1512826963614.0,-897318558553.0,-1293080521680.0,-2572994360851.0
4,Lãi gộp,31784578928.0,36775178543.0,55938511602.0,60332331857.0,60596606061.0,55847721747.0,15335484319.0,72704604773.0,81004601139.0
5,Thu nhập tài chính,95949523.0,249419439.0,34622999.0,27595915.0,14659510.0,12565325.0,12325204.0,13480632.0,16743974.0
6,Chi phí tài chính,-1220079123.0,-1849788864.0,-1152726920.0,-1337964085.0,-2046051899.0,-3202059863.0,-4211748408.0,-833980250.0,-674620882.0
7,Trong đó: Chi phí lãi vay,-1220079123.0,-1169745942.0,-1307207042.0,-1337964085.0,-2046051899.0,-3202059863.0,-1172625084.0,-833980250.0,-674620882.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-20011314969.0,-30109772362.0,-35700511831.0,-43496815255.0,-42102386570.0,-41226749643.0,-41034669786.0,-49667949882.0,-57058005361.0
10,Chi phí quản lý doanh  nghiệp,-8309475206.0,-7765700475.0,-14784194188.0,-9918645255.0,-13435080492.0,-11441897242.0,-16882456668.0,-18314977794.0,-19791193993.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,2339659153.0,-2700663719.0,4335701662.0,5606503177.0,3027746610.0,-10419676.0,-46781065339.0,3901177479.0,3497524877.0
12,Thu nhập khác,60589613.0,6158559079.0,706311148.0,239711337.0,265792801.0,588467082.0,2479316760.0,775034208.0,804710858.0
13,Chi phí khác,-137311879.0,-449283552.0,-887253666.0,-303744652.0,-250883310.0,-413360323.0,-1268850445.0,-137249701.0,-116568526.0
14,"Thu nhập khác, ròng",-76722266.0,5709275527.0,-180942518.0,-64033315.0,14909491.0,175106759.0,1210466315.0,637784507.0,688142332.0
16,Lãi/(lỗ) ròng trước thuế,2262936887.0,3008611808.0,4154759144.0,5542469862.0,3042656101.0,164687083.0,-45570599024.0,4538961986.0,4185667209.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-556637919.0,-842243331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-556637919.0,-842243331.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,1706298968.0,2166368477.0,4154759144.0,5542469862.0,3042656101.0,164687083.0,-45570599024.0,4538961986.0,4185667209.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1706298968.0,2166368477.0,4154759144.0,5542469862.0,3042656101.0,164687083.0,-45570599024.0,4538961986.0,4185667209.0
23,Lãi cơ bản trên cổ phiếu,256.0,325.0,623.0,831.0,456.0,25.0,-6836.0,681.0,628.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
