,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,382001297256.0,494229149140.0,474560808996.0,489805322493.0,500684901357.0,592449613163.0,688933951076.0,645424112982.0
1,TÀI SẢN NGẮN HẠN,227599054816.0,271987019493.0,266968353210.0,276806462769.0,292532199456.0,314304228399.0,249285912464.0,245555374476.0
2,Tiền và tương đương tiền,77876873878.0,73062912258.0,48276044780.0,67290387210.0,53997075744.0,92906148499.0,38491661638.0,50827656167.0
3,Tiền,39612380683.0,12242211966.0,16239915419.0,14486252712.0,33997075744.0,7906148499.0,14491661638.0,20827656167.0
4,Các khoản tương đương tiền,38264493195.0,60820700292.0,32036129361.0,52804134498.0,20000000000.0,85000000000.0,24000000000.0,30000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,9300000000.0,15409195732.0,114220031049.0,99000000000.0,76213876167.0,53900000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,9300000000.0,15409195732.0,114220031049.0,99000000000.0,76213876167.0,53900000000.0
9,Các khoản phải thu,136235190398.0,190139827471.0,202648851494.0,186996226455.0,113752644638.0,106763800692.0,107780309435.0,131296015704.0
10,Phải thu khách hàng,129668706294.0,185934420363.0,198520987279.0,181662403078.0,103694393423.0,84805123680.0,106242407522.0,130417904245.0
11,Trả trước người bán,4881479650.0,1668596415.0,1878197590.0,1067685540.0,1496143775.0,20291062108.0,1139334565.0,2127157425.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,1685004454.0,2693463433.0,2421577865.0,4472913382.0,9042511007.0,3376164628.0,3183952439.0,2186388711.0
16,Dự phòng nợ khó đòi,0.0,-156652740.0,-171911240.0,-206775545.0,-480403567.0,-1708549724.0,-2785385091.0,-3435434677.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",11421743817.0,7506436027.0,6072849780.0,6752301734.0,9503253706.0,12029086331.0,26214594846.0,8943102925.0
19,Hàng tồn kho,11421743817.0,7506436027.0,6072849780.0,6752301734.0,9503253706.0,12029086331.0,26214594846.0,8943102925.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,2065246723.0,1277843737.0,670607156.0,358351638.0,1059194319.0,3605192877.0,585470378.0,588599680.0
22,Trả trước ngắn hạn,667096364.0,212616000.0,670607156.0,358351638.0,1059194319.0,684994088.0,585470378.0,288924476.0
23,Thuế VAT phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,1398150359.0,1065227737.0,0.0,0.0,0.0,2920198789.0,0.0,299675204.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,154402242440.0,222242129647.0,207592455786.0,212998859724.0,208152701901.0,278145384764.0,439648038612.0,399868738506.0
28,Phải thu dài hạn,0.0,102372050.0,285324750.0,170583500.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,102372050.0,285324750.0,170583500.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,82056769765.0,110774962419.0,101760165440.0,101102141110.0,77979087461.0,77376087477.0,315505619443.0,280330697299.0
37,GTCL TSCĐ hữu hình,82056769765.0,110774962419.0,101760165440.0,100793734166.0,77701555521.0,77129430541.0,315289837511.0,280145790371.0
38,Nguyên giá TSCĐ hữu hình,193970034176.0,241544211141.0,252220605545.0,273966517675.0,275527738782.0,306809595256.0,565578041936.0,579372587593.0
39,Khấu hao lũy kế TSCĐ hữu hình,-111913264411.0,-130769248722.0,-150460440105.0,-173172783509.0,-197826183261.0,-229680164715.0,-250288204425.0,-299226797222.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,308406944.0,277531940.0,246656936.0,215781932.0,184906928.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,308750000.0,308750000.0,308750000.0,308750000.0,308750000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,-343056.0,-31218060.0,-62093064.0,-92968068.0,-123843072.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,46522267049.0,92284512613.0,91782267093.0,102826218658.0,105148854956.0,132313568640.0,57318572135.0,57583667657.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,7100000000.0,7500000000.0,7500000000.0,7500000000.0,7500000000.0,7500000000.0,7500000000.0,7500000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
