,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,42924519625.0,21214514642.0,53419441136.0,42374295779.0,63002526130.0,117382127220.0,219042271326.0
1,TÀI SẢN NGẮN HẠN,42924519625.0,11020110785.0,37514931664.0,40266237571.0,60396417850.0,47329007492.0,149679973701.0
2,Tiền và tương đương tiền,2719519625.0,2916929264.0,1512052747.0,942624921.0,3742796982.0,3359852036.0,13821453995.0
3,Tiền,2719519625.0,2916929264.0,1512052747.0,942624921.0,3742796982.0,1359852036.0,12521453995.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,2000000000.0,1300000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,40000000000.0,3287639926.0,18045107885.0,33974996448.0,24332428933.0,5665842906.0,16133212751.0
10,Phải thu khách hàng,0.0,2185414000.0,7739989115.0,25102910315.0,20572428933.0,5187342906.0,2116310311.0
11,Trả trước người bán,0.0,78115926.0,3630118770.0,8799886133.0,0.0,428500000.0,14015254440.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,3000000000.0,0.0,0.0,0.0,0.0
15,Phải thu khác,40000000000.0,1024110000.0,3675000000.0,72200000.0,3760000000.0,50000000.0,1648000.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",205000000.0,4625690672.0,17355511529.0,5053494664.0,32248514517.0,38200648865.0,119546988978.0
19,Hàng tồn kho,205000000.0,4625690672.0,17355511529.0,5053494664.0,32248514517.0,38200648865.0,119546988978.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,0.0,189850923.0,602259503.0,295121538.0,72677418.0,102663685.0,178317977.0
22,Trả trước ngắn hạn,0.0,0.0,135259802.0,284756300.0,72677418.0,35484007.0,53812154.0
23,Thuế VAT phải thu,0.0,189850923.0,466999701.0,10365238.0,0.0,67179678.0,124505823.0
