,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-661864000.0,-97369856.0,4903697637.0,-22150579005.0,-37238169510.0,15000010161.0,-92393464437.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,-351222750.0,403912019.0,4512069842.0,1511410432.0,1595632855.0,5947837735.0,2786812082.0
2,Lãi trước thuế,30160875.0,693702804.0,4384592509.0,1161494185.0,308030588.0,3537345821.0,94899121.0
3,Khấu hao TSCĐ,0.0,4988710.0,127973634.0,224774244.0,354596486.0,423005335.0,359506548.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-381383625.0,-294779495.0,-496301.0,-143057997.0,-259570.0,-77981775.0,-29040396.0
9,Chi phí lãi vay,0.0,0.0,0.0,268200000.0,933265351.0,2065468354.0,2361446809.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-40000000000.0,36522509151.0,-12034616737.0,-18523254100.0,4031756510.0,18599406349.0,-10467369845.0
13,(Tăng)/giảm hàng tồn kho,-205000000.0,-4420690672.0,-12729820857.0,12302016865.0,-27350119853.0,-5952134348.0,-81346340113.0
14,Tăng/(giảm) các khoản phải trả,39894358750.0,-32495707787.0,26419383815.0,-16460414984.0,-14912015103.0,-1854500677.0,-1278382254.0
15,( Tăng)/giảm chi phí trả trước,0.0,-107392567.0,-247418596.0,-781133950.0,489879956.0,370052136.0,312987408.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,-903974027.0,-2065468354.0,-2361446809.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,-1015899830.0,-199203268.0,-189329848.0,-45182680.0,-723117143.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,683392237.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,381383625.0,294779495.0,-8725424154.0,17494151179.0,4582416661.0,-68124893733.0,29040396.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,-5725920455.0,14351093182.0,-1207842909.0,-68429645455.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,300000000.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,-3000000000.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,3000000000.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,5790000000.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,381383625.0,294779495.0,496301.0,143057997.0,259570.0,4751722.0,29040396.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,3000000000.0,0.0,2416850000.0,4087000000.0,36217221374.0,52741938626.0,102826026000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,3000000000.0,0.0,0.0,0.0,25000000000.0,74558820000.0,102848400000.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,15513000000.0,6600000000.0,35130220102.0,45089514348.0,80000000000.0
33,Tiển trả các khoản đi vay,0.0,0.0,-13000000000.0,-2513000000.0,-23912998728.0,-62906735722.0,-80000000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,-96150000.0,0.0,0.0,-3999660000.0,-22374000.0
37,Lưu chuyển tiền thuần trong kỳ,2719519625.0,197409639.0,-1404876517.0,-569427826.0,3561468525.0,-382944946.0,10461601959.0
38,Tiền và tương đương tiền đầu kỳ,0.0,2719519625.0,2916929264.0,1512052747.0,181328457.0,3742796982.0,3359852036.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,2719519625.0,2916929264.0,1512052747.0,942624921.0,3742796982.0,3359852036.0,13821453995.0
