,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,48627768997.0,70988683557.0,74387935271.0,73129179227.0,85282867933.0,83325397122.0,86852320613.0,85383082266.0
1,TÀI SẢN NGẮN HẠN,35092165313.0,59656028944.0,65208848288.0,64795904578.0,76794797616.0,76281913032.0,79590149732.0,79896672047.0
2,Tiền và tương đương tiền,7231054473.0,7581402085.0,803266323.0,1548347919.0,15809190048.0,3408142257.0,7543250921.0,13844077292.0
3,Tiền,7231054473.0,7581402085.0,803266323.0,1548347919.0,11809190048.0,3408142257.0,7543250921.0,13844077292.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,4000000000.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,2000000000.0,0.0,0.0,1235463700.0,1000000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,2000000000.0,0.0,0.0,1235463700.0,1000000000.0
9,Các khoản phải thu,13296337866.0,34966671886.0,47501682705.0,55816402351.0,58095186808.0,52592972593.0,52853061685.0,60050500839.0
10,Phải thu khách hàng,9526351728.0,16768314342.0,43835646509.0,53807523982.0,59550582044.0,53466936502.0,56011049144.0,61395378241.0
11,Trả trước người bán,519085190.0,15170082800.0,471542500.0,174000000.0,150500000.0,1759725000.0,20246000.0,540189000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,3588916097.0,3419773344.0,3364544241.0,3030747505.0,2554861055.0,1483830947.0,1958525965.0,4304043370.0
16,Dự phòng nợ khó đòi,-338015149.0,-391498600.0,-170050545.0,-1195869136.0,-4160756291.0,-4117519856.0,-5136759424.0,-6189109772.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",14356776149.0,17098971498.0,16896279886.0,5415830581.0,2890420760.0,19993940908.0,17564152120.0,4869592816.0
19,Hàng tồn kho,14356776149.0,17098971498.0,16896279886.0,5415830581.0,2890420760.0,19993940908.0,17564152120.0,4869592816.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,207996825.0,8983475.0,7619374.0,15323727.0,0.0,286857274.0,394221306.0,132501100.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,15323727.0,0.0,233734800.0,199928625.0,132501100.0
23,Thuế VAT phải thu,207996825.0,0.0,7619374.0,0.0,0.0,0.0,191651915.0,0.0
24,Phải thu thuế khác,0.0,8983475.0,0.0,0.0,0.0,53122474.0,2640766.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,13535603684.0,11332654613.0,9179086983.0,8333274649.0,8488070317.0,7043484090.0,7262170881.0,5486410219.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,480845000.0,1286609565.0,582086565.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,480845000.0,1286609565.0,582086565.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,11085240726.0,9160802918.0,7271743343.0,5888776395.0,7079855728.0,5389126932.0,4952138153.0,4157909641.0
37,GTCL TSCĐ hữu hình,11085240726.0,9160802918.0,7271743343.0,5888776395.0,7079855728.0,5389126932.0,4952138153.0,4157909641.0
38,Nguyên giá TSCĐ hữu hình,32465227744.0,31692431584.0,31730931584.0,32000022493.0,35113040818.0,35113040818.0,35885768091.0,35885768091.0
39,Khấu hao lũy kế TSCĐ hữu hình,-21379987018.0,-22531628666.0,-24459188241.0,-26111246098.0,-28033185090.0,-29723913886.0,-30933629938.0,-31727858450.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
