,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-15807577721.0,-18629487182.0,-9944354609.0,8032850409.0,18986819401.0,-9927810861.0,-1691562692.0,15053059037.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,769480576.0,138834794.0,186358127.0,-1988857402.0,-525870363.0,177763070.0,-2000020065.0,287741032.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-195000000.0,0.0,-38500000.0,0.0,-2279024792.0,0.0,-772727273.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,-3000000000.0,0.0,0.0,-1235463700.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,1000000000.0,1400000000.0,0.0,0.0,235463700.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,964480576.0,138834794.0,224858127.0,11142598.0,353154429.0,177763070.0,8170908.0,52277332.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-1024400000.0,18841000000.0,2979860720.0,-5298911411.0,-4200106909.0,-2651000000.0,7826691421.0,-9039973698.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,5975600000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,14754413387.0,26139212175.0,17434314178.0,10151389472.0,9085930814.0,12687323203.0,21724242060.0,13428772271.0
33,Tiển trả các khoản đi vay,-21754413387.0,-7298212175.0,-12145785458.0,-13087311283.0,-10838537723.0,-13028323203.0,-11587550639.0,-20268745969.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,-2308668000.0,-2362989600.0,-2447500000.0,-2310000000.0,-2310000000.0,-2200000000.0
37,Lưu chuyển tiền thuần trong kỳ,-16062497145.0,350347612.0,-6778135762.0,745081596.0,14260842129.0,-12401047791.0,4135108664.0,6300826371.0
38,Tiền và tương đương tiền đầu kỳ,23293551618.0,7231054473.0,7581402085.0,803266323.0,1548347919.0,15809190048.0,3408142257.0,7543250921.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,7231054473.0,7581402085.0,803266323.0,1548347919.0,15809190048.0,3408142257.0,7543250921.0,13844077292.0
