,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,682227829745.0,448426800036.0,411351212114.0,430985698400.0,543139037054.0,431349392556.0,438667930072.0,598674693369.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,682227829745.0,448426800036.0,411351212114.0,430985698400.0,543139037054.0,431349392556.0,438667930072.0,598674693369.0
3,Giá vốn hàng bán,-564553408357.0,-361330843785.0,-338640193241.0,-357642229768.0,-472610843948.0,-361294915487.0,-375211759207.0,-516518718561.0
4,Lãi gộp,117674421388.0,87095956251.0,72711018873.0,73343468632.0,70528193106.0,70054477069.0,63456170865.0,82155974808.0
5,Thu nhập tài chính,5486383374.0,3655310638.0,7679929541.0,6962849010.0,9688386805.0,13898288234.0,15269208335.0,23215258130.0
6,Chi phí tài chính,-95420563191.0,8372318028.0,-16558988400.0,-7700152204.0,-194830342.0,-7932669699.0,16515178127.0,19785979918.0
7,Trong đó: Chi phí lãi vay,-128667472.0,-472889521.0,-26600000.0,-281434663.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-86573802753.0,-82187154405.0,-54051705024.0,-58554532379.0,-60189393594.0,-58127746335.0,-56864110103.0,-71360058821.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-58833561182.0,16936430512.0,9780254990.0,14051633059.0,19832355975.0,17892349269.0,38376447224.0,53797154035.0
12,Thu nhập khác,171496013463.0,28624035449.0,87955944150.0,540876229.0,1281453909.0,942863772.0,1135332077.0,846305577.0
13,Chi phí khác,-420997250.0,-2209618240.0,-10247787537.0,-1309862917.0,-3500391896.0,-970184950.0,-1098402657.0,-258069520.0
14,"Thu nhập khác, ròng",171075016213.0,26414417209.0,77708156613.0,-768986688.0,-2218937987.0,-27321178.0,36929420.0,588236057.0
16,Lãi/(lỗ) ròng trước thuế,112241455031.0,43350847721.0,87488411603.0,13282646371.0,17613417988.0,17865028091.0,38413376644.0,54385390092.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-25349964829.0,-9583725396.0,-17794973798.0,-2849988965.0,-4289900157.0,-3768917444.0,-9050161028.0,-11348165324.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-25349964829.0,-9583725396.0,-17794973798.0,-2849988965.0,-4289900157.0,-3768917444.0,-9050161028.0,-11348165324.0
20,Lãi/(lỗ) thuần sau thuế,86891490202.0,33767122325.0,69693437805.0,10432657406.0,13323517831.0,14096110647.0,29363215616.0,43037224768.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,86891490202.0,33767122325.0,69693437805.0,10432657406.0,13323517831.0,14096110647.0,29363215616.0,43037224768.0
23,Lãi cơ bản trên cổ phiếu,1402.0,545.0,955.95,143.0,160.0,227.0,474.0,694.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
