,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,1084799861773.0,1104082487160.0,1173422549766.0,1154485985811.0,1193921137011.0,1122447191795.0,1413747619244.0,1531953100769.0
1,TÀI SẢN NGẮN HẠN,540861194137.0,508448350679.0,630617959947.0,610676064395.0,675859561225.0,623486820256.0,909395082160.0,1021568246378.0
2,Tiền và tương đương tiền,117269373541.0,129944513059.0,158144936172.0,262541786608.0,298413295781.0,231912683931.0,218299677395.0,187586845530.0
3,Tiền,50269373541.0,104944513059.0,56644936172.0,74850790308.0,67613295781.0,43112683931.0,62999677395.0,32286845530.0
4,Các khoản tương đương tiền,67000000000.0,25000000000.0,101500000000.0,187690996300.0,230800000000.0,188800000000.0,155300000000.0,155300000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,129000000000.0,82000000000.0,217000000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,129000000000.0,82000000000.0,217000000000.0
9,Các khoản phải thu,171944078999.0,152158989147.0,236686109542.0,40478595434.0,104780524248.0,74626361300.0,64397654664.0,63089697072.0
10,Phải thu khách hàng,107267506961.0,131708165920.0,223872571029.0,30297021299.0,101733974915.0,70320778396.0,60243630716.0,56791560352.0
11,Trả trước người bán,62841405818.0,16174625766.0,9487801769.0,7484553652.0,1553815883.0,1529690793.0,930110882.0,1981835182.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,3410203588.0,4365625071.0,3415164354.0,2786448093.0,3865922438.0,4629346339.0,4162412948.0,6577140935.0
16,Dự phòng nợ khó đòi,-1575037368.0,-89427610.0,-89427610.0,-89427610.0,-2373188988.0,-1853454228.0,-938499882.0,-2260839397.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",207481193539.0,184015996116.0,231450926447.0,300725227371.0,269445158836.0,179230281278.0,529424313887.0,532017281296.0
19,Hàng tồn kho,207481193539.0,187007363189.0,234442293520.0,303716594444.0,269853215625.0,179575994058.0,529424313887.0,532017281296.0
20,Dự phòng giảm giá HTK,0.0,-2991367073.0,-2991367073.0,-2991367073.0,-408056789.0,-345712780.0,0.0,0.0
