,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,210814655398.0,208220512307.0,223249758023.0,154930172927.0,69920532530.0,65689487155.0,53780271402.0,46816631446.0
1,TÀI SẢN NGẮN HẠN,172374265186.0,173059029681.0,192261829641.0,126192321047.0,44086615662.0,41987024957.0,29693549292.0,25098349483.0
2,Tiền và tương đương tiền,6572555407.0,9906748760.0,25683411138.0,13786100959.0,6368435423.0,9539615058.0,5389236812.0,2613530669.0
3,Tiền,6572555407.0,9906748760.0,25683411138.0,13786100959.0,6368435423.0,3339615058.0,4189236812.0,2613530669.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,6200000000.0,1200000000.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,87400606960.0,109840813137.0,94916819890.0,106412640553.0,37484496007.0,32110482799.0,23902770123.0,22165398255.0
10,Phải thu khách hàng,83654716763.0,106228010122.0,94593518626.0,106872406956.0,37185651389.0,30684049298.0,22814960461.0,21091200393.0
11,Trả trước người bán,1574591433.0,1333857942.0,1205890399.0,229252980.0,556157980.0,1381774980.0,1418864780.0,1385252980.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,128000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,2043298764.0,3736945073.0,237302865.0,210827021.0,64208421.0,44658521.0,44214839.0,64214839.0
16,Dự phòng nợ khó đòi,0.0,-1458000000.0,-1119892000.0,-899846404.0,-321521783.0,0.0,-375269957.0,-375269957.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",77405042021.0,51004101800.0,70453425174.0,5908291388.0,167118576.0,290147980.0,231909080.0,167920642.0
19,Hàng tồn kho,77405042021.0,51004101800.0,70453425174.0,5908291388.0,167118576.0,290147980.0,231909080.0,167920642.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,996060798.0,2307365984.0,1208173439.0,85288147.0,66565656.0,46779120.0,169633277.0,151499917.0
22,Trả trước ngắn hạn,33872727.0,811791228.0,1188673819.0,45067879.0,42820000.0,25992145.0,87777194.0,50864000.0
23,Thuế VAT phải thu,904948192.0,1178250466.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Phải thu thuế khác,57239879.0,317324290.0,19499620.0,40220268.0,23745656.0,20786975.0,81856083.0,100635917.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,38440390212.0,35161482626.0,30987928382.0,28737851880.0,25833916868.0,23702462198.0,24086722110.0,21718281963.0
28,Phải thu dài hạn,7964196943.0,5637437235.0,835839242.0,1004603665.0,981494865.0,894595665.0,338723665.0,312851665.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,6259000000.0,4869021989.0,30000000.0,30000000.0,30000000.0,30000000.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,724563740.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,980633203.0,768415246.0,805839242.0,974603665.0,951494865.0,864595665.0,338723665.0,312851665.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,10918249905.0,10300394069.0,15380936008.0,14711074925.0,12840228872.0,9846203087.0,7971058101.0,6437214920.0
37,GTCL TSCĐ hữu hình,10918249905.0,10300394069.0,15380936008.0,14711074925.0,12840228872.0,9846203087.0,7971058101.0,6437214920.0
38,Nguyên giá TSCĐ hữu hình,34872756118.0,36308101512.0,43933926588.0,45036472356.0,45075483265.0,42134497774.0,32650310514.0,26373778262.0
39,Khấu hao lũy kế TSCĐ hữu hình,-23954506213.0,-26007707443.0,-28552990580.0,-30325397431.0,-32235254393.0,-32288294687.0,-24679252413.0,-19936563342.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,252023800.0,252023800.0,252023800.0,252023800.0,252023800.0,252023800.0,252023800.0,252023800.0
45,Khấu hao lũy kế TSCĐ vô hình,-252023800.0,-252023800.0,-252023800.0,-252023800.0,-252023800.0,-252023800.0,-252023800.0,-252023800.0
46,Bất động sản đầu tư,5339344479.0,4480258647.0,2041352845.0,1738399954.0,1443551554.0,2803062156.0,2713401691.0,2434433527.0
47,Nguyên giá tài sản đầu tư,9612153510.0,7625708214.0,4857009067.0,4857009067.0,4857009067.0,7625708214.0,15203992866.0,21480525118.0
48,Khấu hao lũy kế tài sản đầu tư,-4272809031.0,-3145449567.0,-2815656222.0,-3118609113.0,-3413457513.0,-4822646058.0,-12490591175.0,-19046091591.0
49,Tài sản dở dang dài hạn,11142410591.0,5436633938.0,3374205289.0,2286206804.0,2286206804.0,2547115895.0,4803414545.0,4803414545.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0,1903673555.0
