,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,630721123155.0,837199465066.0,861217623153.0,993339503111.0,201822660537.0,47873620620.0,21782407948.0,10870303621.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,630721123155.0,837199465066.0,861217623153.0,993339503111.0,201822660537.0,47873620620.0,21782407948.0,10870303621.0
3,Giá vốn hàng bán,-600929407781.0,-807212393439.0,-827633130549.0,-957602798526.0,-179075693235.0,-32636532848.0,-13664806745.0,-5512701004.0
4,Lãi gộp,29791715374.0,29987071627.0,33584492604.0,35736704585.0,22746967302.0,15237087772.0,8117601203.0,5357602617.0
5,Thu nhập tài chính,149390008.0,61775667.0,23636810.0,42392398.0,38401144.0,196102036.0,275659502.0,15314046.0
6,Chi phí tài chính,-12620674291.0,-9713389374.0,-10690406152.0,-9987629000.0,-3917895516.0,-267660900.0,0.0,0.0
7,Trong đó: Chi phí lãi vay,-12103609291.0,-9713389374.0,-10686449672.0,-9987473899.0,-3917895516.0,-267660900.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-5402813250.0,-7595766184.0,-11855439140.0,-12391828461.0,-9224343846.0,-5593344067.0,-3076102734.0,-1898134355.0
10,Chi phí quản lý doanh  nghiệp,-9244377156.0,-11773721663.0,-10594207498.0,-11780421354.0,-11151700174.0,-11768004095.0,-13157060619.0,-15024328027.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,2673240685.0,965970073.0,468076624.0,1619218168.0,-1508571090.0,-2195819254.0,-7839902648.0,-11549545719.0
12,Thu nhập khác,944873421.0,1092151530.0,3174914667.0,3725372686.0,3548108074.0,2960695800.0,2031159601.0,1230134219.0
13,Chi phí khác,-693737907.0,-115347869.0,-81766582.0,-690010248.0,-74655137.0,-68918919.0,-140958890.0,-145769297.0
14,"Thu nhập khác, ròng",251135514.0,976803661.0,3093148085.0,3035362438.0,3473452937.0,2891776881.0,1890200711.0,1084364922.0
16,Lãi/(lỗ) ròng trước thuế,2924376199.0,1942773734.0,3561224709.0,4654580606.0,1964881847.0,695957627.0,-5949701937.0,-10465180797.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-863219110.0,-621250769.0,-1222587495.0,-1386976466.0,-477351573.0,-213314840.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-863219110.0,-621250769.0,-1222587495.0,-1386976466.0,-477351573.0,-213314840.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,2061157089.0,1321522965.0,2338637214.0,3267604140.0,1487530274.0,482642787.0,-5949701937.0,-10465180797.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,2061157089.0,1321522965.0,2338637214.0,3267604140.0,1487530274.0,482642787.0,-5949701937.0,-10465180797.0
23,Lãi cơ bản trên cổ phiếu,1031.0,768.0,1360.0,1900.0,865.0,281.0,-3459.0,-6084.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,865.0,281.0,-3459.0,-6084.0
