,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,8013552286.0,9234670913.0,2050566645.0,11137959974.0,102448485070.0,11668672818.0,-3098649233.0,-2599398289.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,785470442.0,-2845232874.0,-3289117993.0,-785352803.0,-189890606.0,-1115195083.0,-729769013.0,15314046.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1668248560.0,-3755875648.0,-3311831077.0,-889247450.0,-228291750.0,-1498297119.0,-1445428515.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,800000.0,22000000.0,0.0,61600000.0,0.0,187000000.0,440000000.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-128000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,62400000.0,852563740.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,2357656000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,160863002.0,36079034.0,22713084.0,42294647.0,38401144.0,196102036.0,275659502.0,15314046.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-13973181863.0,-3059378503.0,17014290000.0,-22249860000.0,-109676260000.0,-7382298100.0,-321960000.0,-191621900.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,604196000000.0,679819785480.0,718889000000.0,907945000000.0,160694750000.0,499960000.0,0.0,0.0
33,Tiển trả các khoản đi vay,-618169181863.0,-682878798443.0,-701874710000.0,-930194860000.0,-270371010000.0,-7882258100.0,-321960000.0,-191621900.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-365540.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-5174159135.0,3330059536.0,15775738652.0,-11897252829.0,-7417665536.0,3171179635.0,-4150378246.0,-2775706143.0
38,Tiền và tương đương tiền đầu kỳ,11745583556.0,6572555407.0,9906748760.0,25683411138.0,13786100959.0,6368435423.0,9539615058.0,5389236812.0
39,Ảnh hưởng của chênh lệch tỷ giá,1130986.0,4133817.0,923726.0,-57350.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,6572555407.0,9906748760.0,25683411138.0,13786100959.0,6368435423.0,9539615058.0,5389236812.0,2613530669.0
