,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,238155554126.0,222192886351.0,203750222333.0,269873069868.0,280067404733.0,283730843928.0,317934150110.0,365689399329.0,381883069887.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-335816100.0,0.0
2,Doanh số thuần,238155554126.0,222192886351.0,203750222333.0,269873069868.0,280067404733.0,283730843928.0,317934150110.0,365353583229.0,381883069887.0
3,Giá vốn hàng bán,-155412570421.0,-142685102838.0,-125358653055.0,-184702763138.0,-194059319778.0,-192272708950.0,-222167329330.0,-251020051350.0,-274480792560.0
4,Lãi gộp,82742983705.0,79507783513.0,78391569278.0,85170306730.0,86008084955.0,91458134978.0,95766820780.0,114333531879.0,107402277327.0
5,Thu nhập tài chính,3108587101.0,3464426435.0,1322122808.0,1747949721.0,1534666159.0,1238106794.0,3653919292.0,500137550.0,2776479772.0
6,Chi phí tài chính,-801838609.0,270244365.0,-2221360001.0,-4773609686.0,-4768069489.0,-8330859278.0,-9996952278.0,-6714105732.0,-5927915171.0
7,Trong đó: Chi phí lãi vay,-1002508709.0,0.0,-2279900581.0,-5346407339.0,-4766030539.0,-8316376391.0,-9984024541.0,-6690192763.0,-5749187197.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-3290301864.0,-3034124072.0,-2637159067.0,-2720618859.0,-2697584541.0,-2941489938.0,-3421202455.0,-2932253581.0,-3069826481.0
10,Chi phí quản lý doanh  nghiệp,-36279407059.0,-33100900494.0,-36740944316.0,-36241803122.0,-35293707204.0,-33206138604.0,-35566316013.0,-45889033756.0,-41797829468.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,45480023274.0,47107429747.0,38114228702.0,43182224784.0,44783389880.0,48217753952.0,50436269326.0,59298276360.0,59383185979.0
12,Thu nhập khác,21381731.0,32015374.0,9036669.0,9185665.0,18418957.0,107698598.0,363531994.0,188000464.0,4546457810.0
13,Chi phí khác,-9413239.0,-1168606716.0,-164462289.0,-28235158.0,-157687962.0,-51094345.0,-104539148.0,-1461.0,-594515239.0
14,"Thu nhập khác, ròng",11968492.0,-1136591342.0,-155425620.0,-19049493.0,-139269005.0,56604253.0,258992846.0,187999003.0,3951942571.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,45491991766.0,45970838405.0,37958803082.0,43163175291.0,44644120875.0,48274358205.0,50695262172.0,59486275363.0,63335128550.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-9514375710.0,-9645952583.0,-7607848682.0,-8443689392.0,-9162975090.0,-9576573608.0,-9642209332.0,-11787838205.0,-13310769726.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-9514375710.0,-9645952583.0,-7607848682.0,-8443689392.0,-9162975090.0,-9576573608.0,-9642209332.0,-11787838205.0,-13310769726.0
20,Lãi/(lỗ) thuần sau thuế,35977616056.0,36324885822.0,30350954400.0,34719485899.0,35481145785.0,38697784597.0,41053052840.0,47698437158.0,50024358824.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,35977616056.0,36324885822.0,30350954400.0,34719485899.0,35481145785.0,38697784597.0,41053052840.0,47698437158.0,50024358824.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,0.0,2416.0,2420.0,2719.0,2859.0,3173.0,3296.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,2416.0,2420.0,2719.0,0.0,3173.0,3296.0
