,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,45467509367.0,34383323999.0,-35281929884.0,14728863634.0,126199931548.0,45565269016.0,48012847324.0,66193222921.0,61898587160.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,66681884302.0,58556555856.0,57370895593.0,67348990465.0,70287884542.0,89935234181.0,95293329580.0,104398735665.0,105554995811.0
2,Lãi trước thuế,45491991766.0,45970838405.0,37958803082.0,43163175291.0,44644120875.0,48274358205.0,50695262172.0,59486275363.0,63335128550.0
3,Khấu hao TSCĐ,23496641028.0,15938254974.0,18415464637.0,21100793459.0,22353725676.0,33248293077.0,38252277461.0,38213422028.0,37120370111.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-200670100.0,-282977681.0,-58599419.0,-586928116.0,0.0,1285957759.0,-62290913.0,526485791.0,1066701285.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,-80520.0,-7481934.0,-27455378.0,1281141.0,-13478406.0,11220691.0,11794676.0,-6187833.0,28438046.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-3108506581.0,-3062077908.0,-1197217910.0,-1675738649.0,-1462514142.0,-1200971942.0,-3587738357.0,-511452447.0,-1744829378.0
9,Chi phí lãi vay,1002508709.0,0.0,2279900581.0,5346407339.0,4766030539.0,8316376391.0,9984024541.0,6690192763.0,5749187197.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-7647982204.0,-1020558585.0,-59826805403.0,-44018622500.0,12174391957.0,1857242851.0,3249341582.0,-7431697228.0,11439293178.0
13,(Tăng)/giảm hàng tồn kho,95555161.0,0.0,0.0,11203830.0,0.0,49877090.0,0.0,-274422703.0,272881703.0
14,Tăng/(giảm) các khoản phải trả,9767240830.0,-5857132879.0,-3264071632.0,30164881438.0,82477122405.0,-27864727083.0,27541184340.0,14877823754.0,-16975560955.0
15,( Tăng)/giảm chi phí trả trước,-30981552.0,46076000.0,-3964969092.0,-17847743292.0,-19656304607.0,7141095149.0,-48612802454.0,-19550872892.0,-7922811038.0
16,(Tăng)/giảm chứng khoán kinh doanh,-1139719284.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,-2220723512.0,-5266739212.0,-4836226019.0,-8219486939.0,-10060822334.0,-6690268540.0,-5736661483.0
18,Thuế thu nhập doanh nghiệp đã trả,-10040994804.0,-9709295710.0,-11707909010.0,-10617448232.0,-7717617240.0,-9946395579.0,-11011455934.0,-8354814977.0,-13979338538.0
19,Tiền thu khác từ các hoạt động kinh doanh,2545600000.0,92060000.0,93000000.0,501280000.0,100700000.0,421100000.0,58000000.0,35000000.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-14763093082.0,-7724380683.0,-11761346828.0,-5546938863.0,-6630019490.0,-7808670654.0,-8443927456.0,-10816260158.0,-10754211518.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-9939907832.0,-22824965603.0,-5988553035.0,-31892141243.0,-40255932391.0,-123914781625.0,-1915141347.0,-1634435723.0,-547431129.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-8176304413.0,-27386546647.0,-8481671749.0,-34899631587.0,-41703282136.0,-125181582108.0,-3884378882.0,-2133287074.0,-2310749000.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,993899984.0,0.0,0.0,0.0,9090909.0,0.0,70000000.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,-4750000000.0,0.0,0.0,-5440000000.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,6760746401.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,2986396581.0,3567681060.0,2493118714.0,1686743943.0,1447349745.0,1257709574.0,1969237535.0,428851351.0,1763317871.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-12313628828.0,-24773587192.0,38513829812.0,10975731488.0,-66238337576.0,75512549626.0,-50861215831.0,-60349484800.0,-42336476800.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,132775024191.0,200282582165.0,148343853936.0,113257373044.0,5775600452.0,0.0,0.0
