,CHỈ TIÊU,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,1378734211455.0,1487579584114.0,1402892914669.0,1471568287711.0,1522827670154.0,1457380968845.0
1,TÀI SẢN NGẮN HẠN,107791928797.0,106264782044.0,104873477543.0,106445705507.0,172168690494.0,118789519834.0
2,Tiền và tương đương tiền,1667133695.0,66540070.0,842878023.0,3684139473.0,1105246192.0,474332963.0
3,Tiền,1667133695.0,66540070.0,842878023.0,3684139473.0,1105246192.0,474332963.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,6475790960.0,6491984844.0,6651984844.0,7792997474.0,80429492079.0,30844242522.0
10,Phải thu khách hàng,3182152400.0,3322091680.0,0.0,0.0,78499380185.0,29960920386.0
11,Trả trước người bán,0.0,0.0,3482091680.0,4623104310.0,5342203574.0,1302664996.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,3293638560.0,3169893164.0,3169893164.0,3169893164.0,3169893164.0,2842445621.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,-6581984844.0,-3261788481.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",0.0,0.0,0.0,0.0,0.0,0.0
19,Hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,99649004142.0,99706257130.0,97378614676.0,94968568560.0,90633952223.0,87470944349.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,99649004142.0,99706257130.0,97378614676.0,94968568560.0,90633952223.0,87470944349.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,1270942282658.0,1381314802070.0,1298019437126.0,1365122582204.0,1350658979660.0,1338591449011.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,0.0,0.0,1298019437126.0,1365122582204.0,1350658979660.0,1338591449011.0
