,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,256181796493.0,254401718651.0,264091755076.0,272579413727.0,288860402916.0,307496845434.0,306090232190.0,307382345051.0,327159138517.0
1,TÀI SẢN NGẮN HẠN,36856709023.0,29054587008.0,35162552550.0,37353350182.0,45963587074.0,35298702156.0,33468911684.0,41709909471.0,40789768592.0
2,Tiền và tương đương tiền,4499819453.0,2773254844.0,18018693851.0,21104617370.0,14457945166.0,4834940393.0,4767089147.0,7744118946.0,4077871145.0
3,Tiền,4499819453.0,2773254844.0,5395076388.0,5245958572.0,10999448473.0,4531712723.0,4451958176.0,7413929595.0,3742275570.0
4,Các khoản tương đương tiền,0.0,0.0,12623617463.0,15858658798.0,3458496693.0,303227670.0,315130971.0,330189351.0,335595575.0
5,Giá trị thuần đầu tư ngắn hạn,8537107085.0,4109888334.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,110669500.0
6,Đầu tư ngắn hạn,8537107085.0,4109888334.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,100000000.0,100000000.0,110669500.0
9,Các khoản phải thu,2992226563.0,6306520671.0,3526060850.0,1481290679.0,4007904853.0,5419763182.0,5786379496.0,11533950624.0,11610610110.0
10,Phải thu khách hàng,379396675.0,5523685548.0,2207324585.0,127684000.0,1940609187.0,2914127827.0,2512759759.0,8931766765.0,6977520329.0
11,Trả trước người bán,1765073150.0,722689650.0,376133815.0,274000000.0,988905146.0,340955902.0,336318702.0,787291541.0,1865389874.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,847756738.0,60145473.0,942602450.0,1079606679.0,1078390520.0,2164679453.0,2937301035.0,2013580580.0,2966388169.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-198688262.0,-198688262.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",19508542172.0,15190933545.0,13244816028.0,13499254224.0,23227767736.0,22008176577.0,21146363040.0,22052028559.0,23687192231.0
