,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,197014041793.0,217863267101.0,248262729113.0,244498671853.0,231436519019.0,215763627573.0,196941409557.0,216609123201.0
1,Các khoản giảm trừ,-225921263.0,-532943177.0,-3487953.0,0.0,-345830546.0,0.0,0.0,-1397241961.0
2,Doanh số thuần,196788120530.0,217330323924.0,248259241160.0,244498671853.0,231090688473.0,215763627573.0,196941409557.0,215211881240.0
3,Giá vốn hàng bán,-172718169394.0,-185281494849.0,-215332091643.0,-203108048438.0,-195320887111.0,-187823288764.0,-180112555073.0,-191304566717.0
4,Lãi gộp,24069951136.0,32048829075.0,32927149517.0,41390623415.0,35769801362.0,27940338809.0,16828854484.0,23907314523.0
5,Thu nhập tài chính,19547675.0,11750940.0,10554546.0,2156661618.0,2250655001.0,2156933772.0,1518277017.0,1695850803.0
6,Chi phí tài chính,-3920161910.0,-3022889137.0,-2593998928.0,-2920775499.0,-2550519534.0,-2651003821.0,-2170419671.0,-2525299318.0
7,Trong đó: Chi phí lãi vay,-2913450431.0,-3021859440.0,-2584463980.0,-2871148679.0,-2548525985.0,-2644579686.0,-2132007301.0,-2508795578.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-2069711277.0,-2744798340.0,-2638896411.0,-2232716171.0,-3248340887.0,-5316837079.0,-2766426300.0,-2351145003.0
10,Chi phí quản lý doanh  nghiệp,-12340442489.0,-5353635874.0,-10746372234.0,-7365390545.0,-7317323092.0,-7203878734.0,-9461056557.0,-13234741585.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,5759183135.0,20939256664.0,16958436490.0,31028402818.0,24904272850.0,14925552947.0,3949228973.0,7491979420.0
12,Thu nhập khác,641789013.0,219348027.0,669565710.0,152230616.0,195271334.0,166687385.0,368800811.0,791464269.0
13,Chi phí khác,-101126957.0,-12241247712.0,-8038471340.0,-87304124.0,-91419916.0,-22832679.0,-113208781.0,-159018909.0
14,"Thu nhập khác, ròng",540662056.0,-12021899685.0,-7368905630.0,64926492.0,103851418.0,143854706.0,255592030.0,632445360.0
16,Lãi/(lỗ) ròng trước thuế,6299845191.0,8917356979.0,9589530860.0,31093329310.0,25008124268.0,15069407653.0,4204821003.0,8124424780.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-658422182.0,-5118968717.0,-3597832255.0,-6237052565.0,-5220060957.0,-3018448066.0,-768578114.0,-1656688738.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-658422182.0,-5118968717.0,-3597832255.0,-6237052565.0,-5220060957.0,-3018448066.0,-768578114.0,-1656688738.0
20,Lãi/(lỗ) thuần sau thuế,5641423009.0,3798388262.0,5991698605.0,24856276745.0,19788063311.0,12050959587.0,3436242889.0,6467736042.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5641423009.0,3798388262.0,5991698605.0,24856276745.0,19788063311.0,12050959587.0,3436242889.0,6467736042.0
23,Lãi cơ bản trên cổ phiếu,3761.0,2532.0,3994.0,4416.0,3202.0,1913.0,545.0,1027.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,4192.0,0.0,0.0,0.0,0.0
