,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-43520235918.0,24365421227.0,14945687769.0,-3497457851.0,46673481409.0,80030522813.0,57789266956.0,7265497391.0,68300380149.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,24508152668.0,26324838949.0,26565113518.0,44557371310.0,79681522179.0,107776746272.0,87603143639.0,67539478591.0,83243712602.0
2,Lãi trước thuế,15014376864.0,-2992587273.0,11676396712.0,37900128643.0,63711909298.0,92538742747.0,60607728778.0,32325945724.0,43184330159.0
3,Khấu hao TSCĐ,11049145307.0,14060037000.0,12470202062.0,13024428435.0,15743616640.0,21833424849.0,29299989420.0,33910158159.0,38442368904.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,90854661.0,14749173312.0,3768063350.0,-6022715215.0,-434502155.0,-7728845371.0,-3918778440.0,-600298554.0,603611754.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,-740632.0,36952.0,13530.0,637772.0,115527.0,-3767128.0,-62179281.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-7217777778.0,-4934569248.0,-4900000000.0,-5313934703.0,-5411119090.0,-4067149300.0,-3694757350.0,-2913732873.0,-992897660.0
9,Chi phí lãi vay,5571553614.0,5442785158.0,3551192026.0,4969427198.0,6071603956.0,5199935575.0,5308845704.0,4821173263.0,2068478726.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-67434709014.0,4250064144.0,-6449307898.0,-49625067258.0,-4784362209.0,-108870105136.0,142505558755.0,-6840048634.0,-22297864086.0
13,(Tăng)/giảm hàng tồn kho,21252321982.0,2849020504.0,-15631225026.0,-7067172149.0,-4632964818.0,-115921559049.0,24331529070.0,-30570375468.0,48673546041.0
14,Tăng/(giảm) các khoản phải trả,-14069657280.0,-4500538454.0,16691599470.0,14579052644.0,-10623400932.0,200268557835.0,-199810812056.0,-1130978302.0,-28399681148.0
15,( Tăng)/giảm chi phí trả trước,535808931.0,400101053.0,-2604186234.0,-1171101297.0,-921164873.0,-663478611.0,2544093506.0,-526687229.0,21497765.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,24980100000.0,24019900000.0,0.0,0.0
17,Chi phí lãi vay đã trả,-5571553614.0,-4958064969.0,-3626306061.0,-4770541101.0,-6077229186.0,-5222296433.0,-5427701393.0,-4827604871.0,-2511105183.0
18,Thuế thu nhập doanh nghiệp đã trả,-2160371640.0,0.0,0.0,0.0,-5968918752.0,-22317442065.0,-14137613952.0,-10347553052.0,-7755792302.0
19,Tiền thu khác từ các hoạt động kinh doanh,76000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-656227951.0,0.0,0.0,0.0,0.0,0.0,-3838830613.0,-6030733644.0,-2673933540.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,13598869203.0,2530231569.0,-4063213237.0,-17435337182.0,-45312650985.0,-45256957104.0,-52049391025.0,24447935324.0,-49095379291.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-4072241908.0,-2404337679.0,-8963213237.0,-22821246273.0,-51600420985.0,-19543369636.0,-35682970293.0,-28526975631.0,-48243073572.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,240909091.0,897770000.0,372727273.0,0.0,0.0,1696574074.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,-80000000000.0,0.0,3500000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,10000000000.0,0.0,0.0,0.0,0.0,0.0,30000000000.0,50000000000.0,-7000000000.0
