,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,100556890698.0,98926009201.0,111000085987.0,11251774650.0,0.0,0.0,0.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,100556890698.0,98926009201.0,111000085987.0,11251774650.0,0.0,0.0,0.0
3,Giá vốn hàng bán,-62449449649.0,-69625195078.0,-81452229868.0,-10804882251.0,0.0,-10197004866.0,-4844990598.0
4,Lãi gộp,38107441049.0,29300814123.0,29547856119.0,446892399.0,0.0,-10197004866.0,-4844990598.0
5,Thu nhập tài chính,11113432.0,7960563.0,12148469.0,2674379.0,110491.0,44616.0,920330738.0
6,Chi phí tài chính,-4864765306.0,-2715374416.0,-613205131.0,0.0,0.0,-2019174200.0,-2374324886.0
7,Trong đó: Chi phí lãi vay,-3950689321.0,-294165519.0,-529433.0,0.0,0.0,-2019174200.0,-2374324886.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,-9000000.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-23591135027.0,-20519315044.0,-10604960274.0,-15235358606.0,-3074285149.0,-3731542059.0,-2733784137.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,9662654148.0,6074085226.0,18341839183.0,-14794791828.0,-3074174658.0,-15947676509.0,-9032768883.0
12,Thu nhập khác,1178152603.0,299160456.0,290011000.0,120000000.0,120000000.0,30000100.0,0.0
13,Chi phí khác,-2033657063.0,-1120786374.0,-1609987094.0,-940498356.0,-12496529495.0,-212620000.0,-5000000.0
14,"Thu nhập khác, ròng",-855504460.0,-821625918.0,-1319976094.0,-820498356.0,-12376529495.0,-182619900.0,-5000000.0
16,Lãi/(lỗ) ròng trước thuế,8807149688.0,5252459308.0,17021863089.0,-15615290184.0,-15450704153.0,-16130296409.0,-9037768883.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,8807149688.0,5252459308.0,17021863089.0,-15615290184.0,-15450704153.0,-16130296409.0,-9037768883.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,8807149688.0,5252459308.0,17021863089.0,-15615290184.0,-15450704153.0,-16130296409.0,-9037768883.0
23,Lãi cơ bản trên cổ phiếu,843.0,500.0,1621.0,-1487.0,0.0,-1536.0,-861.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,-861.0
