,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,135427853605.0,112066332759.0,97333973634.0,62291058031.0,51821206522.0,41130941866.0,31624694705.0
1,TÀI SẢN NGẮN HẠN,16752464174.0,17238636577.0,21219092381.0,1394031326.0,1725389526.0,1294897643.0,7295142663.0
2,Tiền và tương đương tiền,1049726623.0,1273742754.0,4749409957.0,25228364.0,99613915.0,78321183.0,6065994811.0
3,Tiền,1049726623.0,1273742754.0,4749409957.0,25228364.0,99613915.0,78321183.0,6065994811.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,706916289.0,57576572.0,12969909318.0,372578084.0,578250000.0,86000000.0,86000000.0
10,Phải thu khách hàng,52716291.0,52716291.0,9550842283.0,85716291.0,85716291.0,52716291.0,52716291.0
11,Trả trước người bán,0.0,0.0,2155000000.0,286000000.0,545250000.0,86000000.0,86000000.0
12,Phải thu nội bộ,0.0,0.0,0.0,53578084.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,654199998.0,4860281.0,1316783326.0,0.0,0.0,0.0,0.0
16,Dự phòng nợ khó đòi,0.0,0.0,-52716291.0,-52716291.0,-52716291.0,-52716291.0,-52716291.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",14878980887.0,15907317251.0,3499773106.0,955617506.0,934437506.0,934437506.0,934437506.0
19,Hàng tồn kho,14878980887.0,15907317251.0,3499773106.0,955617506.0,934437506.0,934437506.0,934437506.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,116840375.0,0.0,0.0,40607372.0,113088105.0,196138954.0,208710346.0
22,Trả trước ngắn hạn,11000000.0,0.0,0.0,0.0,13739837.0,3739044.0,0.0
23,Thuế VAT phải thu,105840375.0,0.0,0.0,40506214.0,99247110.0,192298752.0,208609188.0
24,Phải thu thuế khác,0.0,0.0,0.0,101158.0,101158.0,101158.0,101158.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,118675389431.0,94827696182.0,76114881253.0,60897026705.0,50095816996.0,39836044223.0,24329552042.0
28,Phải thu dài hạn,4202136603.0,4195609326.0,5120537000.0,5120537000.0,5120537000.0,5120537000.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,4202136603.0,4195609326.0,5120537000.0,5120537000.0,5120537000.0,5120537000.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,103009557828.0,86550430311.0,69909839708.0,55691035160.0,44889825451.0,34203589413.0,23843574934.0
37,GTCL TSCĐ hữu hình,74855739822.0,81827088213.0,68934393708.0,55691035160.0,44889825451.0,34203589413.0,23843574934.0
38,Nguyên giá TSCĐ hữu hình,115700360540.0,143706429359.0,143623970887.0,143623970887.0,143623970887.0,143623970887.0,143623970887.0
39,Khấu hao lũy kế TSCĐ hữu hình,-40844620718.0,-61879341146.0,-74689577179.0,-87932935727.0,-98734145436.0,-109420381474.0,-119780395953.0
40,GTCL Tài sản thuê tài chính,21253818006.0,821556098.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,29140164719.0,1164511900.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,-7886346713.0,-342955802.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,6900000000.0,3901786000.0,975446000.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,16840322074.0,16840322074.0,16840322074.0,16840322074.0,16840322074.0,16840322074.0,16840322074.0
45,Khấu hao lũy kế TSCĐ vô hình,-9940322074.0,-12938536074.0,-15864876074.0,-16840322074.0,-16840322074.0,-16840322074.0,-16840322074.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,85454545.0,85454545.0,85454545.0,85454545.0,85454545.0,85454545.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
