,CHỈ TIÊU,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,1572587573488.0,1534529577961.0,1887950112098.0,2651581421747.0,4366592838370.0
1,TÀI SẢN NGẮN HẠN,923442664768.0,937621451764.0,1189884882669.0,1484532934081.0,2657864001171.0
2,Tiền và tương đương tiền,3213856609.0,18747572607.0,26806701203.0,99510064218.0,52768015378.0
3,Tiền,3213856609.0,18747572607.0,26806701203.0,99510064218.0,52768015378.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,563140586902.0,565365899671.0,775493550423.0,850122595192.0,1672642186885.0
10,Phải thu khách hàng,463923239577.0,404494716492.0,691335678306.0,804162598042.0,983462466799.0
11,Trả trước người bán,22885672457.0,116074278582.0,72090640413.0,35575769955.0,662106108839.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,76331674868.0,44796904597.0,12067231704.0,10384227195.0,27073611247.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",323109024486.0,344271052897.0,365025774008.0,488324798037.0,834119956578.0
19,Hàng tồn kho,323109024486.0,344271052897.0,365025774008.0,488324798037.0,834119956578.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,33979196771.0,9236926589.0,22558857035.0,46575476634.0,98333842330.0
22,Trả trước ngắn hạn,807017364.0,786407411.0,705677099.0,1803785320.0,2215907011.0
23,Thuế VAT phải thu,33172179407.0,8450519178.0,21853179936.0,44771691314.0,96117935319.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,649144908720.0,596908126197.0,698065229429.0,1167048487666.0,1708728837199.0
28,Phải thu dài hạn,1115000000.0,11820000000.0,18540522000.0,35321862000.0,93507997900.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,679200000.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,1115000000.0,11820000000.0,18540522000.0,34642662000.0,93507997900.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,551307852718.0,560186860214.0,497583560262.0,1040974333667.0,1496585293560.0
37,GTCL TSCĐ hữu hình,515370818133.0,505698890549.0,377567775068.0,864756445866.0,1240962634941.0
38,Nguyên giá TSCĐ hữu hình,678328381511.0,677036517765.0,563371827089.0,1071946099835.0,1540024411392.0
39,Khấu hao lũy kế TSCĐ hữu hình,-162957563378.0,-171337627216.0,-185804052021.0,-207189653969.0,-299061776451.0
40,GTCL Tài sản thuê tài chính,30439393932.0,50118181808.0,111632183466.0,169968607821.0,251040045307.0
41,Nguyên giá tài sản thuê tài chính,35000000000.0,58406060606.0,128120903872.0,189900242713.0,282407654194.0
42,Khấu hao lũy kế tài sản thuê tài chính,-4560606068.0,-8287878798.0,-16488720406.0,-19931634892.0,-31367608887.0
43,GTCL tài sản cố định vô hình,5497640653.0,4369787857.0,8383601728.0,6249279980.0,4582613312.0
44,Nguyên giá TSCĐ vô hình,6299505004.0,6299505004.0,11299505004.0,11299505004.0,11299505004.0
45,Khấu hao lũy kế TSCĐ vô hình,-801864351.0,-1929717147.0,-2915903276.0,-5050225024.0,-6716891692.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,3353035967.0,4509972758.0,59847245065.0,14001825505.0,64954552222.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,93369020035.0,20391293225.0,122093902102.0,76750466494.0,53680993517.0
59,Trả trước dài hạn,93369020035.0,20391293225.0,122093902102.0,76750466494.0,50952104660.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
