,Unnamed: 0,2013,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-5625519883.0,-14129557.0,4377870130.0,-7628370750.0,721640321.0,7136559045.0,-22094031639.0,4117667454.0,-9852875506.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,787727273.0,350767081.0,-5818775746.0,6280000000.0,521300.0,3490675919.0,23710973699.0,-5454540056.0,8586032265.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,0.0,0.0,-20000000.0,0.0,0.0,0.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,787727273.0,0.0,0.0,0.0,0.0,3489099448.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,-2910000000.0,-27790000000.0,-1400000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,6000000000.0,0.0,0.0,0.0,26620000000.0,22120000000.0,9981000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,-12000000000.0,-5700000000.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,12000000000.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,0.0,350767081.0,181224254.0,0.0,521300.0,1576471.0,973699.0,215459944.0,5032265.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,1630093414.0,164292000.0,1896697000.0,1261743474.0,-1300561742.0,-10972181732.0,0.0,1797922899.0,-1797922897.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,17300000000.0,8300000000.0,18411000000.0,33337725068.0,25662187456.0,4914209108.0,0.0,8035000000.0,500000000.0
33,Tiển trả các khoản đi vay,-15669906586.0,-8135708000.0,-16514303000.0,-32075981594.0,-26962749198.0,-15886390840.0,0.0,-6237077101.0,-2297922897.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-3207699196.0,500929524.0,455791384.0,-86627276.0,-578400121.0,-344946768.0,1616942060.0,461050297.0,-3064766138.0
38,Tiền và tương đương tiền đầu kỳ,3250015722.0,1185905155.0,1686834679.0,2142626063.0,2055998787.0,1477598666.0,1132651898.0,2749593958.0,3210644255.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,42316526.0,1686834679.0,2142626063.0,2055998787.0,1477598666.0,1132651898.0,2749593958.0,3210644255.0,145878117.0
