,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,55702687726.0,42782888290.0,41796181036.0,59978482540.0,72997829753.0,88627636206.0,90648262321.0,103297853096.0,160985172733.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,55702687726.0,42782888290.0,41796181036.0,59978482540.0,72997829753.0,88627636206.0,90648262321.0,103297853096.0,160985172733.0
3,Giá vốn hàng bán,-48544446534.0,-37221910927.0,-36771013210.0,-52316271438.0,-59092272122.0,-76721157832.0,-75655665719.0,-87552169839.0,-126033300698.0
4,Lãi gộp,7158241192.0,5560977363.0,5025167826.0,7662211102.0,13905557631.0,11906478374.0,14992596602.0,15745683257.0,34951872035.0
5,Thu nhập tài chính,50347443.0,38407388.0,13765027.0,4457721.0,568891.0,23498933.0,32198113.0,20693619.0,14978348.0
6,Chi phí tài chính,-603193993.0,-846543800.0,-678987580.0,-78736918.0,-115156563.0,-22184980.0,-179138314.0,-323937908.0,-660146870.0
7,Trong đó: Chi phí lãi vay,-603193993.0,-846543800.0,-678987580.0,-66983000.0,-97624277.0,-1305451.0,-157757000.0,-297945213.0,-660146870.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-4674709.0,-500000.0,0.0,0.0,0.0,0.0,0.0,-30600000.0,-3282000.0
10,Chi phí quản lý doanh  nghiệp,-5614615904.0,-6063052939.0,-5034752112.0,-4892186179.0,-5923171951.0,-7175551072.0,-8664505091.0,-11842548005.0,-18088643372.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,986104029.0,-1310711988.0,-674806839.0,2695745726.0,7867798008.0,4732241255.0,6181151310.0,3569290963.0,16214778141.0
12,Thu nhập khác,4982540083.0,6087384665.0,75339410.0,118014400.0,21151818.0,0.0,3793636366.0,3324645113.0,109462963.0
13,Chi phí khác,-362149856.0,-8112400.0,0.0,0.0,-4342286.0,0.0,0.0,-872639138.0,-3252125.0
14,"Thu nhập khác, ròng",4620390227.0,6079272265.0,75339410.0,118014400.0,16809532.0,0.0,3793636366.0,2452005975.0,106210838.0
16,Lãi/(lỗ) ròng trước thuế,5606494256.0,4768560277.0,-599467429.0,2813760126.0,7884607540.0,4732241255.0,9974787676.0,6021296938.0,16320988979.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,0.0,0.0,-562752025.0,-1576921508.0,-946448251.0,-1396470275.0,-1298012605.0,-3264197795.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,-143959382.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,-143959382.0,0.0,-562752025.0,-1576921508.0,-946448251.0,-1396470275.0,-1298012605.0,-3264197795.0
20,Lãi/(lỗ) thuần sau thuế,5606494256.0,4624600895.0,-599467429.0,2251008101.0,6307686032.0,3785793004.0,8578317401.0,4723284333.0,13056791184.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,5606494256.0,4624600895.0,-599467429.0,2251008101.0,6307686032.0,3785793004.0,8578317401.0,4723284333.0,13056791184.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,0.0,410.0,1148.0,570.0,1348.0,722.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,410.0,1148.0,570.0,1348.0,722.0,0.0
