,CHỈ TIÊU,2012,2013,2014,2015,2016,2017,2018
0,Doanh số,152948222322.0,196211131985.0,227138049860.0,300889946016.0,351044293827.0,163098056216.0,0.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,152948222322.0,196211131985.0,227138049860.0,300889946016.0,351044293827.0,163098056216.0,0.0
3,Giá vốn hàng bán,-139618865753.0,-178629358588.0,-200701915961.0,-265670562195.0,-312153714783.0,-181155778458.0,0.0
4,Lãi gộp,13329356569.0,17581773397.0,26436133899.0,35219383821.0,38890579044.0,-18057722242.0,0.0
5,Thu nhập tài chính,81140980.0,187888927.0,699869416.0,1452713309.0,1339424584.0,981021349.0,319717630.0
6,Chi phí tài chính,-10876142505.0,-11853374596.0,-13057918589.0,-14072433422.0,-15862229104.0,-19783055905.0,-22082889108.0
7,Trong đó: Chi phí lãi vay,-10538116071.0,-11552227655.0,-12688927047.0,-13143853786.0,-13601179213.0,-18930535461.0,-21909500138.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,-126129702.0,0.0,0.0
9,Chi phí bán hàng,-1354929135.0,-2768570059.0,-3591770985.0,-2830828122.0,-3744035062.0,-1438568547.0,-1489342.0
10,Chi phí quản lý doanh  nghiệp,-1137746534.0,-1554118945.0,-2396472159.0,-4351273306.0,-4663908715.0,-4924146081.0,-20858315214.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,41679375.0,1593598724.0,8089841582.0,15417562280.0,15833701045.0,-43222471426.0,-42622976034.0
12,Thu nhập khác,110251.0,2716721.0,262273243.0,11603149.0,32115290.0,1533278903.0,0.0
13,Chi phí khác,-205035829.0,-148733969.0,-658648611.0,-372082082.0,-69682874.0,-6710057730.0,-6837612745.0
14,"Thu nhập khác, ròng",-204925578.0,-146017248.0,-396375368.0,-360478933.0,-37567584.0,-5176778827.0,-6837612745.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,-163246203.0,1447581476.0,7693466214.0,15057083347.0,15796133461.0,-48399250253.0,-49460588779.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-33490904.0,-320762362.0,-1922273507.0,-3398363296.0,-3233881123.0,-46230824.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-33490904.0,-320762362.0,-1922273507.0,-3398363296.0,-3233881123.0,-46230824.0,0.0
20,Lãi/(lỗ) thuần sau thuế,-196737107.0,1126819114.0,5771192707.0,11658720051.0,12562252338.0,-48445481077.0,-49460588779.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,-82090.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,-196737107.0,1126819114.0,5771192707.0,11658802141.0,12562252338.0,-48445481077.0,-49460588779.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,782.0,1214.0,936.0,-3364.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
