,CHỈ TIÊU,2012,2013,2014,2015,2016,2017,2018
0,TỔNG TÀI SẢN,167619646950.0,201566775421.0,289319646436.0,322990480816.0,451228202905.0,346815169318.0,312503281831.0
1,TÀI SẢN NGẮN HẠN,105752651504.0,133835261123.0,197266616382.0,206234257566.0,322158994481.0,300856311136.0,270736481525.0
2,Tiền và tương đương tiền,543697150.0,529559334.0,922926874.0,913219566.0,4414664309.0,3680673799.0,2323355886.0
3,Tiền,543697150.0,529559334.0,922926874.0,913219566.0,4414664309.0,3680673799.0,2323355886.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,19060000000.0,3000000000.0,6000000000.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,19060000000.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,3000000000.0,6000000000.0,0.0,0.0
9,Các khoản phải thu,26122719259.0,63461268355.0,91932417035.0,113545563268.0,183194598598.0,227324465193.0,198609515872.0
10,Phải thu khách hàng,23062664503.0,54499155702.0,77971908023.0,84524360890.0,116702119963.0,160953667145.0,149159139146.0
11,Trả trước người bán,1498263383.0,6256487012.0,11766183559.0,9068552295.0,40417268957.0,63984311022.0,61887021211.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,11700000000.0,8000000000.0,0.0,0.0
15,Phải thu khác,1561791373.0,2705625641.0,2194325453.0,8252650083.0,18075209678.0,3867699633.0,8840101711.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,-1481212607.0,-21276746196.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",53042737239.0,46053123030.0,76927659040.0,85924731170.0,127878259066.0,69793655896.0,69793655896.0
19,Hàng tồn kho,53042737239.0,46053123030.0,76927659040.0,85924731170.0,127878259066.0,69793655896.0,69793655896.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,26043497856.0,23791310404.0,8423613433.0,2850743562.0,671472508.0,57516248.0,9953871.0
22,Trả trước ngắn hạn,18297724.0,119609159.0,196361906.0,373007822.0,444598252.0,57516248.0,9953871.0
23,Thuế VAT phải thu,972951326.0,85956719.0,4705061916.0,2477735740.0,226874256.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,25052248806.0,23585744526.0,3522189611.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,61866995446.0,67731514298.0,92053030054.0,116756223250.0,129069208424.0,45958858182.0,41766800306.0
28,Phải thu dài hạn,0.0,0.0,0.0,2332845400.0,2349399400.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,2332845400.0,2349399400.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,58989789326.0,64885613414.0,78896600146.0,98818143733.0,96142805490.0,33963323752.0,30284958082.0
37,GTCL TSCĐ hữu hình,57668329410.0,61812300650.0,77617564275.0,75806707880.0,75946722935.0,33963323752.0,30284958082.0
38,Nguyên giá TSCĐ hữu hình,64786860312.0,75541999615.0,99515916608.0,107892339917.0,119266904617.0,50575500891.0,53195500891.0
39,Khấu hao lũy kế TSCĐ hữu hình,-7118530902.0,-13729698965.0,-21898352333.0,-32085632037.0,-43320181682.0,-16612177139.0,-22910542809.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,23011435853.0,20196082555.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,23652466363.0,23652466363.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,-641030510.0,-3456383808.0,0.0,0.0
43,GTCL tài sản cố định vô hình,41554000.0,33476678.0,16738334.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,41554000.0,48554000.0,48554000.0,48554000.0,48554000.0,48554000.0,48554000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,-15077322.0,-31815666.0,-48554000.0,-48554000.0,-48554000.0,-48554000.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,11158714020.0,11812201456.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,1279905916.0,3039836086.0,1262297537.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,6100000000.0,0.0,15553870298.0,9000000000.0,9000000000.0
