,CHỈ TIÊU,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,890415362382.0,1160464535002.0,2161949226277.0,2965969622926.0,3840138859581.0
1,TÀI SẢN NGẮN HẠN,325959229505.0,718022693327.0,1371833185941.0,1927861796874.0,2681975211923.0
2,Tiền và tương đương tiền,18320944519.0,11566643165.0,16121435661.0,20354327793.0,84081277083.0
3,Tiền,18320944519.0,11566643165.0,16121435661.0,20354327793.0,84081277083.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,57000000000.0,337000000000.0,810062465752.0,1207255584370.0,1208564246144.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,57000000000.0,337000000000.0,810062465752.0,1207255584370.0,1208564246144.0
9,Các khoản phải thu,170286642967.0,224834664267.0,217288554586.0,350412330607.0,954137861400.0
10,Phải thu khách hàng,54313513053.0,72750277825.0,111373990768.0,84297295844.0,114086258884.0
11,Trả trước người bán,2881865830.0,28270531052.0,56687637123.0,231581535475.0,309043403193.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,43000000000.0,43000000000.0,23790980000.0,0.0,0.0
15,Phải thu khác,71235704045.0,80813855390.0,25435946695.0,34533499288.0,531008199323.0
16,Dự phòng nợ khó đòi,-1144439961.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",76168072622.0,137612256595.0,307433832075.0,340545159440.0,390145859736.0
19,Hàng tồn kho,93379620740.0,152221422681.0,309486708095.0,345771230378.0,392562152827.0
20,Dự phòng giảm giá HTK,-17211548118.0,-14609166086.0,-2052876020.0,-5226070938.0,-2416293091.0
21,Tài sản lưu động khác,4183569397.0,7009129300.0,20926897867.0,9294394664.0,45045967560.0
22,Trả trước ngắn hạn,751714768.0,5123977545.0,6185820262.0,5236291437.0,7150094250.0
23,Thuế VAT phải thu,0.0,1125965494.0,14299756916.0,548121801.0,31846435858.0
24,Phải thu thuế khác,3431854629.0,759186261.0,441320689.0,3509981426.0,6049437452.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,564456132877.0,442441841675.0,790116040336.0,1038107826052.0,1158163647658.0
28,Phải thu dài hạn,807563261.0,683063261.0,31273893207.0,204524316694.0,3606214422.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,30000000000.0,0.0,0.0
34,Phải thu dài hạn khác,807563261.0,683063261.0,1273893207.0,204524316694.0,3606214422.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,322037606516.0,341789264748.0,472335174302.0,773471993492.0,686551037916.0
37,GTCL TSCĐ hữu hình,290084992521.0,319690265072.0,466613203684.0,770413464550.0,683999216182.0
38,Nguyên giá TSCĐ hữu hình,624200125914.0,713517293788.0,932752025378.0,1354346292463.0,1412443140120.0
39,Khấu hao lũy kế TSCĐ hữu hình,-334115133393.0,-393827028716.0,-466138821694.0,-583932827913.0,-728443923938.0
40,GTCL Tài sản thuê tài chính,24038207100.0,16232331327.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,39331459839.0,39331459839.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,-15293252739.0,-23099128512.0,0.0,0.0,0.0
