,Unnamed: 0,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,53920730227.0,153595127783.0,671996014808.0,746130074036.0,628390374773.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,49594499597.0,190322211982.0,593759209896.0,1128210128388.0,1094067019507.0
2,Lãi trước thuế,-43829451223.0,112826261449.0,545945331462.0,1041610695288.0,990064932464.0
3,Khấu hao TSCĐ,66914091175.0,69908366785.0,79609544652.0,123846479714.0,148720276233.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-2864994991.0,-3746821993.0,-12556290066.0,3173194918.0,-2809777847.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,9328590820.0,-2891373306.0,-215283402.0,-2470823262.0,13984920202.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-19654131678.0,-20949851924.0,-39790740101.0,-57714514203.0,-83467838103.0
9,Chi phí lãi vay,39700395494.0,35175630971.0,20766647351.0,19765095933.0,27574506558.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-3903488919.0,-45715670884.0,-40231501556.0,-350548610856.0,-432290517258.0
13,(Tăng)/giảm hàng tồn kho,21352094747.0,-58841801941.0,-157265285414.0,-36284522283.0,-46790922449.0
14,Tăng/(giảm) các khoản phải trả,407775636.0,96798863154.0,344024027215.0,193072290073.0,325513044462.0
15,( Tăng)/giảm chi phí trả trước,7918717575.0,-2914112243.0,-11574450325.0,-1617970324.0,-14321855364.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-21448868409.0,-26054362285.0,-56715985008.0,-19846094194.0,-27085759172.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,-166855146768.0,-270700634953.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,53126610595.0,-214543581774.0,-790301332643.0,-514553783879.0,-489696403620.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-3023952037.0,-73350262074.0,-342030104251.0,-246141585190.0,-479171416455.0
23,Tiền thu được từ thanh lý tài sản cố định,16226634345.0,16380000000.0,0.0,1090911196.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-197000000000.0,-352726506900.0,-989790980000.0,-1792255584370.0,-1697024978292.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,221726506900.0,180000000000.0,521000000000.0,1465062465752.0,1607255584370.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,1131330271.0
28,Cổ tức và tiền lãi nhận được,15197421387.0,15153187200.0,20519751608.0,57690008733.0,78113076486.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-104004555700.0,53974246311.0,122729059395.0,-227330492737.0,-74947024403.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,331778000000.0,0.0,100000000.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,1114323620929.0,1518170968401.0,2887578865438.0,3923136245309.0,3275557779463.0
33,Tiển trả các khoản đi vay,-1218328176629.0,-1464196722090.0,-3093516789319.0,-3855739378046.0,-3026404707866.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,-3111016724.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,-294727360000.0,-324200096000.0
37,Lưu chuyển tiền thuần trong kỳ,3042785122.0,-6974207680.0,4423741560.0,4245797420.0,63746946750.0
38,Tiền và tương đương tiền đầu kỳ,15824598886.0,18320944519.0,11566643165.0,16121435661.0,20354327793.0
39,Ảnh hưởng của chênh lệch tỷ giá,-546439489.0,219906326.0,131050936.0,-12905288.0,-19997460.0
40,Tiền và tương đương tiền cuối kỳ,18320944519.0,11566643165.0,16121435661.0,20354327793.0,84081277083.0
