,CHỈ TIÊU,2013,2014,2015,2016,2017,2018
0,TỔNG TÀI SẢN,55923818340.0,192267867760.0,222725906574.0,576136615944.0,603759856092.0,538952612344.0
1,TÀI SẢN NGẮN HẠN,54651769346.0,161412232921.0,190956744500.0,538491516138.0,440260273308.0,379413022905.0
2,Tiền và tương đương tiền,3451211802.0,22830187594.0,9545696009.0,17241735805.0,8278809339.0,1404233189.0
3,Tiền,3451211802.0,22830187594.0,9545696009.0,17241735805.0,8278809339.0,1404233189.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,19000000000.0,127500000000.0,24400000000.0,24400000000.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,19000000000.0,127500000000.0,24400000000.0,24400000000.0
9,Các khoản phải thu,26412560712.0,67609356791.0,110875128337.0,316648883542.0,311829020136.0,225228872847.0
10,Phải thu khách hàng,19837642534.0,48771985137.0,83506362364.0,137576472456.0,233327385272.0,150825952683.0
11,Trả trước người bán,6574918178.0,17837371654.0,27368765973.0,106011628799.0,78463105369.0,74364390669.0
12,Phải thu nội bộ,0.0,0.0,0.0,1000.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,0.0,1000000000.0,0.0,73775977500.0,677433333.0,677433333.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,-715196213.0,-638903838.0,-638903838.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",21088710480.0,66735481042.0,51236680012.0,76039164712.0,95364672056.0,103149721071.0
19,Hàng tồn kho,21088710480.0,66735481042.0,51236680012.0,76039164712.0,95364672056.0,103149721071.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,3699286352.0,4237207494.0,299240142.0,1061732079.0,387771777.0,25230195798.0
22,Trả trước ngắn hạn,0.0,0.0,59380660.0,341318898.0,274822938.0,8737521.0
23,Thuế VAT phải thu,699286352.0,4237207494.0,239859482.0,720413181.0,112948839.0,25221458277.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,3000000000.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,1272048994.0,30855634839.0,31769162074.0,37645099806.0,163499582784.0,159539589439.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,1272048994.0,855634839.0,1752028747.0,7945866361.0,131777153204.0,129878175232.0
37,GTCL TSCĐ hữu hình,1272048994.0,855634839.0,1712028747.0,7925866361.0,7977153204.0,6078175232.0
38,Nguyên giá TSCĐ hữu hình,2399454545.0,2399454545.0,3627090908.0,11412799997.0,13612799997.0,13612799997.0
39,Khấu hao lũy kế TSCĐ hữu hình,-1127405551.0,-1543819706.0,-1915062161.0,-3486933636.0,-5635646793.0,-7534624765.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,40000000.0,20000000.0,123800000000.0,123800000000.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,40000000.0,40000000.0,123840000000.0,123840000000.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,-20000000.0,-40000000.0,-40000000.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,30000000000.0,30000000000.0,29671678974.0,31637800645.0,29637800645.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,30000000000.0,30000000000.0,30000000000.0,30000000000.0,30000000000.0
55,Đầu tư dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,-328321026.0,-362199355.0,-362199355.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,2000000000.0,0.0
58,Tài sản dài hạn khác,0.0,0.0,17133327.0,27554471.0,84628935.0,23613562.0
59,Trả trước dài hạn,0.0,0.0,17133327.0,27554471.0,84628935.0,23613562.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,50402677729.0,25521260319.0,37745982458.0,248902187794.0,271510787656.0,213442693910.0
65,Nợ ngắn hạn,50402677729.0,25521260319.0,37745982458.0,248902187794.0,271510787656.0,213442693910.0
66,Phải trả người bán,22879323670.0,6315388729.0,11224222359.0,15573411124.0,19420138374.0,8782862210.0
67,Người mua trả tiền trước,11605770946.0,88492987.0,833128331.0,636032273.0,2843527000.0,367497264.0
68,Thuế và các khoản phải trả Nhà nước,267583113.0,1782378603.0,6508364946.0,10005926075.0,5837264968.0,5837264968.0
69,Phải trả người lao động,0.0,0.0,0.0,0.0,0.0,0.0
70,Chi phí phải trả,0.0,0.0,100000000.0,50000000.0,50000000.0,50000000.0
71,Phải trả nội bộ,0.0,0.0,0.0,1000.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,0.0,0.0,266822.0,607367322.0,632846186.0,673474514.0
75,Vay ngắn hạn,15650000000.0,17335000000.0,19080000000.0,222029450000.0,242727011128.0,197731594954.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
