,CHỈ TIÊU,2013,2014,2015,2016,2017,2018
0,Doanh số,1140167400810.0,935002443514.0,1012311988109.0,1107990200153.0,1073426141172.0,247384339150.0
1,Các khoản giảm trừ,0.0,0.0,0.0,-3715558383.0,0.0,0.0
2,Doanh số thuần,1140167400810.0,935002443514.0,1012311988109.0,1104274641770.0,1073426141172.0,247384339150.0
3,Giá vốn hàng bán,-1135319761632.0,-924461733568.0,-985435598141.0,-1069826715225.0,-1045452054846.0,-242795265428.0
4,Lãi gộp,4847639178.0,10540709946.0,26876389968.0,34447926545.0,27974086326.0,4589073722.0
5,Thu nhập tài chính,72294243.0,3080724.0,819329801.0,4807746431.0,6110406102.0,1477614534.0
6,Chi phí tài chính,-2082754128.0,-1702974484.0,-1284867616.0,-10747257416.0,-18991639331.0,-8407192154.0
7,Trong đó: Chi phí lãi vay,-2082754128.0,-1702974484.0,-1284867616.0,-12724785194.0,-18957761002.0,-8407192154.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-920765286.0,-790501331.0,-806205398.0,-3445776391.0,-3282984187.0,-2060976173.0
10,Chi phí quản lý doanh  nghiệp,-1375229781.0,-1220280555.0,-2197117525.0,-5128155874.0,-3770981830.0,-2398228967.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,541184226.0,6830034300.0,23407529230.0,19934483295.0,8038887080.0,-6799709038.0
12,Thu nhập khác,0.0,10228020.0,0.0,29295077.0,43034066.0,76000000.0
13,Chi phí khác,-117953724.0,0.0,-31482212.0,-1097115705.0,-1446116024.0,-15440964.0
14,"Thu nhập khác, ròng",-117953724.0,10228020.0,-31482212.0,-1067820628.0,-1403081958.0,60559036.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,423230502.0,6840262320.0,23376047018.0,18866662667.0,6635805122.0,-6739150002.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-149629389.0,-1514795490.0,-5142730343.0,-4358528633.0,-1621164836.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-149629389.0,-1514795490.0,-5142730343.0,-4358528633.0,-1621164836.0,0.0
20,Lãi/(lỗ) thuần sau thuế,273601113.0,5325466830.0,18233316675.0,14508134034.0,5014640286.0,-6739150002.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,273601113.0,5325466830.0,18233316675.0,14508134034.0,5014640286.0,-6739150002.0
23,Lãi cơ bản trên cổ phiếu,1268.0,5807.0,1134.0,657.0,165.0,0.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0
