,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,77679178068.0,-20217484136.0,32549169391.0,-45015985819.0,37104499542.0,37537877143.0,67110022513.0,25718134959.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,40046964114.0,59207355340.0,46564487876.0,15560938657.0,44299639751.0,38169859235.0,33082141557.0,52746046192.0
2,Lãi trước thuế,32817294092.0,41793837947.0,40482933620.0,6876044633.0,35691184714.0,32713104709.0,31414988357.0,50810511629.0
3,Khấu hao TSCĐ,7680148489.0,9397907672.0,9585190186.0,9233165341.0,7439039300.0,6509391565.0,6297179695.0,6227075673.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,8400684952.0,-827123036.0,545694144.0,2007648544.0,6910211.0,-1629311269.0,75109000.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-9100000.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-607096243.0,-494728530.0,-2676512894.0,-1096525212.0,-838232807.0,-1059547250.0,-3000715226.0,-4357550110.0
9,Chi phí lãi vay,156617776.0,109653299.0,0.0,2559751.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-2464756367.0,679155679.0,353208261.0,-60264579868.0,-5808821668.0,5731356475.0,32724083130.0,-26926194300.0
13,(Tăng)/giảm hàng tồn kho,-1084345446.0,18363927838.0,-1289928876.0,332910607.0,-1968135243.0,-865402070.0,-437822924.0,2309094496.0
14,Tăng/(giảm) các khoản phải trả,-9188924384.0,-80645167329.0,-4728351267.0,-5573065233.0,1063353128.0,-3587459367.0,3217382280.0,2474953211.0
15,( Tăng)/giảm chi phí trả trước,-436053667.0,3456437105.0,4044001489.0,5162369769.0,5257363574.0,5143466472.0,5128554743.0,4302072625.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-156617776.0,-109653299.0,0.0,-2559751.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-7108328811.0,-9258245334.0,-12197648092.0,-150000000.0,-5650000000.0,-7050143602.0,-6604316273.0,-9187837265.0
19,Tiền thu khác từ các hoạt động kinh doanh,78770160247.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-20698919842.0,-11911294136.0,-196600000.0,-82000000.0,-88900000.0,-3800000.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-3106893757.0,-7886993646.0,-18505429467.0,9267879791.0,-3768190406.0,-5134064707.0,-5911409918.0,-23470944123.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-3713990000.0,-6228468777.0,-9567556426.0,-7308616017.0,-4897168633.0,-2254370549.0,-12904295007.0,-7666405994.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,79727273.0,734125330.0,41818182.0,64627273.0,274805785.0,0.0,487532000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,-205500000000.0,-37500000000.0,0.0,0.0,-4000000000.0,-70000000000.0,-74000000000.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,203000000000.0,25000000000.0,15000000000.0,0.0,0.0,74000000000.0,54000000000.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,607096243.0,761747858.0,2828001629.0,1534677626.0,1064350954.0,845500057.0,2992885089.0,3707929871.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-1823125000.0,0.0,-9821910000.0,-9575850000.0,-9575280000.0,-9574710000.0,-9574710000.0,-9574710000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,-247200000.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,9833404943.0,5721041707.0,0.0,2312645931.0,0.0,0.0,0.0,0.0
33,Tiển trả các khoản đi vay,-11656529943.0,-5721041707.0,0.0,-2312645931.0,0.0,0.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,-9574710000.0,-9575850000.0,-9575280000.0,-9574710000.0,-9574710000.0,-9574710000.0
37,Lưu chuyển tiền thuần trong kỳ,72749159311.0,-28104477782.0,4221829924.0,-45323956028.0,23761029136.0,22829102436.0,51623902595.0,-7327519164.0
38,Tiền và tương đương tiền đầu kỳ,16091369247.0,88840528558.0,60736050776.0,64957880700.0,19633924672.0,43394953808.0,66224056244.0,117847958839.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,88840528558.0,60736050776.0,64957880700.0,19633924672.0,43394953808.0,66224056244.0,117847958839.0,110520439675.0
