,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,374539487773.0,398431918238.0,331262377114.0,224834832179.0,267355030566.0,211170373724.0,215489192122.0,258880316732.0
1,Các khoản giảm trừ,0.0,-22855975857.0,-20819186050.0,-216476444.0,-55403325.0,0.0,0.0,0.0
2,Doanh số thuần,374539487773.0,375575942381.0,310443191064.0,224618355735.0,267299627241.0,211170373724.0,215489192122.0,258880316732.0
3,Giá vốn hàng bán,-277884732102.0,-255315998699.0,-192327245736.0,-194077439192.0,-211001840683.0,-161123566144.0,-163343828564.0,-193940755188.0
4,Lãi gộp,96654755671.0,120259943682.0,118115945328.0,30540916543.0,56297786558.0,50046807580.0,52145363558.0,64939561544.0
5,Thu nhập tài chính,607096243.0,958170080.0,3017358742.0,1328191845.0,928072873.0,950358961.0,3046215226.0,3913039323.0
6,Chi phí tài chính,-156617776.0,-109653299.0,-2304000.0,-14799751.0,-16920000.0,0.0,0.0,-12460000.0
7,Trong đó: Chi phí lãi vay,-156617776.0,-109653299.0,0.0,-2559751.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-50497463941.0,-58988341324.0,-65141580219.0,-3485902134.0,-3093802546.0,-2962367735.0,-2926520750.0,-3338031185.0
10,Chi phí quản lý doanh  nghiệp,-14204909544.0,-21546534838.0,-15055956379.0,-21266606227.0,-18348212105.0,-15412328369.0,-20738502468.0,-15142935736.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,32402860653.0,40573584301.0,40933463472.0,7101800276.0,35766924780.0,32622470437.0,31526555566.0,50359173946.0
12,Thu nhập khác,536702299.0,1683695196.0,1014534.0,27293913.0,0.0,135088289.0,432791.0,477733919.0
13,Chi phí khác,-122268860.0,-463441550.0,-451544386.0,-253049556.0,-75740066.0,-44454017.0,-112000000.0,-26396236.0
14,"Thu nhập khác, ròng",414433439.0,1220253646.0,-450529852.0,-225755643.0,-75740066.0,90634272.0,-111567209.0,451337683.0
16,Lãi/(lỗ) ròng trước thuế,32817294092.0,41793837947.0,40482933620.0,6876044633.0,35691184714.0,32713104709.0,31414988357.0,50810511629.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-7384477181.0,-9765866553.0,-7934665549.0,-1138889433.0,-7410910027.0,-6863089486.0,-6286808386.0,-10339668949.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,1374017861.0,-456814038.0,-301810179.0,199556825.0,235340526.0,-125582813.0,-193992352.0
19,Chi phí thuế thu nhập doanh nghiệp,-7384477181.0,-8391848692.0,-8391479587.0,-1440699612.0,-7211353202.0,-6627748960.0,-6412391199.0,-10533661301.0
20,Lãi/(lỗ) thuần sau thuế,25432816911.0,33401989255.0,32091454033.0,5435345021.0,28479831512.0,26085355749.0,25002597158.0,40276850328.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,25432816911.0,33401989255.0,32091454033.0,5435345021.0,28479831512.0,26085355749.0,25002597158.0,40276850328.0
23,Lãi cơ bản trên cổ phiếu,0.0,4175.0,4016.0,681.0,3569.0,3269.0,3133.0,5048.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
