,CHỈ TIÊU,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,551818633.0,2681781666.0,20623614971.0,20242281830.0,20658615392.0
1,TÀI SẢN NGẮN HẠN,3601682.0,1157757736.0,13616613063.0,7377892616.0,8590150074.0
2,Tiền và tương đương tiền,1919499.0,69540199.0,12087635805.0,5119403512.0,8492092890.0
3,Tiền,1919499.0,69540199.0,2087635805.0,5119403512.0,6492092890.0
4,Các khoản tương đương tiền,0.0,0.0,10000000000.0,0.0,2000000000.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,9561988.0,0.0,2000000000.0,0.0
6,Đầu tư ngắn hạn,0.0,100000000.0,0.0,2000000000.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,-90438012.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,0.0,927033477.0,1287319189.0,222800000.0,71609979.0
10,Phải thu khách hàng,0.0,44000000.0,0.0,0.0,0.0
11,Trả trước người bán,0.0,231033477.0,33809600.0,122400000.0,66000000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,1200000000.0,0.0,0.0
15,Phải thu khác,0.0,652000000.0,53509589.0,100400000.0,5609979.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",0.0,23822727.0,0.0,26689104.0,8580000.0
19,Hàng tồn kho,0.0,23822727.0,0.0,26689104.0,8580000.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,1682183.0,127799345.0,241658069.0,9000000.0,17867205.0
22,Trả trước ngắn hạn,1160001.0,1283360.0,70853366.0,9000000.0,17867205.0
23,Thuế VAT phải thu,522182.0,126515985.0,170804703.0,0.0,0.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,548216951.0,1524023930.0,7007001908.0,12864389214.0,12068465318.0
28,Phải thu dài hạn,547000000.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,547000000.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,0.0,1507278138.0,5747326832.0,5345726276.0,7394125716.0
37,GTCL TSCĐ hữu hình,0.0,1507278138.0,5747326832.0,5345726276.0,7394125716.0
38,Nguyên giá TSCĐ hữu hình,0.0,1540909091.0,6077676091.0,6077676091.0,8577676091.0
39,Khấu hao lũy kế TSCĐ hữu hình,0.0,-33630953.0,-330349259.0,-731949815.0,-1183550375.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,3955333331.0,3875333327.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,4000000000.0,4000000000.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,-44666669.0,-124666673.0
49,Tài sản dở dang dài hạn,0.0,0.0,830000000.0,2500000000.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,0.0,402500000.0,452500000.0,402500000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,0.0,0.0,0.0,0.0
55,Đầu tư dài hạn khác,0.0,0.0,402500000.0,452500000.0,402500000.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,1216951.0,16745792.0,27175076.0,610829607.0,396506275.0
59,Trả trước dài hạn,1216951.0,16745792.0,27175076.0,610829607.0,396506275.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,3600000.0,1098786111.0,1212672389.0,1152792787.0,1432028326.0
65,Nợ ngắn hạn,3600000.0,271841668.0,554019614.0,662306680.0,1109708887.0
66,Phải trả người bán,0.0,0.0,1650000.0,0.0,0.0
67,Người mua trả tiền trước,0.0,0.0,132000000.0,13200000.0,72600000.0
68,Thuế và các khoản phải trả Nhà nước,3600000.0,350000.0,33356001.0,30470012.0,203687219.0
69,Phải trả người lao động,0.0,54325000.0,52176364.0,126070000.0,188780000.0
70,Chi phí phải trả,0.0,0.0,930581.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,0.0,4000000.0,155740000.0,324400000.0,476475000.0
75,Vay ngắn hạn,0.0,213166668.0,168166668.0,168166668.0,168166668.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,10000000.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,0.0,0.0,0.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,0.0,826944443.0,658652775.0,490486107.0,322319439.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,0.0,826944443.0,658652775.0,490486107.0,322319439.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,548218633.0,1582995555.0,19410942582.0,19089489043.0,19226587066.0
96,Vốn và các quỹ,548218633.0,1582995555.0,19410942582.0,19089489043.0,19226587066.0
97,Vốn góp,600000000.0,1700000000.0,20000000000.0,20000000000.0,20000000000.0
98,Cổ phiếu phổ thông,600000000.0,1700000000.0,20000000000.0,20000000000.0,20000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,0.0,0.0,0.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-51781367.0,-117004445.0,-589057418.0,-910510957.0,-773412934.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,-51781367.0,-117004445.0,-589057418.0,-910510957.0
112,LNST chưa phân phối kỳ này,-51781367.0,-65223078.0,-472052973.0,-321453539.0,137098023.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,551818633.0,2681781666.0,20623614971.0,20242281830.0,20658615392.0
