,Unnamed: 0,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-598082200.0,-531748775.0,-387825392.0,-2612658819.0,3478203857.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,-51781367.0,67664733.0,-965987213.0,-125933490.0,724776840.0
2,Lãi trước thuế,-51781367.0,-65223078.0,-472052973.0,-321453539.0,137098023.0
3,Khấu hao TSCĐ,0.0,33630953.0,296718306.0,446267225.0,531600564.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,90438012.0,10000000.0,-10000000.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,-167455.0,-1304589255.0,-332593194.0,-12652189.0
9,Chi phí lãi vay,0.0,8986301.0,594374721.0,91846018.0,68730442.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,-90438012.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,-506027280.0,811535159.0,35323892.0,151190021.0
13,(Tăng)/giảm hàng tồn kho,0.0,-23822727.0,23822727.0,-26689104.0,18109104.0
14,Tăng/(giảm) các khoản phải trả,-544336633.0,55075000.0,316247365.0,118287066.0,447402207.0
15,( Tăng)/giảm chi phí trả trước,0.0,-15652200.0,-79999290.0,-521801165.0,205456127.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,-100000000.0,100000000.0,-2000000000.0,2000000000.0
17,Chi phí lãi vay đã trả,0.0,-8986301.0,-593444140.0,-91846018.0,-68730442.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-1964200.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,1699.0,-1540741636.0,-5680787334.0,-4187406806.0,62652189.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,-1540909091.0,-5366767000.0,-5670000000.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,-62813335.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,-21535000000.0,-50000000.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,20335000000.0,1250000000.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,-1152500000.0,-50000000.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,750000000.0,0.0,60000000.0
28,Cổ tức và tiền lãi nhận được,1699.0,167455.0,1288479666.0,395406529.0,2652189.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,600000000.0,2140111111.0,18086708332.0,-168166668.0,-168166668.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,600000000.0,1100000000.0,18300000000.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,1040111111.0,5350000000.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,-5563291668.0,-168166668.0,-168166668.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,1919499.0,67620700.0,12018095606.0,-6968232293.0,3372689378.0
38,Tiền và tương đương tiền đầu kỳ,0.0,1919499.0,69540199.0,12087635805.0,5119403512.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,1919499.0,69540199.0,12087635805.0,5119403512.0,8492092890.0
