,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-84793915451.0,-176118564919.0,593135822652.0,-123411348108.0,-311514445239.0,44960107310.0,275759292031.0,-502563231079.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,16819740833.0,39025964652.0,58871799876.0,54882634237.0,92529061163.0,155569921688.0,554540329423.0,103551841947.0
2,Lãi trước thuế,7091372315.0,18609183079.0,39895606627.0,77246438124.0,70292575464.0,112350821580.0,527573760333.0,80704145706.0
3,Khấu hao TSCĐ,2642020658.0,5520958855.0,7443449094.0,7919366941.0,9218094973.0,6527039666.0,6180309457.0,6117437227.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,-1196209574.0,0.0,35124864392.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,177502498.0,2585032453.0,-1253408356.0,0.0,2657625606.0,-42425274600.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,-70455103324.0,-20971154397.0,14266308551.0,-14827156934.0,-30074830748.0
9,Chi phí lãi vay,7086347860.0,14895822718.0,-16283793660.0,37586900043.0,35242953479.0,23621961465.0,34920459711.0,54105499970.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,-1964668750.0,0.0
12,(Tăng)/giảm các khoản phải thu,-35793096226.0,-281448353005.0,134809112522.0,-369926606212.0,-80179973741.0,23840464778.0,80081955749.0,-1253815600184.0
13,(Tăng)/giảm hàng tồn kho,-56561576397.0,-262318083302.0,82436189101.0,-162051122655.0,-138624301210.0,236866698805.0,-381501325945.0,-1151701365768.0
14,Tăng/(giảm) các khoản phải trả,1084506226.0,346729586840.0,354652881795.0,408686028375.0,-133133043184.0,-333788117951.0,101279331442.0,1939044304018.0
15,( Tăng)/giảm chi phí trả trước,-757142027.0,188142613.0,-1185800407.0,-1485625545.0,-2816236315.0,-3331911089.0,827939735.0,2379160535.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,-1800000000.0,1800000000.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-7086347860.0,-14895822717.0,-27365311108.0,-37013176732.0,-35375327477.0,-24217888258.0,-34886922375.0,-53246015140.0
18,Thuế thu nhập doanh nghiệp đã trả,-2500000000.0,-3400000000.0,-7283049127.0,-18303479576.0,-13566992475.0,-8983929532.0,-43565636378.0,-86132175367.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,-347632000.0,-995131131.0,-1016379620.0,-2643381120.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-5678951034.0,-31271007799.0,-524377220728.0,-192311235298.0,493901392495.0,131107054325.0,-19682188249.0,-423865675381.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-5678951034.0,-21271007799.0,-18256056810.0,-8957199701.0,-83261239205.0,-1898302532.0,-44536526871.0,-454282207936.0
