,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,TỔNG TÀI SẢN,225092247888.0,106819155681.0,77158647215.0,62856951207.0,51441679133.0,40359163262.0,30111230346.0,20978986320.0
1,TÀI SẢN NGẮN HẠN,87234076943.0,41321693145.0,13594258626.0,9406534742.0,7137794764.0,5735074054.0,5492869238.0,5138442431.0
2,Tiền và tương đương tiền,323710107.0,4549383678.0,546089661.0,212397051.0,334283316.0,144534897.0,1212171306.0,1945805588.0
3,Tiền,323710107.0,4549383678.0,546089661.0,212397051.0,334283316.0,144534897.0,1212171306.0,1945805588.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,81132154058.0,30619906761.0,8399287147.0,4501669579.0,2158781478.0,946079187.0,774358837.0,0.0
10,Phải thu khách hàng,16620160403.0,16491266775.0,10959604839.0,9830194862.0,8967559344.0,9121034544.0,8967559344.0,8967559344.0
11,Trả trước người bán,450415824.0,470173575.0,393680559.0,373760243.0,388516192.0,373516192.0,373516192.0,373516192.0
12,Phải thu nội bộ,5340519050.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,58721058781.0,25166992011.0,8554527349.0,6841947470.0,6841947470.0,6841947470.0,6841947470.0,6841947470.0
16,Dự phòng nợ khó đòi,0.0,-11508525600.0,-11508525600.0,-12544232996.0,-14039241528.0,-15390419019.0,-15408664169.0,-16183023006.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",5746214818.0,6120404746.0,4616883858.0,4645846082.0,4644459970.0,4644459970.0,3505941095.0,3191958843.0
19,Hàng tồn kho,5746214818.0,6120404746.0,4616883858.0,4645846082.0,4644459970.0,4644459970.0,3505941095.0,3191958843.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,31997960.0,31997960.0,31997960.0,46622030.0,270000.0,0.0,398000.0,678000.0
22,Trả trước ngắn hạn,31997960.0,31997960.0,31997960.0,31997960.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,0.0,0.0,0.0,14624070.0,0.0,0.0,0.0,280000.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,270000.0,0.0,398000.0,398000.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,137858170945.0,65497462536.0,63564388589.0,53450416465.0,44303884369.0,34624089208.0,24618361108.0,15840543889.0
28,Phải thu dài hạn,1861190521.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0
29,Phải thu khách hàng dài hạn,1799240521.0,1799240521.0,1799240521.0,1799240521.0,1619387931.0,1619387931.0,1619387931.0,1619387931.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0,61950000.0
35,Dự phòng phải thu dài hạn,0.0,-1799240521.0,-1799240521.0,-1799240521.0,-1619387931.0,-1619387931.0,-1619387931.0,-1619387931.0
