,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,49269421807.0,108642573051.0,87354709082.0,81575208414.0,87584436876.0,101213942284.0,99942282227.0,83313479091.0,80762914735.0
1,TÀI SẢN NGẮN HẠN,44953439208.0,76122261281.0,61681007466.0,29589470790.0,81426018940.0,74023516889.0,59529932501.0,83042567463.0,75580992735.0
2,Tiền và tương đương tiền,176877521.0,4521461323.0,5645923189.0,5489397499.0,67280938328.0,10397009216.0,746425682.0,2217210668.0,8975016266.0
3,Tiền,176877521.0,4521461323.0,5645923189.0,5489397499.0,67280938328.0,10397009216.0,746425682.0,2217210668.0,8975016266.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1610424308.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2064336508.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-453912200.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,36613026792.0,49663753903.0,28484537008.0,9382630002.0,3889206500.0,51219105074.0,51631043074.0,80811799000.0,52382674144.0
10,Phải thu khách hàng,20006165881.0,18029279654.0,12898440029.0,3862824615.0,1925909916.0,22125605745.0,23184330745.0,0.0,5467363325.0
11,Trả trước người bán,11411596520.0,18640843281.0,4610388042.0,5980960940.0,0.0,75000000.0,15051000000.0,18848000000.0,182756444.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,5176000000.0,6300000000.0,12000000000.0,0.0,0.0,25500000000.0,11685000000.0,26482000000.0,14800000000.0
15,Phải thu khác,19264391.0,6693630968.0,442600000.0,1117422.0,3504206500.0,3710999329.0,1710712329.0,35481799000.0,31932554375.0
16,Dự phòng nợ khó đòi,0.0,0.0,-1466891063.0,-462272975.0,-1540909916.0,-192500000.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",8163534895.0,21222857489.0,27357924338.0,14622251984.0,10145183442.0,12099283442.0,7147483442.0,0.0,11583106107.0
19,Hàng tồn kho,8163534895.0,21222857489.0,27357924338.0,14622251984.0,10145183442.0,12099283442.0,7147483442.0,0.0,11583106107.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,0.0,714188566.0,192622931.0,95191305.0,110690670.0,308119157.0,4980303.0,13557795.0,1029771910.0
22,Trả trước ngắn hạn,0.0,5949972.0,22062878.0,7620454.0,0.0,17445454.0,4980303.0,0.0,2100685.0
