,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,42416603644.0,88789123287.0,74881322779.0,40134637689.0,14486995233.0,49430311950.0,13116699000.0,21207000000.0,43966214409.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,42416603644.0,88789123287.0,74881322779.0,40134637689.0,14486995233.0,49430311950.0,13116699000.0,21207000000.0,43966214409.0
3,Giá vốn hàng bán,-38798283794.0,-75956556805.0,-65500444287.0,-38378262080.0,-10385658297.0,-46373517735.0,-11869329600.0,-20039400000.0,-42415986745.0
4,Lãi gộp,3618319850.0,12832566482.0,9380878492.0,1756375609.0,4101336936.0,3056794215.0,1247369400.0,1167600000.0,1550227664.0
5,Thu nhập tài chính,317197541.0,638608841.0,444553761.0,238772388.0,1164959.0,1296626942.0,2369698018.0,1646295033.0,1559526821.0
6,Chi phí tài chính,-941750808.0,-2838362638.0,-275327567.0,-427758927.0,-170583087.0,-24584319.0,-2500000000.0,0.0,-5063793346.0
7,Trong đó: Chi phí lãi vay,-941750808.0,-1482673031.0,-1631017174.0,-427758927.0,-204313004.0,-24584319.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-686089631.0,-4788738122.0,-3669110514.0,-297680637.0,-54000000.0,0.0,0.0,0.0,-18081819.0
10,Chi phí quản lý doanh  nghiệp,-776207686.0,-705101631.0,-3639823233.0,24473570.0,-2017532208.0,-2428586688.0,-43919138.0,-1721856801.0,-1189842390.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1531469266.0,5138972932.0,2241170939.0,1294182003.0,1860386600.0,1900250150.0,1073148280.0,1092038232.0,-3161963070.0
12,Thu nhập khác,0.0,0.0,1212029.0,0.0,42697.0,210590293.0,82500.0,7437483442.0,373097914.0
13,Chi phí khác,-211351462.0,-396918949.0,-1255888944.0,-56504207.0,-99040863.0,-4098627.0,-881042215.0,-7465571839.0,-338127271.0
14,"Thu nhập khác, ròng",-211351462.0,-396918949.0,-1254676915.0,-56504207.0,-98998166.0,206491666.0,-880959715.0,-28088397.0,34970643.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,1320117804.0,4742053983.0,986494024.0,1237677796.0,1761388434.0,2106741816.0,192188565.0,1063949835.0,-3126992427.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-290446187.0,-1070798138.0,-227698805.0,-351290996.0,-702287103.0,-152443316.0,-150252309.0,-193485026.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-290446187.0,-1070798138.0,-227698805.0,-351290996.0,-702287103.0,-152443316.0,-150252309.0,-193485026.0,0.0
20,Lãi/(lỗ) thuần sau thuế,1029671617.0,3671255845.0,758795219.0,886386800.0,1059101331.0,1954298500.0,41936256.0,870464809.0,-3126992427.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1029671617.0,3671255845.0,758795219.0,886386800.0,1059101331.0,1954298500.0,41936256.0,870464809.0,-3126992427.0
23,Lãi cơ bản trên cổ phiếu,644.0,668.0,111.0,125.0,149.0,275.0,6.0,12.0,-440.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
