,Unnamed: 0,2008,2009,2010,2011,2012,2013,2014,2015,2016
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-64400554827.0,-1191836937075.0,-1153351726644.0,884716016671.0,88200311813.0,-30712042325.0,106549451270.0,-195145356685.0,453880108255.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-119968880492.0,232775525455.0
2,Lãi trước thuế,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-910023128044.0,-144753765185.0
3,Khấu hao TSCĐ,1972489233.0,0.0,0.0,0.0,54915148561.0,46929518341.0,47607504637.0,48303216245.0,46889317379.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55348582979.0,316528747765.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3106916916.0,503325016.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8404068581.0,-848730054.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0,0.0,674891462831.0,14456630534.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-30526181156.0,12415203190.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-61607032446.0,81687203155.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29309787411.0,31666490940.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-886990745.0,-86396102.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-10966059257.0,-158197803632.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-500000000.0,-5122526313.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,258742411562.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-19041360867.0,22425223725.0,-6393955084.0,-16851555584.0,288259563.0,-1529785758.0,2280609989.0,-617155506.0,8216505524.0
