,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,136033597319.0,130960156915.0,113820982677.0,125697428566.0,153952171667.0,146514580456.0,186543356151.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,136033597319.0,130960156915.0,113820982677.0,125697428566.0,153952171667.0,146514580456.0,186543356151.0
3,Giá vốn hàng bán,-111375394303.0,-104810133837.0,-88248881806.0,-91921198608.0,-115277114209.0,-108556158902.0,-143127445059.0
4,Lãi gộp,24658203016.0,26150023078.0,25572100871.0,33776229958.0,38675057458.0,37958421554.0,43415911092.0
5,Thu nhập tài chính,368430977.0,445568072.0,514673053.0,1349434961.0,719215148.0,2340749756.0,863046219.0
6,Chi phí tài chính,0.0,-648738122.0,-1058386701.0,-4026790321.0,-3451082788.0,-1609485131.0,-2061756563.0
7,Trong đó: Chi phí lãi vay,0.0,-509820512.0,-1058386701.0,-1542617659.0,-1510431399.0,-1362415194.0,-2061756563.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,-243025533.0,-438530704.0,-428905136.0,-553556826.0
10,Chi phí quản lý doanh  nghiệp,-17206383314.0,-14275909287.0,-15116713677.0,-17556611713.0,-19700202552.0,-20005159995.0,-20249778430.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,7820250679.0,11670943741.0,9911673546.0,13299237352.0,15804456562.0,18255621048.0,21413865492.0
12,Thu nhập khác,6926682668.0,1730659313.0,14603999.0,8035000.0,15335772.0,1931998798.0,2173205268.0
13,Chi phí khác,-144116660.0,-47414456.0,-185300615.0,-455448765.0,-273470377.0,-2037959457.0,-2121267264.0
14,"Thu nhập khác, ròng",6782566008.0,1683244857.0,-170696616.0,-447413765.0,-258134605.0,-105960659.0,51938004.0
16,Lãi/(lỗ) ròng trước thuế,14602816687.0,13354188598.0,9740976930.0,12851823587.0,15546321957.0,18149660389.0,21465803496.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-2467526044.0,-1529587788.0,-1264121329.0,-1412912268.0,-1141185368.0,-2348064954.0,-3093890650.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-2467526044.0,-1529587788.0,-1264121329.0,-1412912268.0,-1141185368.0,-2348064954.0,-3093890650.0
20,Lãi/(lỗ) thuần sau thuế,12135290643.0,11824600810.0,8476855601.0,11438911319.0,14405136589.0,15801595435.0,18371912846.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,12135290643.0,11824600810.0,8476855601.0,11438911319.0,14405136589.0,15801595435.0,18371912846.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,1062.0,1638.0,2152.0,2417.0,2626.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,1062.0,1638.0,2152.0,2417.0,2626.0
