,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,361520001768.0,707439887398.0,923843579546.0,673949406298.0,466371323796.0,362671972995.0,184261907876.0
1,TÀI SẢN NGẮN HẠN,348530997901.0,486920290600.0,828919847468.0,586580957866.0,465793135153.0,362671472995.0,184261407876.0
2,Tiền và tương đương tiền,200199874576.0,19940015423.0,21252534460.0,3816447435.0,1322793269.0,1421039293.0,1330962964.0
3,Tiền,99874576.0,1940015423.0,7252534460.0,3816447435.0,1322793269.0,1421039293.0,1330962964.0
4,Các khoản tương đương tiền,200100000000.0,18000000000.0,14000000000.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,22020000000.0,22020000000.0,22020000000.0,22020000000.0,5510000000.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,22020000000.0,22020000000.0,22020000000.0,22020000000.0,5510000000.0,0.0,0.0
9,Các khoản phải thu,75280102650.0,297475200887.0,694897204551.0,428612706742.0,318684904629.0,237526046793.0,78958718682.0
10,Phải thu khách hàng,52523538733.0,142816198772.0,219115383799.0,128701960994.0,119595308317.0,119663412293.0,127182915176.0
11,Trả trước người bán,5938800000.0,8041284300.0,445500982623.0,214618601288.0,214348594003.0,214291335406.0,91020523295.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,57800000000.0,23334568000.0,31160748805.0,31160748805.0,31160748805.0,6157568000.0
15,Phải thu khác,16817763917.0,88817717815.0,7546624062.0,59836278075.0,23277289797.0,26272434288.0,27936383790.0
16,Dự phòng nợ khó đòi,0.0,0.0,-600353933.0,-5704882420.0,-69697036293.0,-153861883999.0,-173338671579.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",46633580667.0,133697186581.0,80920203706.0,118341257211.0,128349040973.0,111966114088.0,102998133685.0
19,Hàng tồn kho,46633580667.0,133697186581.0,80920203706.0,118341257211.0,128349040973.0,111966114088.0,102998133685.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,4397440008.0,13787887709.0,9829904751.0,13790546478.0,11926396282.0,11758272821.0,973592545.0
22,Trả trước ngắn hạn,96333333.0,1204071674.0,6368254211.0,10432089951.0,10638896149.0,10804067468.0,43085405.0
23,Thuế VAT phải thu,4301106675.0,12583816035.0,3451650540.0,3358456527.0,1287500133.0,954205353.0,930507140.0
24,Phải thu thuế khác,0.0,0.0,10000000.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,12989003867.0,220519596798.0,94923732078.0,87368448432.0,578188643.0,500000.0,500000.0
28,Phải thu dài hạn,98587200.0,626077020.0,10495489820.0,7070989820.0,500000.0,500000.0,500000.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,3375000000.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,98587200.0,626077020.0,7120489820.0,7070989820.0,500000.0,500000.0,500000.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,4819416667.0,6216555716.0,7181347621.0,6824813977.0,577688643.0,0.0,0.0
37,GTCL TSCĐ hữu hình,4819416667.0,6216555716.0,7181347621.0,3324813977.0,577688643.0,0.0,0.0
38,Nguyên giá TSCĐ hữu hình,4959000000.0,7374271573.0,9955626118.0,4992817027.0,850863636.0,33000000.0,33000000.0
39,Khấu hao lũy kế TSCĐ hữu hình,-139583333.0,-1157715857.0,-2774278497.0,-1668003050.0,-273174993.0,-33000000.0,-33000000.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,3500000000.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,3500000000.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,89342433278.0,66628016842.0,66068818253.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,89342433278.0,66628016842.0,66628016842.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,-559198589.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,8071000000.0,120000000000.0,5000000000.0,5000000000.0,0.0,0.0,0.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0,0.0
