,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-9354334927.0,-111686405493.0,-70077947781.0,77288583255.0,24887570659.0,18694104856.0,-25615864019.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,4335661101.0,21500374285.0,20242689785.0,-26166107229.0,-5783735590.0,-21708861741.0,1590428413.0
2,Lãi trước thuế,3629701620.0,16123008933.0,24146684764.0,-23409812043.0,-80912440243.0,-112542144177.0,-22232386519.0
3,Khấu hao TSCĐ,139583333.0,1018132524.0,1470752092.0,1777514220.0,722283661.0,11203611.0,0.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,600353933.0,8607904159.0,65619133293.0,84164847706.0,19684435565.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,573356814.0,-24944282.0,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-1617799087.0,-3766211665.0,-32053156468.0,-25448669487.0,-1672584849.0,-374859324.0,-1393315500.0
9,Chi phí lãi vay,1610818421.0,8150388775.0,26078055464.0,12306955922.0,10459872548.0,7032090443.0,5531694867.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-50506263385.0,-145026793001.0,-229984471217.0,266568480810.0,41164144551.0,-2672668090.0,-8007117656.0
13,(Tăng)/giảm hàng tồn kho,-46633580667.0,-87063605914.0,52776982875.0,-36093902245.0,-17089358000.0,16382926885.0,8967980403.0
14,Tăng/(giảm) các khoản phải trả,84268075369.0,113728027227.0,120005605960.0,-106799252965.0,13504670460.0,31843810132.0,-28289268093.0
15,( Tăng)/giảm chi phí trả trước,-96333333.0,-5442269125.0,-4867901366.0,-2396269546.0,702570832.0,-165198319.0,122112914.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-581894012.0,-8761225808.0,-23094965790.0,-13342904835.0,-7610721594.0,-4709577337.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-140000000.0,-620913157.0,-5155888028.0,-4481460735.0,0.0,-276326674.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-35113264830.0,-281431876160.0,-125392393804.0,14672448581.0,94601797839.0,5719807526.0,25005787690.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-5122300000.0,-87290583409.0,-227029788405.0,-881181818.0,0.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,745454546.0,68314913187.0,200000000.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,-22020000000.0,-57800000000.0,-23334568000.0,-30426180805.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,49425000000.0,24975000000.0,21481409500.0,5510000000.0,25003180805.0
26,Đầu tư vào các doanh nghiệp khác,-8071000000.0,-172000000000.0,-10000000000.0,-4000000000.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,31471000000.0,75008275000.0,0.0,4000000000.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,100035170.0,4187707249.0,10538687601.0,24259356658.0,805475152.0,9807526.0,2606885.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,241097112500.0,212858422500.0,196782860622.0,-109491969008.0,-121372716142.0,-24315666358.0,520000000.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,203000000000.0,0.0,1294000000.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,301291705160.0,599951145319.0,2122328224939.0,564328915518.0,0.0,0.0,620000000.0
33,Tiển trả các khoản đi vay,-60194592660.0,-590092722819.0,-1925545364317.0,-675114884526.0,-121372716142.0,-24315666358.0,-100000000.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,196629512743.0,-180259859153.0,1312519037.0,-17530937172.0,-1883347644.0,98246024.0,-90076329.0
38,Tiền và tương đương tiền đầu kỳ,3570361833.0,200199874576.0,19940015423.0,21347384607.0,3206140913.0,1322793269.0,1421039293.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,200199874576.0,19940015423.0,21252534460.0,3816447435.0,1322793269.0,1421039293.0,1330962964.0
