,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,89399004025.0,90391349162.0,62797820923.0,57544965079.0,44343512507.0,48442106953.0,48323433172.0,69392384586.0,77076921285.0
1,TÀI SẢN NGẮN HẠN,76516348594.0,82063232897.0,57564487594.0,53905128305.0,41791155887.0,45314073420.0,42964579667.0,58129865470.0,67781426955.0
2,Tiền và tương đương tiền,4238427250.0,1331015276.0,417170943.0,372717160.0,595092605.0,1824097648.0,6135793050.0,3389247789.0,2956611808.0
3,Tiền,4238427250.0,1331015276.0,417170943.0,372717160.0,595092605.0,1824097648.0,6135793050.0,3389247789.0,2956611808.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,50344574390.0,61030683755.0,45685563721.0,43131555756.0,30614777698.0,32887229884.0,27164827807.0,41376472803.0,47492546882.0
10,Phải thu khách hàng,50173187738.0,62013068530.0,44934519720.0,43309827117.0,30789970168.0,31687731571.0,26510971878.0,40766638827.0,46754947262.0
11,Trả trước người bán,865460500.0,200000000.0,30000000.0,13000000.0,24090000.0,0.0,39700000.0,0.0,0.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,1187266131.0,698955204.0,99212581.0,128903419.0,120892310.0,1519673093.0,934330709.0,930008756.0,1057774400.0
16,Dự phòng nợ khó đòi,-1881339979.0,-1881339979.0,-320174780.0,-320174780.0,-320174780.0,-320174780.0,-320174780.0,-320174780.0,-320174780.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,942006200.0,0.0,0.0,0.0,0.0,0.0,0.0
