,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,431555329772.0,409112683734.0,346924474423.0,315960323553.0,237790396535.0,238352387701.0,263775865972.0,307190978020.0,320043955312.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2,Doanh số thuần,431555329772.0,409112683734.0,346924474423.0,315960323553.0,237790396535.0,238352387701.0,263775865972.0,307190978020.0,320043955312.0
3,Giá vốn hàng bán,-398767178802.0,-371987998698.0,-312767511232.0,-288297530151.0,-218159674534.0,-215990280250.0,-235688620119.0,-284168926738.0,-294727645508.0
4,Lãi gộp,32788150970.0,37124685036.0,34156963191.0,27662793402.0,19630722001.0,22362107451.0,28087245853.0,23022051282.0,25316309804.0
5,Thu nhập tài chính,42350554.0,41183290.0,444971610.0,20932167.0,23625026.0,2981167.0,4323995.0,4536467.0,4376927.0
6,Chi phí tài chính,-2503904731.0,-1921395840.0,-1688689917.0,-1201643709.0,-1021515647.0,-1311740273.0,-1166699352.0,-1342518429.0,-1726234860.0
7,Trong đó: Chi phí lãi vay,-2447136884.0,-1834421726.0,-1302626723.0,-1146304117.0,-961752180.0,-1311740273.0,-1166699352.0,-1342518429.0,-1726234860.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-16525593823.0,-14786427519.0,-15116142911.0,-12690417045.0,-8304551162.0,-10040770553.0,-10817799651.0,-8718635771.0,-10192257047.0
10,Chi phí quản lý doanh  nghiệp,-10384167234.0,-15585867196.0,-12791437780.0,-9888736040.0,-8681594592.0,-8822658595.0,-12068392348.0,-10834474749.0,-10833710600.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,3416835736.0,4872177771.0,5005664193.0,3902928775.0,1646685626.0,2189919197.0,4038678497.0,2130958800.0,2568484224.0
12,Thu nhập khác,804248877.0,818181.0,267020069.0,117338886.0,243755838.0,378377291.0,29745341.0,386500453.0,337633638.0
13,Chi phí khác,-176366375.0,-5227724.0,-643212278.0,-108815465.0,-37282117.0,-15592512.0,0.0,-31518586.0,-958290.0
14,"Thu nhập khác, ròng",627882502.0,-4409543.0,-376192209.0,8523421.0,206473721.0,362784779.0,29745341.0,354981867.0,336675348.0
16,Lãi/(lỗ) ròng trước thuế,4044718238.0,4867768228.0,4629471984.0,3911452196.0,1853159347.0,2552703976.0,4068423838.0,2485940667.0,2905159572.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-886825555.0,-1099731004.0,-1089912632.0,-840393381.0,-469012433.0,-675412957.0,-715591515.0,-629698507.0,-610751572.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-886825555.0,-1099731004.0,-1089912632.0,-840393381.0,-469012433.0,-675412957.0,-715591515.0,-629698507.0,-610751572.0
20,Lãi/(lỗ) thuần sau thuế,3157892683.0,3768037224.0,3539559352.0,3071058815.0,1384146914.0,1877291019.0,3352832323.0,1856242160.0,2294408000.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,3157892683.0,3768037224.0,3539559352.0,3071058815.0,1384146914.0,1877291019.0,3352832323.0,1856242160.0,2294408000.0
23,Lãi cơ bản trên cổ phiếu,5263.0,4368.0,2179.0,1954.0,1107.0,1502.0,2682.0,1485.0,1836.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
