,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,35610944711.0,235284055713.0,206506357409.0,249580225704.0,281404853320.0,808239607479.0,1578937915811.0,1774003517126.0,1305592937491.0
1,TÀI SẢN NGẮN HẠN,25931270865.0,96016245349.0,69871751044.0,116107870924.0,96397271839.0,156821163815.0,996690723567.0,1038054597727.0,291312698352.0
2,Tiền và tương đương tiền,98044702.0,10081884303.0,6269397954.0,8679883961.0,2223264234.0,3839442570.0,6534730372.0,27952161919.0,2423928685.0
3,Tiền,98044702.0,2081884303.0,2769397954.0,5679883961.0,2223264234.0,3839442570.0,6534730372.0,13952161919.0,2423928685.0
4,Các khoản tương đương tiền,0.0,8000000000.0,3500000000.0,3000000000.0,0.0,0.0,0.0,14000000000.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,13515944121.0,64485487308.0,44095154635.0,65221146087.0,68532618034.0,64203351491.0,876936213871.0,956002087683.0,268195824847.0
10,Phải thu khách hàng,11307370329.0,36103031163.0,23064856438.0,34986062356.0,19907518034.0,9438329473.0,253230654083.0,9522838395.0,48651944050.0
11,Trả trước người bán,1285069326.0,8943174831.0,6080920366.0,8500855567.0,40545100000.0,6350787746.0,555962985519.0,505916398422.0,107241168270.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,7000000000.0,9000000000.0,16400000000.0,8000000000.0,3800000000.0,6500000000.0,35300000000.0,15500000000.0
15,Phải thu khác,923504466.0,12439281314.0,5949377831.0,5334228164.0,80000000.0,43862380947.0,61242574269.0,405431914836.0,96802712527.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-169063970.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,751853325.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",12309670853.0,21448873738.0,19507198455.0,41217974409.0,25596932052.0,88019583697.0,111543175891.0,52594376437.0,20510985916.0
19,Hàng tồn kho,12309670853.0,21448873738.0,19507198455.0,41217974409.0,25596932052.0,88019583697.0,111543175891.0,52594376437.0,20510985916.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,7611189.0,0.0,0.0,988866467.0,44457519.0,758786057.0,1676603433.0,1505971688.0,181958904.0
22,Trả trước ngắn hạn,0.0,0.0,0.0,0.0,44457519.0,132833494.0,55196428.0,170898872.0,177359701.0
23,Thuế VAT phải thu,7611189.0,0.0,0.0,988866467.0,0.0,625952563.0,1620411509.0,1335072816.0,282636.0
24,Phải thu thuế khác,0.0,0.0,0.0,0.0,0.0,0.0,995496.0,0.0,4316567.0
