,CHỈ TIÊU,2011,2012,2013,2014,2016,2017,2018,2019,2020,2021
0,Doanh số,168843936781.0,178207211029.0,199223067424.0,189963271450.0,90719636779.0,98483399976.0,111351270175.0,86651827746.0,134119479032.0,183740829256.0
1,Các khoản giảm trừ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-318611536.0
2,Doanh số thuần,168843936781.0,178207211029.0,199223067424.0,189963271450.0,90719636779.0,98483399976.0,111351270175.0,86651827746.0,134119479032.0,183422217720.0
3,Giá vốn hàng bán,-134916264181.0,-156849355706.0,-178994697050.0,-181661578109.0,-84308919920.0,-92597645980.0,-91366299812.0,-73351414950.0,-123729754060.0,-163096720846.0
4,Lãi gộp,33927672600.0,21357855323.0,20228370374.0,8301693341.0,6410716859.0,5885753996.0,19984970363.0,13300412796.0,10389724972.0,20325496874.0
5,Thu nhập tài chính,712796792.0,1291045921.0,642634957.0,1661041910.0,1877578418.0,929980350.0,573981491.0,876948651.0,767563964.0,1067372567.0
6,Chi phí tài chính,-30664396751.0,-21689007502.0,-23623537174.0,-20572544505.0,-7215699785.0,-3303743155.0,-1615187930.0,-1187541533.0,2871164435.0,-563193309.0
7,Trong đó: Chi phí lãi vay,-17753486550.0,-12893935795.0,-11627091647.0,-9683927281.0,-4567768037.0,-3142278416.0,-606535721.0,-586613110.0,3410940434.0,-33336986.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-10323718139.0,-11062383083.0,-9019594089.0,-9391095557.0,-9753021619.0,-8722801233.0,-11017793757.0,-10119847833.0,-9212505856.0,-8821696022.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-6347645498.0,-10102489341.0,-11772125932.0,-20000904811.0,-8680426127.0,-5210810042.0,7925970167.0,2869972081.0,4815947515.0,12007980110.0
12,Thu nhập khác,30506468636.0,539986296.0,2450522038.0,22368790312.0,35184524884.0,3886368211.0,3784153661.0,1372716268.0,10291755169.0,1237961320.0
13,Chi phí khác,-55971035641.0,-199037476.0,-2209798766.0,-4769186772.0,-1795394327.0,-26196494617.0,-3683416510.0,-1088409492.0,-5752155186.0,-265264031.0
14,"Thu nhập khác, ròng",-25464567005.0,340948820.0,240723272.0,17599603540.0,33389130557.0,-22310126406.0,100737151.0,284306776.0,4539599983.0,972697289.0
16,Lãi/(lỗ) ròng trước thuế,-31812212503.0,-9761540521.0,-11531402660.0,-2401301271.0,24708704430.0,-27520936448.0,8026707318.0,3154278857.0,9355547498.0,12980677399.0
17,Thuế thu nhập doanh nghiệp – hiện thời,0.0,0.0,0.0,0.0,-6704480169.0,0.0,0.0,-82071356.0,-31758755.0,-103701630.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,0.0,0.0,0.0,0.0,-6704480169.0,0.0,0.0,-82071356.0,-31758755.0,-103701630.0
20,Lãi/(lỗ) thuần sau thuế,-31812212503.0,-9761540521.0,-11531402660.0,-2401301271.0,18004224261.0,-27520936448.0,8026707318.0,3072207501.0,9323788743.0,12876975769.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,47071705.0,-94252845.0,183224209.0,2878781751.0,17858003.0,27726495.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,-31812212503.0,-9761540521.0,-11531402660.0,-2401301271.0,17957152556.0,-27426683603.0,7843483109.0,193425750.0,9305930740.0,12849249274.0
23,Lãi cơ bản trên cổ phiếu,-7850.0,-1606.0,-1897.0,-395.0,2954.0,-4512.0,1290.0,474.0,1531.0,2114.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,2954.0,-4512.0,1290.0,474.0,1531.0,2114.0
