,CHỈ TIÊU,2015,2016,2017,2018,2019,2020,2021,2022
0,TỔNG TÀI SẢN,21155850000.0,55753439007.0,160007847230.0,274515552961.0,227182191066.0,317180252479.0,202358121711.0,225388761268.0
1,TÀI SẢN NGẮN HẠN,21155850000.0,55753439007.0,106335403277.0,131259748904.0,145450622715.0,254793957215.0,202358121711.0,38594156803.0
2,Tiền và tương đương tiền,155850000.0,1067260595.0,2551093351.0,2652560330.0,1484468548.0,18330619497.0,3315333874.0,82879220.0
3,Tiền,155850000.0,1067260595.0,2551093351.0,2652560330.0,1484468548.0,18330619497.0,3315333874.0,82879220.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,21000000000.0,50716568918.0,84881532755.0,105924091220.0,143688860329.0,135104421838.0,198920491106.0,30285410054.0
10,Phải thu khách hàng,0.0,50716568918.0,11001426773.0,65952332788.0,17737865257.0,64399517384.0,9959630213.0,19851791895.0
11,Trả trước người bán,0.0,0.0,43012081788.0,23051651932.0,14821500000.0,19099655706.0,188974700000.0,652000000.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,25868024194.0,9160000000.0,0.0,0.0,0.0,0.0
15,Phải thu khác,21000000000.0,0.0,5000000000.0,7760106500.0,111129495072.0,51605248748.0,272378182.0,10190500000.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0,-286217289.0,-408881841.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",0.0,3920613994.0,17193973698.0,21108838801.0,55449183.0,98660706564.0,86659706.0,7838887589.0
19,Hàng tồn kho,0.0,3920613994.0,17193973698.0,21108838801.0,55449183.0,98660706564.0,86659706.0,7838887589.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,0.0,48995500.0,1708803473.0,1574258553.0,221844655.0,2698209316.0,35637025.0,386979940.0
22,Trả trước ngắn hạn,0.0,0.0,923209390.0,27662040.0,24999999.0,2363018105.0,0.0,0.0
23,Thuế VAT phải thu,0.0,48995500.0,771279642.0,1546596513.0,182188257.0,216102484.0,20980626.0,386979940.0
24,Phải thu thuế khác,0.0,0.0,14314441.0,0.0,14656399.0,119088727.0,14656399.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,0.0,0.0,53672443953.0,143255804057.0,81731568351.0,62386295264.0,0.0,186794604465.0
28,Phải thu dài hạn,0.0,0.0,207000000.0,0.0,0.0,0.0,0.0,0.0
