,CHỈ TIÊU,2016,2017,2018,2019,2020,2021,2022
0,Doanh số,74612354595.0,102349826256.0,106330676622.0,111850078883.0,122618669547.0,129909359228.0,143973626591.0
1,Các khoản giảm trừ,-89886881.0,-125505454.0,-4340909.0,-53123909.0,-23352728.0,-176411383.0,-30049090.0
2,Doanh số thuần,74522467714.0,102224320802.0,106326335713.0,111796954974.0,122595316819.0,129732947845.0,143943577501.0
3,Giá vốn hàng bán,-65293911452.0,-87067608810.0,-91390481462.0,-96146858042.0,-104437321210.0,-109881969892.0,-121388548508.0
4,Lãi gộp,9228556262.0,15156711992.0,14935854251.0,15650096932.0,18157995609.0,19850977953.0,22555028993.0
5,Thu nhập tài chính,20327800.0,32073400.0,25490025.0,815851000.0,927201800.0,508063615.0,506742936.0
6,Chi phí tài chính,-307557543.0,-23503102.0,-23383432.0,-318212379.0,-287969229.0,-109190105.0,0.0
7,Trong đó: Chi phí lãi vay,-307557543.0,-23503102.0,-23383432.0,-318212379.0,-287969229.0,-109190105.0,0.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-7010493816.0,-10159111800.0,-9916332294.0,-9076500540.0,-8876288573.0,-9145454612.0,-10296069087.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,1930832703.0,5006170490.0,5021628550.0,7071235013.0,9920939607.0,11104396851.0,12765702842.0
12,Thu nhập khác,780500000.0,29459083.0,666020284.0,65715997.0,15567382.0,12818169.0,35333344.0
13,Chi phí khác,-819059229.0,0.0,-639257151.0,-107424076.0,-34860987.0,-77908047.0,-81144437.0
14,"Thu nhập khác, ròng",-38559229.0,29459083.0,26763133.0,-41708079.0,-19293605.0,-65089878.0,-45811093.0
16,Lãi/(lỗ) ròng trước thuế,1892273474.0,5035629573.0,5048391683.0,7029526934.0,9901646002.0,11039306973.0,12719891749.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-239405534.0,-635020429.0,-694411732.0,-1033955492.0,-1028658730.0,-1551795454.0,-1740663581.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-239405534.0,-635020429.0,-694411732.0,-1033955492.0,-1028658730.0,-1551795454.0,-1740663581.0
20,Lãi/(lỗ) thuần sau thuế,1652867940.0,4400609144.0,4353979951.0,5995571442.0,8872987272.0,9487511519.0,10979228168.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,1652867940.0,4400609144.0,4353979951.0,5995571442.0,8872987272.0,9487511519.0,10979228168.0
23,Lãi cơ bản trên cổ phiếu,0.0,936.13,808.96,1113.97,1616.68,1849.0,1957.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
