,Unnamed: 0,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,10229455780.0,12449843890.0,17358048323.0,14083759504.0,5256348958.0,12499963612.0,10870559890.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,8816377150.0,13881827027.0,14332259515.0,15727952791.0,15891763381.0,14625397805.0,16565530347.0
2,Lãi trước thuế,1892273474.0,5035629573.0,5048391683.0,7029526934.0,9901646002.0,11039306973.0,12719891749.0
3,Khấu hao TSCĐ,6599443059.0,8854767752.0,9285974425.0,9178425562.0,6629349950.0,3984964342.0,4352381534.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,17103074.0,-32073400.0,-25490025.0,-798212084.0,-927201800.0,-508063615.0,-506742936.0
9,Chi phí lãi vay,307557543.0,23503102.0,23383432.0,318212379.0,287969229.0,109190105.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-6768737927.0,-6311869418.0,577944399.0,1499236593.0,-11547821057.0,12871029322.0,-3765711470.0
13,(Tăng)/giảm hàng tồn kho,1063263142.0,96089318.0,1138937425.0,170813312.0,559837841.0,-170153177.0,-166111940.0
14,Tăng/(giảm) các khoản phải trả,6279593471.0,2795728203.0,-2159535.0,-1879644556.0,2871286635.0,1926962881.0,1900091400.0
15,( Tăng)/giảm chi phí trả trước,2520831360.0,3095833196.0,3104691760.0,616195480.0,37439830.0,-472020632.0,-230043809.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-307557543.0,-23503102.0,-23383432.0,-318212379.0,-287969229.0,-109190105.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,-671199984.0,-239405534.0,-635236809.0,-1194411732.0,-1252170043.0,-500161998.0,-2032962138.0
19,Tiền thu khác từ các hoạt động kinh doanh,768115545.0,4160000.0,1950000.0,0.0,162000000.0,19900000.0,42480000.0
20,Tiền chi khác từ các hoạt động kinh doanh,-1471229434.0,-849015800.0,-1136955000.0,-538170005.0,-1178018400.0,-15691800484.0,-1442712500.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1845417927.0,-2361410033.0,-3207101970.0,-4538364976.0,-2633999120.0,-4380246385.0,191649691.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1865745727.0,-2393483433.0,-3232591995.0,-5354215976.0,-3561200920.0,-4888310000.0,-315093245.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,20327800.0,32073400.0,25490025.0,815851000.0,927201800.0,508063615.0,506742936.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-3365346372.0,-4528183512.0,-4101291205.0,-4006251975.0,-5210405694.0,-15068196499.0,-393579451.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,4311600688.0,0.0,3460952945.0,0.0,0.0,0.0,5000000000.0
33,Tiển trả các khoản đi vay,-7676947060.0,-3371175954.0,-4481818749.0,-1020865804.0,-1020865804.0,-8677359328.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-1157007558.0,-3080425401.0,-2985386171.0,-4189539890.0,-6390837171.0,-5393579451.0
37,Lưu chuyển tiền thuần trong kỳ,5018691481.0,5560250345.0,10049655148.0,5539142553.0,-2588055856.0,-6948479272.0,10668630130.0
38,Tiền và tương đương tiền đầu kỳ,1340189758.0,6358881239.0,11919131584.0,21968786732.0,27507929285.0,24919873429.0,17971394157.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,6358881239.0,11919131584.0,21968786732.0,27507929285.0,24919873429.0,17971394157.0,28640024287.0
