,Unnamed: 0,2013,2014,2015,2016,2017,2018
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-25712878091.0,-15010993006.0,-15123656159.0,-47913388167.0,-231985091.0,-4543748658.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,0.0,0.0,0.0,0.0,0.0,0.0
2,Lãi trước thuế,0.0,0.0,0.0,0.0,0.0,0.0
3,Khấu hao TSCĐ,0.0,0.0,2083659162.0,3341491604.0,3515935649.0,0.0
5,Chi phí dự phòng,0.0,0.0,0.0,0.0,0.0,0.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0
7,Lãi/(lỗ) từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí lãi vay,0.0,0.0,0.0,0.0,0.0,0.0
10,Thu lãi và cổ tức,0.0,0.0,0.0,0.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,0.0,0.0,0.0,0.0,0.0,0.0
13,(Tăng)/giảm hàng tồn kho,0.0,0.0,0.0,0.0,0.0,0.0
14,Tăng/(giảm) các khoản phải trả,0.0,0.0,0.0,0.0,0.0,0.0
15,( Tăng)/giảm chi phí trả trước,0.0,0.0,0.0,0.0,0.0,0.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,0.0,0.0,0.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp đã trả,0.0,0.0,0.0,0.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,0.0,-84580245226.0,-66038577064.0,-87721193328.0,4401232148.0,6560043448.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,0.0,-39580245226.0,-19448689091.0,-2740800000.0,0.0,-5400000000.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,0.0,0.0,0.0,4400000000.0,7447389000.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,-45000000000.0,-74000000000.0,-100000000000.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,27400000000.0,14350000000.0,0.0,4200000000.0
28,Cổ tức và tiền lãi nhận được,0.0,0.0,10112027.0,669606672.0,1232148.0,312654448.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,25714000000.0,104786000000.0,90641676000.0,126095544608.0,-4109376088.0,-6015897947.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,25000000000.0,100000000000.0,49554000000.0,95101770000.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,714000000.0,4786000000.0,57028088044.0,137183607307.0,87899477828.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,-15940412044.0,-100977876089.0,-92008853916.0,-6015897947.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,-5211956610.0,0.0,0.0
36,Tiền lãi đã nhận,0.0,0.0,0.0,0.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,1121909.0,5194761768.0,9479442777.0,-9539036887.0,59870969.0,-3999603157.0
38,Tiền và tương đương tiền đầu kỳ,0.0,1121909.0,5195883677.0,14664266409.0,5091870508.0,5152193951.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,-11060045.0,-33359014.0,452474.0,389355.0
40,Tiền và tương đương tiền cuối kỳ,1121909.0,5195883677.0,14664266409.0,5091870508.0,5152193951.0,1152980149.0
