,CHỈ TIÊU,2013,2014,2015,2016,2017,2018
0,TỔNG TÀI SẢN,7000391792.0,118153429009.0,251159206057.0,233679651034.0,283148446013.0,266326415344.0
1,TÀI SẢN NGẮN HẠN,1527080144.0,83450808183.0,131476091255.0,135109154055.0,90954242320.0,74135571753.0
2,Tiền và tương đương tiền,249537131.0,3261345933.0,9980249222.0,78154927.0,16307629.0,29996300.0
3,Tiền,249537131.0,3261345933.0,9980249222.0,78154927.0,16307629.0,29996300.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,389877545.0,36786967430.0,93360846798.0,102869837864.0,58375547703.0,41983214945.0
10,Phải thu khách hàng,0.0,6564897319.0,52849373748.0,47610413765.0,50056037000.0,30850003742.0
11,Trả trước người bán,389877545.0,25022070111.0,25061473050.0,25642119048.0,7136529498.0,9950229998.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,0.0,5200000000.0,15450000000.0,29617305051.0,1182981205.0,1182981205.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,0.0,0.0,0.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",356714967.0,40559753065.0,28020518062.0,32113071975.0,32516624477.0,32114173058.0
19,Hàng tồn kho,356714967.0,40559753065.0,28020518062.0,32113071975.0,32516624477.0,32114173058.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,530950501.0,2842741755.0,114477173.0,48089289.0,45762511.0,8187450.0
22,Trả trước ngắn hạn,7363878.0,0.0,0.0,0.0,0.0,0.0
23,Thuế VAT phải thu,490678734.0,2842357715.0,114093133.0,46667688.0,45378471.0,8187450.0
24,Phải thu thuế khác,2847489.0,384040.0,384040.0,384040.0,384040.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,30060400.0,0.0,0.0,1037561.0,0.0,0.0
27,TÀI SẢN DÀI HẠN,5473311648.0,34702620826.0,119683114802.0,98570496979.0,192194203693.0,192190843591.0
28,Phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,5346038921.0,4569654375.0,0.0,0.0,0.0,0.0
37,GTCL TSCĐ hữu hình,776384546.0,0.0,0.0,0.0,0.0,0.0
38,Nguyên giá TSCĐ hữu hình,861372728.0,0.0,0.0,0.0,0.0,0.0
39,Khấu hao lũy kế TSCĐ hữu hình,-84988182.0,0.0,0.0,0.0,0.0,0.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
45,Khấu hao lũy kế TSCĐ vô hình,0.0,0.0,0.0,0.0,0.0,0.0
46,Bất động sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
47,Nguyên giá tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
48,Khấu hao lũy kế tài sản đầu tư,0.0,0.0,0.0,0.0,0.0,0.0
49,Tài sản dở dang dài hạn,0.0,0.0,4569654375.0,4569654375.0,4569654375.0,4569654375.0
50,"Chi phí sản xuất, kinh doanh dở dang dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
51,Xây dựng cơ bản dở dang,4569654375.0,4569654375.0,0.0,0.0,0.0,0.0
52,Đầu tư dài hạn,0.0,30000000000.0,115000000000.0,93892960210.0,187530000000.0,187530000000.0
53,Đầu tư vào các công ty con,0.0,0.0,0.0,0.0,0.0,0.0
54,Đầu tư vào công ty liên doanh,0.0,30000000000.0,95000000000.0,95000000000.0,187530000000.0,187530000000.0
55,Đầu tư dài hạn khác,0.0,0.0,20000000000.0,0.0,0.0,0.0
56,Dự phòng giảm giá đầu tư dài hạn,0.0,0.0,0.0,-1107039790.0,0.0,0.0
57,Đầu tư nắm giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0
58,Tài sản dài hạn khác,127272727.0,132966451.0,113460427.0,107882394.0,94549318.0,91189216.0
59,Trả trước dài hạn,127272727.0,132966451.0,113460427.0,107882394.0,94549318.0,91189216.0
60,Thuế thu nhập hoãn lại phải thu,0.0,0.0,0.0,0.0,0.0,0.0
61,"Thiết bị, vật tư, phụ tùng thay thế dài hạn",0.0,0.0,0.0,0.0,0.0,0.0
62,Các tài sản dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
63,Lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0
64,NỢ PHẢI TRẢ,6034203829.0,5976458715.0,24179852506.0,5070658295.0,53909258395.0,37451213342.0
65,Nợ ngắn hạn,3055289629.0,5976458715.0,24179852506.0,5070658295.0,53909258395.0,37451213342.0
66,Phải trả người bán,2915802253.0,2523977770.0,20091990713.0,3690497264.0,52965052447.0,10478160097.0
67,Người mua trả tiền trước,9319192.0,9318993.0,9318993.0,9318993.0,0.0,0.0
68,Thuế và các khoản phải trả Nhà nước,0.0,3429446270.0,3436638197.0,430302922.0,249513928.0,0.0
69,Phải trả người lao động,0.0,0.0,0.0,0.0,0.0,28500000.0
70,Chi phí phải trả,0.0,0.0,0.0,0.0,0.0,0.0
71,Phải trả nội bộ,0.0,0.0,0.0,0.0,0.0,0.0
72,Phải trả về xây dựng cơ bản,0.0,0.0,0.0,0.0,0.0,0.0
73,Doanh thu chưa thực hiện ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
74,Phải trả khác,5171184.0,13715682.0,31365487.0,330000000.0,138775.0,25750000000.0
75,Vay ngắn hạn,124997000.0,0.0,0.0,0.0,0.0,500000000.0
76,Dự phòng các khoản phải trả ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0
77,"Quỹ khen thưởng, phúc lợi",0.0,0.0,610539116.0,610539116.0,694553245.0,694553245.0
78,Quỹ bình ổn giá,0.0,0.0,0.0,0.0,0.0,0.0
79,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0
80,Nợ dài hạn,2978914200.0,0.0,0.0,0.0,0.0,0.0
81,Phải trả nhà cung cấp dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
82,Người mua trả tiền trước dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
83,Chi phí phải trả dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
84,Phải trả nội bộ về vốn kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0
85,Phải trả nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
86,Doanh thu chưa thực hiên,0.0,0.0,0.0,0.0,0.0,0.0
87,Phải trả dài hạn khác,0.0,0.0,0.0,0.0,0.0,0.0
88,Vay dài hạn,2978914200.0,0.0,0.0,0.0,0.0,0.0
89,Trái phiếu chuyển đổi,0.0,0.0,0.0,0.0,0.0,0.0
91,Thuế thu nhập hoãn lại phải trả,0.0,0.0,0.0,0.0,0.0,0.0
92,Dự phòng trợ cấp thôi việc,0.0,0.0,0.0,0.0,0.0,0.0
93,Dự phòng các khoản công nợ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0
94,Quỹ phát triển khoa học công nghệ,0.0,0.0,0.0,0.0,0.0,0.0
95,VỐN CHỦ SỞ HỮU,966187963.0,112176970294.0,226979353551.0,228608992739.0,229239187618.0,228875202002.0
96,Vốn và các quỹ,966187963.0,112176970294.0,226979353551.0,228608992739.0,229239187618.0,228875202002.0
97,Vốn góp,1000000000.0,100000000000.0,200000000000.0,200000000000.0,200000000000.0,200000000000.0
98,Cổ phiếu phổ thông,1000000000.0,100000000000.0,200000000000.0,200000000000.0,200000000000.0,200000000000.0
99,Cổ phiếu ưu đãi,0.0,0.0,0.0,0.0,0.0,0.0
100,Thặng dư vốn cổ phần,0.0,0.0,0.0,0.0,0.0,0.0
101,Quyền chọn chuyển đổi trái phiếu,0.0,0.0,0.0,0.0,0.0,0.0
102,Vốn khác,0.0,0.0,0.0,0.0,0.0,0.0
103,Cổ phiếu Quỹ,0.0,0.0,0.0,0.0,0.0,0.0
104,Chênh lệch đánh giá lại tài sản,0.0,0.0,0.0,0.0,0.0,0.0
105,Chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0
106,Quỹ đầu tư và phát triển,0.0,0.0,1831617349.0,1831617349.0,1999645607.0,1999645607.0
107,Quỹ hỗ trợ sắp xếp doanh nghiệp,0.0,0.0,0.0,0.0,0.0,0.0
108,Quỹ dự phòng tài chính,0.0,0.0,0.0,0.0,0.0,0.0
109,Quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
110,Lãi chưa phân phối,-33812037.0,12176970294.0,25147736202.0,26777375390.0,27239542011.0,26875556395.0
111,LNST chưa phân phối lũy kế đến cuối kỳ trước,0.0,0.0,9734835828.0,0.0,27235388714.0,26905894345.0
112,LNST chưa phân phối kỳ này,-33812037.0,12176970294.0,15412900374.0,26777375390.0,4153297.0,-30337950.0
113,Lợi ích cổ đông không kiểm soát,0.0,0.0,0.0,0.0,0.0,0.0
114,Vốn Ngân sách nhà nước và quỹ khác,0.0,0.0,0.0,0.0,0.0,0.0
115,"Quỹ khen thưởng, phúc lợi (trước 2010)",0.0,0.0,0.0,0.0,0.0,0.0
116,Vốn ngân sách nhà nước,0.0,0.0,0.0,0.0,0.0,0.0
117,Nguồn kinh phí đã hình thành TSCĐ,0.0,0.0,0.0,0.0,0.0,0.0
118,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0
119,TỔNG CỘNG NGUỒN VỐN,7000391792.0,118153429009.0,251159206057.0,233679651034.0,283148446013.0,266326415344.0
