,CHỈ TIÊU,2007,2008,2009,2010,2011,2012,2013
0,Doanh số,189044331247.0,136855805823.0,140220334157.0,321161799040.0,342966357713.0,192395573430.0,65734027231.0
1,Các khoản giảm trừ,-1326412399.0,-1195367.0,-517750342.0,-853285985.0,-94026364.0,0.0,-209091517.0
2,Doanh số thuần,187717918848.0,136854610456.0,139702583815.0,320308513055.0,342872331349.0,192395573430.0,65524935714.0
3,Giá vốn hàng bán,-167616390293.0,-105506884247.0,-120171243632.0,-298692434811.0,-297710717511.0,-197313735500.0,-72039189026.0
4,Lãi gộp,20101528555.0,31347726209.0,19531340183.0,21616078244.0,45161613838.0,-4918162070.0,-6514253312.0
5,Thu nhập tài chính,2888708621.0,383262420.0,612820369.0,780924530.0,78319035.0,36158170.0,13080205.0
6,Chi phí tài chính,-9936116090.0,-11554794172.0,-12242931538.0,-12075400927.0,-23107398425.0,-18137455516.0,-14320500239.0
7,Trong đó: Chi phí lãi vay,-9936116090.0,-10964794172.0,-12695931538.0,-11818202110.0,-22976198425.0,-17753816543.0,-14320500239.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-919241876.0,-1369208650.0,-903404415.0,-799765723.0,-500887388.0,-77656306.0,0.0
10,Chi phí quản lý doanh  nghiệp,-13681474620.0,-13855821553.0,-15052876765.0,-21574927971.0,-21585509113.0,-15007652333.0,-4482512627.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,-1546595410.0,4951164254.0,-8055052166.0,-12053091847.0,46137947.0,-38104768055.0,-25304185973.0
12,Thu nhập khác,3371487004.0,3082191213.0,1272676093.0,24319846991.0,1016804636.0,8994727273.0,32298366685.0
13,Chi phí khác,-1138401299.0,-1096635290.0,-1130458999.0,-9548084531.0,-127785139.0,-6631806550.0,-25632829758.0
14,"Thu nhập khác, ròng",2233085705.0,1985555923.0,142217094.0,14771762460.0,889019497.0,2362920723.0,6665536927.0
15,Lãi/(lỗ) từ công ty liên doanh  (từ năm 2015),0.0,0.0,0.0,0.0,0.0,0.0,0.0
16,Lãi/(lỗ) ròng trước thuế,686490295.0,6936720177.0,-7912835072.0,2718670613.0,935157444.0,-35741847332.0,-18638649046.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-96108641.0,-921903559.0,-10267508.0,-265236272.0,-230207334.0,0.0,0.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-96108641.0,-921903559.0,-10267508.0,-265236272.0,-230207334.0,0.0,0.0
20,Lãi/(lỗ) thuần sau thuế,590381654.0,6014816618.0,-7923102580.0,2453434341.0,704950110.0,-35741847332.0,-18638649046.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,455129679.0,489626137.0,376000281.0,-1434614988.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,590381654.0,6014816618.0,-8378232259.0,1963808204.0,328949829.0,-34307232344.0,-18638649046.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,-2992.0,701.0,117.0,-12253.0,-6657.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,0.0,0.0,0.0,0.0
