,CHỈ TIÊU,2007,2008,2009,2010,2011,2012,2013
0,TỔNG TÀI SẢN,233276972623.0,223839286775.0,285290438413.0,288593126249.0,318439462292.0,248934208738.0,202637917173.0
1,TÀI SẢN NGẮN HẠN,201500769577.0,192012746052.0,204449215308.0,221556423078.0,247875645043.0,201424807205.0,182044866627.0
2,Tiền và tương đương tiền,15590073363.0,3913694989.0,2628139606.0,1934623252.0,768281170.0,892746224.0,1187446288.0
3,Tiền,15590073363.0,3913694989.0,2628139606.0,1934623252.0,768281170.0,892746224.0,1187446288.0
4,Các khoản tương đương tiền,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Giá trị thuần đầu tư ngắn hạn,0.0,223000000.0,933000000.0,639200000.0,508000000.0,0.0,0.0
6,Đầu tư ngắn hạn,0.0,813000000.0,1070000000.0,889600000.0,889600000.0,0.0,0.0
7,Dự phòng đầu tư ngắn hạn,0.0,-590000000.0,-137000000.0,-250400000.0,-381600000.0,0.0,0.0
8,Chứng khoán đầu tư giữ đến ngày đáo hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Các khoản phải thu,85074769695.0,72636004617.0,62881096261.0,58292391854.0,86222961729.0,56979956273.0,78850259465.0
10,Phải thu khách hàng,60536800702.0,60251525817.0,55565923784.0,49214310674.0,77518095767.0,49708252464.0,76640832247.0
11,Trả trước người bán,1044358238.0,1746347002.0,1714491221.0,5671561005.0,2131675328.0,1379894265.0,1027384850.0
12,Phải thu nội bộ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
13,Phải thu về XDCB,0.0,0.0,0.0,0.0,0.0,0.0,0.0
14,Phải thu về cho vay ngắn hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
15,Phải thu khác,23493610755.0,10638131798.0,5600681256.0,6681771075.0,10826119317.0,6694479313.0,1778783118.0
16,Dự phòng nợ khó đòi,0.0,0.0,0.0,-3275250900.0,-4252928683.0,-802669769.0,-596740750.0
17,Tài sản thiếu chờ xử lý,0.0,0.0,0.0,0.0,0.0,0.0,0.0
18,"Hàng tồn kho, ròng",92763142197.0,106181183407.0,130838526468.0,153850923285.0,154214473653.0,138877479489.0,98916080910.0
19,Hàng tồn kho,92763142197.0,106181183407.0,130838526468.0,153850923285.0,154214473653.0,138877479489.0,98916080910.0
20,Dự phòng giảm giá HTK,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,Tài sản lưu động khác,8072784322.0,9058863039.0,7168452973.0,6839284687.0,6161928491.0,4674625219.0,3091079964.0
22,Trả trước ngắn hạn,743239688.0,964485737.0,956670011.0,988456792.0,354831378.0,0.0,0.0
23,Thuế VAT phải thu,2704545977.0,2836740037.0,1186945848.0,1882649710.0,1634338155.0,1127481386.0,401914607.0
24,Phải thu thuế khác,372502366.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Giao dịch mua bán lại trái phiếu chính phủ,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Tài sản lưu động khác,4252496291.0,5257637265.0,5024837114.0,3968178185.0,4172758958.0,3547143833.0,2689165357.0
27,TÀI SẢN DÀI HẠN,31776203046.0,31826540723.0,80841223105.0,67036703171.0,70563817249.0,47509401533.0,20593050546.0
28,Phải thu dài hạn,40000000.0,40000000.0,0.0,0.0,0.0,0.0,0.0
29,Phải thu khách hàng dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
30,Trả trước người bán dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,Vốn kinh doanh ở các đơn vị trực thuộc,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Phải thu nội bộ dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,Phải thu về cho vay dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
34,Phải thu dài hạn khác,40000000.0,40000000.0,0.0,0.0,0.0,0.0,0.0
35,Dự phòng phải thu dài hạn,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,Tài sản cố định,22714660031.0,19464813063.0,43193966806.0,59835252941.0,61624079991.0,45002703864.0,18942225511.0
37,GTCL TSCĐ hữu hình,21392814068.0,13896443880.0,34264334224.0,41891163502.0,39645877695.0,26162494495.0,1930577111.0
38,Nguyên giá TSCĐ hữu hình,92899934245.0,92985248999.0,118873567693.0,115808076802.0,118166431411.0,87799410640.0,6501949741.0
39,Khấu hao lũy kế TSCĐ hữu hình,-71507120177.0,-79088805119.0,-84609233469.0,-73916913300.0,-78520553716.0,-61636916145.0,-4571372630.0
40,GTCL Tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,Nguyên giá tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,Khấu hao lũy kế tài sản thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,GTCL tài sản cố định vô hình,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,Nguyên giá TSCĐ vô hình,406394000.0,406394000.0,406394000.0,406394000.0,406394000.0,406394000.0,406394000.0
45,Khấu hao lũy kế TSCĐ vô hình,-406394000.0,-406394000.0,-406394000.0,-406394000.0,-406394000.0,-406394000.0,-406394000.0
