,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,30421967914.0,-3759416919.0,58388922009.0,22962025920.0,10535752901.0,17742599796.0,20985115577.0,39900685601.0,38426153920.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,36877556869.0,33412161413.0,34706461176.0,29185528918.0,35603331162.0,42146921670.0,29515146819.0,30197931845.0,38425006481.0
2,Lãi trước thuế,33852489915.0,28230307974.0,28405838830.0,21450427924.0,27524960520.0,34596325101.0,21095440899.0,19125209420.0,29212479787.0
3,Khấu hao TSCĐ,3933886591.0,5124854422.0,5255782518.0,5861168514.0,6554994789.0,6873446966.0,7277053041.0,8910961668.0,8606162142.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-1050339460.0,393335259.0,-71666667.0,113729201.0,39900000.0,17100000.0,0.0,0.0,56982076.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,112030988.0,-223504925.0,132300887.0,201994173.0,-47157426.0,-130647161.0,310180861.0,59955647.0,85105086.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-520604638.0,-294479600.0,-180033080.0,1558209106.0,-121212762.0,-213327335.0,74141813.0,244648119.0,-420400940.0
9,Chi phí lãi vay,550093473.0,181648283.0,1164238688.0,0.0,1651846041.0,1004024099.0,758330205.0,1857156991.0,884678330.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,88091138105.0,-9760697949.0,-22622849749.0,-7032685085.0,-86318325510.0,-31678411880.0,67082686428.0,14080592400.0,6662472702.0
13,(Tăng)/giảm hàng tồn kho,4408432117.0,-7346325092.0,-4942370182.0,-14413984748.0,11736325344.0,-3638313763.0,22427677945.0,-15026596383.0,4258178837.0
14,Tăng/(giảm) các khoản phải trả,-88234378410.0,-10429623564.0,62949852339.0,33048031805.0,52134400204.0,23606859730.0,-91114980685.0,17144867446.0,-6649648051.0
15,( Tăng)/giảm chi phí trả trước,-7416032.0,-686733675.0,-358683601.0,-5911057164.0,826441842.0,-3264513850.0,-1410930885.0,2094914120.0,439721300.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,-550093473.0,-181648283.0,-1164238688.0,-1558209106.0,-1651846041.0,-1004024099.0,-758220205.0,-1857156991.0,-884678330.0
18,Thuế thu nhập doanh nghiệp đã trả,-8040301525.0,-5356617461.0,-6200974087.0,-7218522403.0,-1690074100.0,-8265290712.0,-4658384390.0,-5233924229.0,-3614326758.0
19,Tiền thu khác từ các hoạt động kinh doanh,1100000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
20,Tiền chi khác từ các hoạt động kinh doanh,-2124069737.0,-3409932308.0,-3978275199.0,-3137076297.0,-104500000.0,-160627300.0,-97879450.0,-1499942607.0,-210572261.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-15673361512.0,-4572020397.0,-50860689638.0,-16932056716.0,-7127010307.0,-7390400041.0,-36186115281.0,-43849896521.0,-5568737347.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-16447885497.0,-4866499997.0,-51001811018.0,-17103771816.0,-7248223069.0,-7603727376.0,-37112048618.0,-44105263852.0,-6042619547.0
23,Tiền thu được từ thanh lý tài sản cố định,721909091.0,0.0,0.0,76818182.0,72727272.0,65454545.0,863636364.0,190909091.0,322777778.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,-38911700.0,0.0,0.0,0.0,-14569560.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53481260.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,52614894.0,294479600.0,180033080.0,94896918.0,48485490.0,147872790.0,76866533.0,64458240.0,97623162.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-2548194515.0,-4812188489.0,6887806645.0,-5806321218.0,-16464402193.0,-17063655372.0,27525270616.0,3971783519.0,-9223839023.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,7376590000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,47277442860.0,18874733015.0,38279878230.0,43679428163.0,48994984741.0,48435653566.0,73972638730.0,80786619976.0,34071773202.0
33,Tiển trả các khoản đi vay,-51288493375.0,-17588110478.0,-24421001141.0,-42514929825.0,-58157926934.0,-58217048938.0,-37344207114.0,-76814836457.0,-43295612225.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,-5913734000.0,-6098811026.0,-6971070444.0,-6970819556.0,-7301460000.0,-7282260000.0,-9103161000.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,12200411887.0,-13143625805.0,14416039016.0,223647986.0,-13055659599.0,-6711455617.0,12324270912.0,22572599.0,23633577550.0
38,Tiền và tương đương tiền đầu kỳ,21296549306.0,33485262761.0,20604394818.0,35038939678.0,35262587664.0,22254085491.0,15673277035.0,27687260086.0,27649877038.0
39,Ảnh hưởng của chênh lệch tỷ giá,-11698432.0,262757862.0,18505844.0,0.0,47157426.0,130647161.0,-310180861.0,-59955647.0,-85105086.0
40,Tiền và tương đương tiền cuối kỳ,33485262761.0,20604394818.0,35038939678.0,35262587664.0,22254085491.0,15673277035.0,27687367086.0,27649877038.0,51198349502.0
