,Unnamed: 0,2014,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,31437136835.0,7513838223.0,12757723474.0,-10780278820.0,37699194933.0,294731945.0,-17037801409.0,7532871287.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-10142388182.0,16459514401.0,733630950.0,-3714360871.0,596422216.0,738344045.0,2145759393.0,429882382.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-1092388182.0,-1408560000.0,-3104640000.0,-4440000000.0,-268090909.0,-1081954546.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,0.0,194088441.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,23800000000.0,-44000000000.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,-32850000000.0,61150000000.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,-18650000000.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,22200000000.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,0.0,523985960.0,288270950.0,725639129.0,864513125.0,1820298591.0,2145759393.0,429882382.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,-17225191000.0,-9929803000.0,-2453154000.0,830246000.0,-7251834661.0,-6362607816.0,-10940010563.0,-1362215739.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,-31438191000.0,16299360000.0,5525000000.0,7415000000.0,6039414369.0,13600414771.0,15761120269.0,28012518008.0
33,Tiển trả các khoản đi vay,14213000000.0,-26229163000.0,-7978154000.0,-6584754000.0,-10852659204.0,-17643790783.0,-24592480483.0,-27746548193.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,-2438589826.0,-2319231804.0,-2108650349.0,-1628185554.0
37,Lưu chuyển tiền thuần trong kỳ,4069557653.0,14043549624.0,11038200424.0,-13664393691.0,31043782488.0,-5329531826.0,-25832052579.0,6600537930.0
38,Tiền và tương đương tiền đầu kỳ,3967222353.0,8036780006.0,22080329630.0,33118530054.0,19454136363.0,50497918851.0,45168387025.0,19336334446.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,8036780006.0,22080329630.0,33118530054.0,19454136363.0,50497918851.0,45168387025.0,19336334446.0,25936872376.0
