,CHỈ TIÊU,2014,2015,2016,2017,2018,2019,2020,2021
0,Doanh số,161521899803.0,182218628126.0,179716123745.0,168464566887.0,212379878286.0,205356835136.0,207728558962.0,224742779733.0
1,Các khoản giảm trừ,-278737272.0,-546544495.0,-324300648.0,-333828062.0,-72367915.0,-28139924.0,-397268364.0,-431913636.0
2,Doanh số thuần,161243162531.0,181672083631.0,179391823097.0,168130738825.0,212307510371.0,205328695212.0,207331290598.0,224310866097.0
3,Giá vốn hàng bán,-146443032136.0,-163219351501.0,-161958809544.0,-149697749774.0,-193961272745.0,-190769055127.0,-192264764180.0,-210926794639.0
4,Lãi gộp,14800130395.0,18452732130.0,17433013553.0,18432989051.0,18346237626.0,14559640085.0,15066526418.0,13384071458.0
5,Thu nhập tài chính,524365985.0,523985960.0,433587617.0,725639129.0,864513125.0,2775600119.0,1224374532.0,517069048.0
6,Chi phí tài chính,-2342108580.0,-2293849712.0,-2389163747.0,-2257123050.0,-2116605146.0,-1917420549.0,-1731399402.0,-1803500125.0
7,Trong đó: Chi phí lãi vay,-2342108580.0,-2293849712.0,-2389163747.0,-2257123050.0,-2116605146.0,-1917420549.0,-1731399402.0,-1803500125.0
8,Lãi/(lỗ) từ công ty liên doanh,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
9,Chi phí bán hàng,-32780000.0,-14400000.0,-18600000.0,0.0,0.0,0.0,0.0,0.0
10,Chi phí quản lý doanh  nghiệp,-8604401714.0,-10755137328.0,-12787988214.0,-13350310898.0,-12192771237.0,-11144283264.0,-11639864829.0,-10700084519.0
11,Lãi/(lỗ) từ hoạt động kinh doanh,4345206086.0,5913331050.0,2670849209.0,3551194232.0,4901374368.0,4273536391.0,2919636719.0,1397555862.0
12,Thu nhập khác,675167908.0,228569360.0,176966546.0,50700380.0,91296571.0,68480797.0,64236720.0,55146711.0
13,Chi phí khác,-43996861.0,-247766891.0,-396059432.0,-109351186.0,-339544205.0,-282426293.0,-115828500.0,-47757712.0
14,"Thu nhập khác, ròng",631171047.0,-19197531.0,-219092886.0,-58650806.0,-248247634.0,-213945496.0,-51591780.0,7388999.0
16,Lãi/(lỗ) ròng trước thuế,4976377133.0,5894133519.0,2451756323.0,3492543426.0,4653126734.0,4059590895.0,2868044939.0,1404944861.0
17,Thuế thu nhập doanh nghiệp – hiện thời,-692178738.0,-768840556.0,-567454013.0,698685444.0,-937136923.0,-779799317.0,-499540304.0,-272278023.0
18,Thuế thu nhập doanh nghiệp – hoãn lại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
19,Chi phí thuế thu nhập doanh nghiệp,-692178738.0,-768840556.0,-567454013.0,698685444.0,-937136923.0,-779799317.0,-499540304.0,-272278023.0
20,Lãi/(lỗ) thuần sau thuế,4284198395.0,5125292963.0,1884302310.0,4191228870.0,3715989811.0,3279791578.0,2368504635.0,1132666838.0
21,Lợi ích của cổ đông thiểu số,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
22,Lợi nhuận của Cổ đông của Công ty mẹ,4284198395.0,5125292963.0,1884302310.0,4191228870.0,3715989811.0,3279791578.0,2368504635.0,1132666838.0
23,Lãi cơ bản trên cổ phiếu,0.0,0.0,0.0,585.0,955.0,501.0,506.0,256.0
24,Lãi trên cổ phiếu pha loãng,0.0,0.0,0.0,585.0,955.0,501.0,506.0,256.0
