,Unnamed: 0,2011,2012,2014,2015,2016,2017,2018,2019,2020,2021
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,-5749551938.0,-19888600477.0,-11539726186.0,-9816642426.0,7167220629.0,-4287110244.0,15459418098.0,-2891320477.0,2925665075.0,-10633119818.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-1612686628.0,42445939237.0,278467578.0,530730987.0,511973906.0,-3054457241.0,614066266.0,-550795200.0,3337216483.0,22682630.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-7150301009.0,-1127487932.0,-125990909.0,0.0,-63325000.0,0.0,0.0,-552613818.0,0.0,0.0
23,Tiền thu được từ thanh lý tài sản cố định,50599000.0,32036364.0,0.0,189981818.0,510000000.0,0.0,610000001.0,0.0,272727273.0,15454546.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,-23000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,17000000000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,-3060000000.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,5000000000.0,34624000000.0,0.0,0.0,0.0,0.0,0.0,0.0,3060000000.0,0.0
28,Cổ tức và tiền lãi nhận được,487015381.0,14917390805.0,404458487.0,340749169.0,65298906.0,5542759.0,4066265.0,1818618.0,4489210.0,7228084.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,5062484333.0,-14981077033.0,13007076282.0,5996564618.0,-3508764177.0,5763633942.0,-14520630088.0,-755443444.0,-1286962902.0,6781678873.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,37783747586.0,19866085764.0,72511321836.0,88740907044.0,129849196706.0,81734156371.0,69382245300.0,45740541034.0,43995880416.0,44277623266.0
33,Tiển trả các khoản đi vay,-32721263253.0,-31208257197.0,-55941136584.0,-79220481526.0,-133293631883.0,-73973674429.0,-81885967988.0,-44484196478.0,-45282843318.0,-37495944393.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,-3638905600.0,-3563108970.0,-3523860900.0,-64329000.0,-1996848000.0,-2016907400.0,-2011788000.0,0.0,0.0
37,Lưu chuyển tiền thuần trong kỳ,-2299754233.0,7576261727.0,1745817674.0,-3289346821.0,4170430358.0,-1577933543.0,1552854276.0,-4197559121.0,4975918656.0,-3828758315.0
38,Tiền và tương đương tiền đầu kỳ,5539810046.0,2847105110.0,2376030829.0,4120837440.0,831289872.0,5001496034.0,3477524441.0,5030462828.0,374083323.0,5350580033.0
39,Ảnh hưởng của chênh lệch tỷ giá,-1416592.0,71036409.0,-1011063.0,-200747.0,-224196.0,1320790.0,84111.0,-330752.0,578054.0,-784130.0
40,Tiền và tương đương tiền cuối kỳ,3238639221.0,10494403246.0,4120837440.0,831289872.0,5001496034.0,3424883281.0,5030462828.0,832572955.0,5350580033.0,1521037588.0
