,Unnamed: 0,2015,2016,2017,2018,2019,2020,2021,2022
0,Lưu chuyển tiền thuần từ các hoạt động sản xuất kinh doanh,5156059899.0,-2262416100.0,15894466426.0,17125541404.0,6514492192.0,-4459893534.0,4877928982.0,8472076536.0
1,Lãi/lỗ trước những thay đổi vốn lưu động,5859185511.0,5327404490.0,6502147689.0,7048876577.0,8679228669.0,4901186541.0,9139597516.0,8454733917.0
2,Lãi trước thuế,1357753466.0,1851105003.0,1705164172.0,2406064994.0,3200814583.0,-727745242.0,3248077648.0,3503634221.0
3,Khấu hao TSCĐ,5091681290.0,4653425096.0,4769299722.0,5666039444.0,5756902208.0,6029058012.0,6177770282.0,6497010029.0
4,Phân bổ lợi thế thương mại,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
5,Chi phí dự phòng,-485478754.0,0.0,0.0,-106803000.0,44514450.0,-10000000.0,-476925372.0,32200001.0
6,Lãi/(lỗ) chênh lệch tỷ giá chưa thực hiện,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
8,Lãi/(lỗ) từ hoạt động đầu tư,-104770491.0,-1221778015.0,-18966033.0,-916424861.0,-508858311.0,-441496092.0,190674958.0,-1578110334.0
9,Chi phí lãi vay,0.0,44652406.0,46649828.0,0.0,185855739.0,51369863.0,0.0,0.0
11,Các khoản điều chỉnh khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
12,(Tăng)/giảm các khoản phải thu,-4752970847.0,7429804717.0,7552605460.0,961402682.0,9058658716.0,-3581714433.0,-13196776100.0,-10723791143.0
13,(Tăng)/giảm hàng tồn kho,6066011133.0,-9903453236.0,-8338136250.0,14927100368.0,-19618187961.0,12158859667.0,-5295316961.0,10676412458.0
14,Tăng/(giảm) các khoản phải trả,-2898269007.0,-4686721477.0,11186826395.0,-5379498854.0,12941476181.0,-15543178633.0,18697351259.0,1268487825.0
15,( Tăng)/giảm chi phí trả trước,1596175534.0,134645113.0,-45054062.0,-57632106.0,-3202463458.0,-676117122.0,-4011055595.0,199857872.0
16,(Tăng)/giảm chứng khoán kinh doanh,0.0,0.0,0.0,0.0,-185855739.0,0.0,0.0,0.0
17,Chi phí lãi vay đã trả,0.0,-44652406.0,-46649828.0,0.0,-521211298.0,-51369863.0,-410371137.0,-874826329.0
18,Thuế thu nhập doanh nghiệp đã trả,-448474479.0,-585964269.0,-599075724.0,-223004517.0,0.0,-879824991.0,0.0,0.0
19,Tiền thu khác từ các hoạt động kinh doanh,0.0,0.0,0.0,0.0,-637152918.0,0.0,-45500000.0,-528798064.0
20,Tiền chi khác từ các hoạt động kinh doanh,-265597946.0,66520968.0,-318197254.0,-151702746.0,0.0,-787734700.0,0.0,0.0
21,Lưu chuyển tiền tệ ròng từ hoạt động đầu tư,-10153414703.0,-1819048621.0,-11772788305.0,-14703366565.0,-4522490090.0,-1471536635.0,-630485686.0,-6015301174.0
22,Tiền mua tài sản cố định và các tài sản dài hạn khác,-10274894423.0,-3040826636.0,-11791754338.0,-15619791426.0,-4537234072.0,-1481606640.0,-643010755.0,-6028744237.0
23,Tiền thu được từ thanh lý tài sản cố định,72272727.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
24,Tiền cho vay hoặc mua công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
25,Tiền thu từ cho vay hoặc thu từ phát hành công cụ nợ,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
26,Đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27,Tiền thu từ việc bán các khoản đầu tư vào các doanh nghiệp khác,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
28,Cổ tức và tiền lãi nhận được,49206993.0,1221778015.0,18966033.0,916424861.0,14743982.0,10070005.0,12525069.0,13443063.0
29,Lưu chuyển tiền tệ từ hoạt động tài chính,0.0,0.0,0.0,0.0,-2059181650.0,1647440979.0,0.0,-872261968.0
30,Tiền thu từ phát hành cổ phiếu và vốn góp,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,"Chi trả cho việc mua lại, trả lại cổ phiếu",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,Tiền thu được các khoản đi vay,0.0,0.0,-38221660000.0,0.0,17305801000.0,14640000000.0,0.0,0.0
33,Tiển trả các khoản đi vay,0.0,0.0,38221660000.0,0.0,-17305801000.0,-14640000000.0,0.0,0.0
34,Tiền thanh toán vốn gốc đi thuê tài chính,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,Cổ tức đã trả,0.0,0.0,0.0,0.0,-2059181650.0,1647440979.0,0.0,-872261968.0
37,Lưu chuyển tiền thuần trong kỳ,-4997354804.0,-4081464721.0,4121678121.0,2422174839.0,-67179548.0,-4283989190.0,4247443296.0,1584513394.0
38,Tiền và tương đương tiền đầu kỳ,11051976266.0,6054621462.0,1973156741.0,6094834862.0,8517009702.0,8449830154.0,4165840964.0,8413284260.0
39,Ảnh hưởng của chênh lệch tỷ giá,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,Tiền và tương đương tiền cuối kỳ,6054621462.0,1973156741.0,6094834862.0,8517009701.0,8449830154.0,4165840964.0,8413284260.0,9997797654.0
